date,member01,member02,member03,member04,member05,member06,member07,member08,member09,member10,member11,member12,member13,member14,member15,member16,member17,member18,member19,member20,member21,member22,member23,member24,member25,member26,member27,member28,member29,member30,member31,member32,member33,member34,member35,member36,member37,member38,member39,member40,member41,member42,member43,member44,member45,member46,member47,member48,member49,member50,init_date,n_gridpoints
2026-09-19,16.0008,15.9243,15.9071,15.9027,15.9626,15.9546,15.9297,15.902,15.9441,15.8773,15.9506,15.9214,15.9227,15.879,15.8863,15.8934,15.9207,15.8768,16.0262,15.8549,15.9043,15.8574,15.9211,15.8711,15.9518,15.88,16.0003,15.9329,15.9418,15.9291,15.9334,15.919,15.9148,15.9418,15.9187,15.9349,15.8759,15.946,15.9744,15.8414,15.9836,15.8851,15.9319,15.9166,15.9228,15.9408,15.9654,15.9368,15.9136,15.9181,2026-09-19,432
2026-09-20,15.9532,15.8755,15.9151,15.8933,15.9431,15.9898,15.9265,15.9117,15.9674,15.8821,15.9539,15.8837,15.8985,15.8808,15.9376,15.914,15.9568,15.9164,16.007,15.8283,15.8769,15.864,15.9193,15.8436,15.9359,15.8621,15.987,15.886,15.9628,15.9119,15.9308,15.8741,15.8469,15.8784,15.9117,15.9315,15.8599,15.9216,15.9222,15.842,15.9385,15.8395,15.9104,15.8935,15.8756,15.9312,15.9237,15.9024,15.8878,15.901,2026-09-19,432
2026-09-21,15.995,15.9,15.9124,15.9262,15.9236,15.9886,15.9115,15.954,15.9869,15.8405,15.9513,15.9314,15.9075,15.8752,15.8923,15.9078,15.914,15.8903,16.0312,15.8481,15.9238,15.906,15.9295,15.9106,15.9142,15.8728,15.9558,15.9091,15.9097,15.8354,15.9339,15.8458,15.8903,15.8914,15.8893,15.9163,15.865,15.9799,15.9244,15.8263,15.9575,15.8288,15.9043,15.9227,15.9589,15.9449,15.9436,15.9218,15.8647,15.8703,2026-09-19,432
2026-09-22,15.9572,15.8614,15.8983,15.8512,15.8815,15.9558,15.828,15.9442,15.9485,15.8294,15.8751,15.9375,15.9092,15.8048,15.8594,15.8343,15.8792,15.8871,16.0316,15.8654,15.8754,15.8761,15.8474,15.8922,15.914,15.826,15.9757,15.8272,15.9255,15.9025,15.9123,15.8151,15.8184,15.8784,15.8352,15.9278,15.8319,15.9608,15.9161,15.7593,15.9526,15.7922,15.9067,15.8685,15.8998,15.9185,15.87,15.8767,15.8717,15.83,2026-09-19,432
2026-09-23,15.936,15.8001,15.9204,15.8338,15.9237,15.9733,15.8533,15.9273,15.9337,15.8006,15.836,15.9718,15.9224,15.7857,15.821,15.8135,15.8833,15.9396,16.0889,15.8051,15.8667,15.8986,15.8498,15.8458,15.8857,15.7768,16.045,15.8105,15.9184,15.941,15.8552,15.8782,15.8666,15.8299,15.7774,15.8494,15.8032,15.9465,15.9011,15.7842,15.9472,15.7638,15.9333,15.8647,15.9065,15.926,15.8587,15.8665,15.831,15.827,2026-09-19,432
2026-09-24,15.9462,15.8447,15.9152,15.8354,15.9318,15.9299,15.9474,16.0228,15.9649,15.8513,15.8582,15.9258,15.9365,15.7686,15.8679,15.8358,15.891,15.951,16.0615,15.8469,15.9129,15.9486,15.8295,15.8786,16.0269,15.7563,16.0454,15.8992,15.9132,15.9987,15.8588,15.8593,15.8136,15.8433,15.8777,15.8532,15.8524,15.8881,15.9826,15.727,15.9708,15.7852,15.9134,15.8534,15.9174,15.9312,15.8833,15.8762,15.9509,15.9061,2026-09-19,432
2026-09-25,15.9056,15.8522,15.8171,15.8235,15.8977,15.9704,15.9289,16.0892,15.9216,15.8266,15.8308,15.994,15.8938,15.7513,15.8599,15.8658,15.9135,15.9135,16.0197,15.7654,15.889,15.8792,15.8089,15.7682,16.0456,15.7672,16.0486,15.8844,15.9554,15.9256,15.8188,15.8674,15.8287,15.8675,15.8436,15.8731,15.8873,15.8911,15.9243,15.6268,15.8471,15.7912,15.8848,15.8562,15.9395,15.853,15.9187,15.8452,15.9745,15.881,2026-09-19,432
2026-09-26,15.8595,15.8046,15.791,15.7935,15.8659,15.8519,15.9484,16.0633,15.9115,15.7076,15.7985,15.9822,15.9434,15.7425,15.808,15.8926,15.8482,15.9016,15.8782,15.7316,15.8218,15.808,15.7482,15.7428,15.9729,15.7732,16.0404,15.8618,15.9465,15.9116,15.8327,15.8831,15.8829,15.8087,15.8987,15.8727,15.8622,15.8653,15.8566,15.5718,15.8047,15.7297,15.8074,15.8179,15.8751,15.8229,15.8173,15.8854,15.8874,15.803,2026-09-19,432
2026-09-27,15.8109,15.7393,15.7613,15.8157,15.8463,15.7768,15.8903,15.949,15.8602,15.6432,15.8013,16.0026,15.8682,15.6953,15.7686,15.8923,15.7676,15.8138,15.77,15.8242,15.7321,15.7851,15.7264,15.6891,15.9037,15.6419,15.9486,15.7817,15.8962,15.8601,15.8577,15.839,15.8104,15.781,15.89,15.8058,15.9492,15.8308,15.8515,15.701,15.6942,15.6849,15.8079,15.6655,15.866,15.7453,15.7417,15.8077,15.8583,15.8229,2026-09-19,432
2026-09-28,15.8612,15.7572,15.6873,15.8315,15.8081,15.7447,15.8394,15.7842,15.8102,15.6378,15.7818,16.0212,15.7655,15.6588,15.6811,15.8613,15.7038,15.6707,15.8098,15.7262,15.6221,15.7081,15.5765,15.5932,15.8546,15.6741,15.7671,15.7033,15.9045,15.7597,15.8287,15.743,15.8297,15.7056,15.8796,15.7058,15.8805,15.7436,15.8039,15.7137,15.5799,15.6186,15.776,15.6802,15.8363,15.7297,15.7111,15.6979,15.8336,15.7383,2026-09-19,432
