date,t2m_mean,t2m_p5,t2m_p25,t2m_p50,t2m_p75,t2m_p95,init_date,n_members
2026-08-30,16.626255904953886,16.552684443989943,16.59873128725366,16.621852566179783,16.661360288027282,16.701867216739796,2026-08-30,50
2026-08-31,16.599436499910908,16.517636428187465,16.564915309260655,16.58993234510909,16.6397027590749,16.67735332519911,2026-08-30,50
2026-09-01,16.569987198438028,16.492623945965168,16.51749779906154,16.563755287494892,16.60794044582511,16.662910010885106,2026-08-30,50
2026-09-02,16.51954196498479,16.432661757313678,16.473274091065527,16.52854572628774,16.56618799922939,16.598823683732753,2026-08-30,50
2026-09-03,16.529281518300287,16.40798681908224,16.470224877585462,16.532245737602857,16.591491578572466,16.632319652659955,2026-08-30,50
2026-09-04,16.50334101172064,16.372487733465125,16.447604342958194,16.496282022037313,16.57278734051431,16.617817465030107,2026-08-30,50
2026-09-05,16.448996435717167,16.286219659554074,16.390706066327954,16.445010322611324,16.5120453872231,16.589187856087158,2026-08-30,50
2026-09-06,16.383505417611854,16.233141703375697,16.332544171237714,16.3816952670455,16.451761598182024,16.532011288058225,2026-08-30,50
2026-09-07,16.316419745402882,16.159125498353163,16.24109407315246,16.32002536398887,16.376927494653504,16.471714397223117,2026-08-30,50
2026-09-08,16.291468265492913,16.103342014030993,16.214391370253168,16.278391212049428,16.370236549839227,16.483922965037593,2026-08-30,50
2026-09-09,16.27405225213744,16.07338204512742,16.19002105527395,16.28268938718505,16.342508093635836,16.49330377359873,2026-08-30,50
2026-09-10,16.254239387880723,16.06538785158003,16.17256739118214,16.2475076501581,16.325810490123686,16.46920727314413,2026-08-30,50
2026-09-11,16.237682915490385,16.058822445144298,16.149864401100704,16.219356379006435,16.327547478210697,16.436265955691837,2026-08-30,50
2026-09-12,16.221360189978903,16.05526627541862,16.124524476450798,16.217510695992196,16.321532245296115,16.382508898357184,2026-08-30,50
2026-09-13,16.21237971860277,16.03791355437789,16.1335392304627,16.195855788952016,16.32181315382144,16.365504286126857,2026-08-30,50
2026-09-14,16.181499185286103,16.055226866957764,16.104080031188857,16.160853399315837,16.265678779113998,16.3113025534486,2026-08-30,50
2026-09-15,16.14569682139756,15.97374749692032,16.076160973760636,16.143963787435908,16.21952900349317,16.325883717010147,2026-08-30,50
2026-09-16,16.129941399689567,15.941542953673626,16.048340452250354,16.141868282153876,16.19144954176689,16.275556642369484,2026-08-30,50
2026-09-17,16.103299647296126,15.914147900956637,16.025260644911754,16.112739317449503,16.172830341133512,16.270203866139124,2026-08-30,50
2026-09-18,16.077896729510748,15.872254547422155,16.00871874462472,16.07916756897718,16.155818972974878,16.26785901800582,2026-08-30,50
2026-09-19,16.06508024778925,15.845685235893638,15.982163173544324,16.078530682631722,16.14172998849897,16.234909923687212,2026-08-30,50
2026-09-20,16.048710371440677,15.847152093633788,15.974305685712514,16.055619420641214,16.116562915729606,16.226311868957136,2026-08-30,50
2026-09-21,16.028335889838605,15.82493906422999,15.952195850160859,16.04092576613085,16.08004814847749,16.21495257884803,2026-08-30,50
2026-09-22,16.008676019768487,15.79878346756287,15.946110053810905,16.028478427638476,16.077639470367956,16.157566588687605,2026-08-30,50
2026-09-23,15.973304962893753,15.78498557997339,15.891600655579866,15.978855287509585,16.06923364958114,16.134699494385256,2026-08-30,50
2026-09-24,15.95457345078122,15.752774915537456,15.883469846940809,15.96337173551915,16.034150279268907,16.14464000440297,2026-08-30,50
2026-09-25,15.929592274552203,15.710672633431424,15.853927487819515,15.926657137059175,16.01010360953966,16.127389051157262,2026-08-30,50
2026-09-26,15.892559062441395,15.703121367472658,15.820141769847742,15.893920651543198,15.956988513062846,16.08601707311963,2026-08-30,50
2026-09-27,15.859101562352686,15.679762619617549,15.77740430245114,15.879042081961355,15.922646373845122,16.016668213263667,2026-08-30,50
2026-09-28,15.825133962470263,15.602574114162563,15.747249325625955,15.819832446234859,15.90932560617091,16.009641790770633,2026-08-30,50
2026-09-29,15.779676820625282,15.605810323366796,15.696981584904155,15.773546510977408,15.872600263828799,15.97634514401157,2026-08-30,50
2026-09-30,15.753335782887543,15.55540505557575,15.67089259594216,15.760769390471072,15.841162052575699,15.95371964666105,2026-08-30,50
2026-10-01,15.72229648935336,15.510562626088005,15.631627076012245,15.71042293120557,15.831704858904825,15.912429426390059,2026-08-30,50
2026-10-02,15.707381145479197,15.50905461153851,15.60431201219192,15.69807728942834,15.840833810832162,15.910220684438231,2026-08-30,50
2026-10-03,15.681538103060012,15.484363255842402,15.57636525472177,15.67185951489676,15.796458195511908,15.878960632446494,2026-08-30,50
2026-10-04,15.659578822747196,15.462070783710143,15.557276022887997,15.628083322267592,15.770792639296223,15.873648004521874,2026-08-30,50
2026-10-05,15.604734429207161,15.410439417597441,15.515152512578819,15.591202848272637,15.69757646754667,15.82859482989571,2026-08-30,50
2026-10-06,15.561853424948037,15.353251523194828,15.494934300335915,15.546103727715442,15.652028119177121,15.751939493757932,2026-08-30,50
2026-10-07,15.534084658088965,15.31731078016341,15.47308000598808,15.543931660542867,15.602479224003963,15.754823777066775,2026-08-30,50
2026-10-08,15.515643005869702,15.270507365239489,15.453914822236015,15.504734082852536,15.617628915938628,15.719596627699552,2026-08-30,50
2026-10-09,15.496128947618223,15.235760893964352,15.422352537897705,15.487347678559182,15.60334650088867,15.677286272367466,2026-08-30,50
2026-10-10,15.47027654095213,15.181749858850784,15.397388847416778,15.464496349354077,15.562082644477043,15.718127387795851,2026-08-30,50
2026-10-11,15.449059003739448,15.16734001908397,15.360570749575414,15.465384828919815,15.529456220617107,15.711331226038508,2026-08-30,50
2026-10-12,15.423732772356692,15.187692079928071,15.316662719283599,15.44356507241448,15.518604083976214,15.672455951127304,2026-08-30,50
2026-10-13,15.39327838398816,15.180737145273238,15.296532953332115,15.399346591976977,15.46452131103134,15.66064587933968,2026-08-30,50
