date,member01,member02,member03,member04,member05,member06,member07,member08,member09,member10,member11,member12,member13,member14,member15,member16,member17,member18,member19,member20,member21,member22,member23,member24,member25,member26,member27,member28,member29,member30,member31,member32,member33,member34,member35,member36,member37,member38,member39,member40,member41,member42,member43,member44,member45,member46,member47,member48,member49,member50,init_date,n_gridpoints
2026-08-14,16.8388,16.9487,16.9643,16.9448,16.9316,16.9298,16.9097,16.913,16.9399,16.9543,16.873,16.9278,16.9479,16.9456,16.9474,16.8573,16.9473,16.9599,16.8783,16.9645,16.9359,16.9256,16.8853,16.9272,16.9125,16.9492,17.0141,17.0051,16.9392,16.9444,16.926,16.8876,16.9939,16.9444,16.9361,16.9384,16.8675,16.9293,16.8919,16.9411,16.8691,16.9035,16.9326,16.8493,16.891,16.8776,16.9579,16.9236,16.9518,16.9475,2026-08-14,432
2026-08-15,16.7698,16.8667,16.8786,16.8739,16.8415,16.8748,16.787,16.8469,16.8505,16.8942,16.7818,16.8342,16.8842,16.8572,16.799,16.7641,16.8241,16.8588,16.7606,16.9206,16.8368,16.8444,16.7938,16.8632,16.8718,16.8101,16.9584,16.9202,16.8522,16.8961,16.8163,16.7707,16.8841,16.8639,16.8378,16.859,16.7697,16.847,16.8341,16.8188,16.7851,16.8028,16.8751,16.775,16.7917,16.7952,16.8638,16.8226,16.8593,16.886,2026-08-14,432
2026-08-16,16.6921,16.8175,16.8381,16.8079,16.8271,16.8042,16.7313,16.8663,16.8145,16.9003,16.7122,16.7662,16.8309,16.8395,16.8099,16.7249,16.7561,16.8209,16.8189,16.8397,16.8471,16.8171,16.7549,16.8362,16.818,16.7989,16.9232,16.838,16.8127,16.8132,16.8462,16.7154,16.8509,16.8735,16.7462,16.8105,16.7152,16.7988,16.786,16.8089,16.7725,16.7734,16.8066,16.7426,16.7527,16.7564,16.8321,16.7858,16.8077,16.8496,2026-08-14,432
2026-08-17,16.6228,16.7019,16.7837,16.7569,16.7654,16.7547,16.6543,16.7705,16.7369,16.8109,16.6393,16.7161,16.8324,16.7912,16.7383,16.7019,16.7457,16.7544,16.7969,16.7999,16.7704,16.7393,16.7424,16.7793,16.7577,16.7581,16.8713,16.7983,16.7805,16.7837,16.7669,16.7097,16.7635,16.7786,16.7646,16.7516,16.663,16.768,16.769,16.7802,16.6942,16.708,16.8,16.6477,16.7198,16.701,16.819,16.791,16.7564,16.7573,2026-08-14,432
2026-08-18,16.5914,16.6656,16.8453,16.785,16.7363,16.6734,16.6854,16.7073,16.6914,16.7026,16.6882,16.7329,16.7608,16.7584,16.7471,16.6753,16.7433,16.6971,16.7049,16.6925,16.6989,16.6978,16.654,16.7587,16.7496,16.7304,16.8162,16.7833,16.7702,16.6999,16.6777,16.7237,16.7496,16.7753,16.7385,16.7696,16.6966,16.7464,16.6829,16.7019,16.6775,16.596,16.7331,16.6467,16.6284,16.7086,16.7853,16.7031,16.8047,16.7545,2026-08-14,432
2026-08-19,16.5889,16.6791,16.7899,16.8135,16.6923,16.6596,16.6706,16.7966,16.6278,16.7097,16.7067,16.7534,16.7614,16.7707,16.7248,16.6692,16.8432,16.7165,16.7374,16.7879,16.7787,16.7267,16.7137,16.7103,16.7732,16.7361,16.8271,16.7332,16.7943,16.7107,16.6987,16.6688,16.7244,16.849,16.7076,16.7856,16.7198,16.7165,16.6121,16.6667,16.7189,16.6366,16.8088,16.6098,16.7314,16.6591,16.8491,16.7368,16.7962,16.72,2026-08-14,432
2026-08-20,16.6164,16.7221,16.8131,16.8077,16.6494,16.7032,16.6952,16.7155,16.6327,16.6994,16.7343,16.7875,16.8282,16.7692,16.7747,16.6109,16.727,16.7288,16.7717,16.8568,16.8863,16.8015,16.7712,16.7147,16.7246,16.6185,16.8454,16.696,16.7886,16.722,16.7149,16.7399,16.682,16.8482,16.712,16.6924,16.704,16.732,16.5798,16.7272,16.7847,16.5899,16.8462,16.6112,16.7842,16.7471,16.7992,16.6894,16.8376,16.777,2026-08-14,432
2026-08-21,16.6333,16.7504,16.7774,16.7966,16.5739,16.6148,16.6444,16.6702,16.5482,16.617,16.7316,16.6872,16.9328,16.6875,16.7659,16.5474,16.7471,16.7413,16.7079,16.896,16.781,16.7903,16.8059,16.7237,16.6474,16.5942,16.7334,16.5781,16.7072,16.7027,16.7175,16.7107,16.725,16.8608,16.6746,16.6074,16.681,16.6215,16.6451,16.7478,16.7149,16.5996,16.7847,16.5454,16.8383,16.7056,16.7552,16.6693,16.7378,16.724,2026-08-14,432
2026-08-22,16.6391,16.7398,16.7555,16.7576,16.5797,16.551,16.6621,16.498,16.5168,16.5305,16.7545,16.703,16.9158,16.6841,16.707,16.5524,16.8059,16.7748,16.6647,16.8975,16.7153,16.8076,16.8128,16.7082,16.7345,16.5407,16.7292,16.5126,16.6327,16.7061,16.6847,16.6595,16.6724,16.8588,16.5974,16.6174,16.697,16.5234,16.7233,16.6969,16.7945,16.6286,16.7723,16.6135,16.7987,16.7752,16.7519,16.6233,16.673,16.714,2026-08-14,432
2026-08-23,16.5829,16.672,16.7324,16.6431,16.5585,16.6041,16.5612,16.5368,16.5257,16.5156,16.717,16.7271,16.8495,16.6256,16.6771,16.5749,16.791,16.6736,16.6858,16.9543,16.755,16.6794,16.7665,16.6753,16.767,16.4789,16.6585,16.6333,16.7332,16.6685,16.8068,16.5985,16.6458,16.811,16.6142,16.7482,16.6578,16.4982,16.702,16.6781,16.7752,16.686,16.8104,16.5578,16.7429,16.7781,16.6927,16.5764,16.5789,16.6148,2026-08-14,432
