date,member01,member02,member03,member04,member05,member06,member07,member08,member09,member10,member11,member12,member13,member14,member15,member16,member17,member18,member19,member20,member21,member22,member23,member24,member25,member26,member27,member28,member29,member30,member31,member32,member33,member34,member35,member36,member37,member38,member39,member40,member41,member42,member43,member44,member45,member46,member47,member48,member49,member50,init_date,n_gridpoints
2026-08-28,16.6998,16.6746,16.6454,16.661,16.6886,16.6408,16.582,16.6721,16.5026,16.5872,16.6395,16.6573,16.6457,16.5947,16.5691,16.5999,16.6587,16.661,16.5669,16.5591,16.6212,16.5658,16.7482,16.7083,16.6527,16.6212,16.6233,16.7067,16.636,16.5947,16.6595,16.6482,16.7492,16.6363,16.6233,16.6483,16.6007,16.5864,16.5979,16.6678,16.6029,16.6274,16.6119,16.7019,16.6583,16.6815,16.6129,16.6726,16.5787,16.6684,2026-08-28,432
2026-08-29,16.637,16.6519,16.6469,16.6483,16.6753,16.6445,16.5764,16.6904,16.4995,16.5235,16.7021,16.6293,16.6316,16.6245,16.5566,16.5575,16.6667,16.6252,16.5817,16.5234,16.6502,16.5388,16.7401,16.7086,16.6373,16.5908,16.635,16.6554,16.6216,16.5582,16.6206,16.5712,16.7548,16.6309,16.5822,16.6518,16.6413,16.6091,16.5918,16.6733,16.5384,16.5718,16.5969,16.6635,16.6544,16.6795,16.634,16.654,16.5873,16.6452,2026-08-28,432
2026-08-30,16.618,16.5489,16.5361,16.6191,16.5937,16.5712,16.5141,16.5692,16.4647,16.4865,16.5938,16.5388,16.5963,16.5508,16.4961,16.5173,16.5637,16.5174,16.548,16.4303,16.5495,16.4939,16.6988,16.6625,16.524,16.5512,16.5989,16.6442,16.5588,16.5494,16.5222,16.5192,16.7101,16.5853,16.5235,16.5834,16.5685,16.5185,16.5715,16.5922,16.5161,16.4716,16.4771,16.6006,16.6067,16.6428,16.5964,16.5984,16.5307,16.6356,2026-08-28,432
2026-08-31,16.5689,16.5304,16.4855,16.6035,16.5216,16.5268,16.4452,16.5276,16.3876,16.4052,16.5803,16.4946,16.5299,16.5162,16.4594,16.4697,16.4885,16.5003,16.4753,16.4172,16.4742,16.3993,16.6496,16.6066,16.4549,16.5044,16.4829,16.5462,16.4956,16.4523,16.5047,16.4455,16.6246,16.5323,16.4734,16.4987,16.5264,16.4485,16.4942,16.5139,16.4997,16.4117,16.441,16.5902,16.4997,16.5191,16.5567,16.6026,16.4722,16.6429,2026-08-28,432
2026-09-01,16.5472,16.5712,16.5274,16.5674,16.5536,16.5285,16.4475,16.5991,16.3227,16.3712,16.5701,16.495,16.5619,16.502,16.4606,16.4736,16.4742,16.5111,16.4456,16.3996,16.4675,16.3804,16.6157,16.551,16.5035,16.5316,16.4539,16.5298,16.4644,16.4671,16.4518,16.4357,16.5272,16.4952,16.4306,16.5046,16.4887,16.4434,16.5362,16.4943,16.4919,16.4469,16.4183,16.5178,16.463,16.5617,16.5139,16.6066,16.4723,16.5778,2026-08-28,432
2026-09-02,16.5971,16.5968,16.3846,16.565,16.5611,16.6047,16.4678,16.4921,16.3913,16.4959,16.542,16.5468,16.6052,16.5359,16.4942,16.4508,16.5025,16.5381,16.4741,16.3665,16.4037,16.3851,16.5983,16.5505,16.4502,16.5746,16.4692,16.6096,16.3847,16.4528,16.4051,16.5147,16.5549,16.5261,16.4383,16.4965,16.5061,16.5095,16.4534,16.4932,16.5244,16.4351,16.4794,16.5023,16.5128,16.587,16.5007,16.6218,16.506,16.5679,2026-08-28,432
2026-09-03,16.586,16.5722,16.3798,16.4791,16.5152,16.5758,16.5113,16.4843,16.3951,16.4549,16.6705,16.5578,16.5296,16.4547,16.4565,16.4156,16.4643,16.5863,16.4901,16.4007,16.4364,16.354,16.5995,16.6313,16.4736,16.4991,16.5409,16.5672,16.4698,16.406,16.4596,16.5272,16.6751,16.6158,16.4341,16.4896,16.6079,16.4802,16.4957,16.5105,16.5251,16.4438,16.5616,16.4668,16.5756,16.551,16.5069,16.646,16.4097,16.5327,2026-08-28,432
2026-09-04,16.5367,16.5045,16.4585,16.4485,16.567,16.5674,16.5593,16.4939,16.4176,16.4381,16.6527,16.5153,16.5505,16.4116,16.4819,16.4191,16.3706,16.5987,16.5411,16.3566,16.4386,16.2912,16.6365,16.7259,16.4241,16.4721,16.5313,16.6669,16.543,16.3933,16.4886,16.4731,16.6981,16.6498,16.4248,16.4863,16.6238,16.4871,16.5206,16.5607,16.5865,16.3699,16.5748,16.6321,16.6661,16.4664,16.5393,16.578,16.4671,16.5633,2026-08-28,432
2026-09-05,16.548,16.4454,16.4273,16.4198,16.4616,16.5371,16.4356,16.4335,16.4189,16.399,16.6699,16.4477,16.5251,16.4056,16.4726,16.2822,16.2809,16.6,16.5905,16.3389,16.3271,16.2459,16.6385,16.5786,16.3666,16.5077,16.4551,16.5794,16.5202,16.3042,16.5043,16.4718,16.5821,16.5882,16.4822,16.4534,16.5587,16.4808,16.5101,16.5759,16.6043,16.3336,16.5139,16.6449,16.6318,16.4598,16.5083,16.6506,16.4244,16.4656,2026-08-28,432
2026-09-06,16.4666,16.3147,16.3089,16.2418,16.3688,16.4385,16.3739,16.4023,16.3444,16.3364,16.562,16.4284,16.4493,16.4975,16.4094,16.2324,16.1717,16.5247,16.4383,16.2577,16.4101,16.1867,16.6416,16.4817,16.3389,16.5745,16.3669,16.5495,16.4062,16.2284,16.4899,16.3713,16.427,16.4867,16.3498,16.3626,16.3801,16.3437,16.4848,16.5524,16.5448,16.3297,16.4332,16.5535,16.5157,16.341,16.409,16.6369,16.344,16.3635,2026-08-28,432
