date,t2m_mean,t2m_p5,t2m_p25,t2m_p50,t2m_p75,t2m_p95,init_date,n_members
2026-06-25,16.428205490100762,16.35704818542174,16.39783974258276,16.428644130981155,16.459615370142558,16.4923875578724,2026-06-25,50
2026-06-26,16.464916551803537,16.382368204083562,16.433664581540754,16.479817699387997,16.496236071141706,16.530395602976917,2026-06-25,50
2026-06-27,16.484154038024506,16.39774308299684,16.451517005789967,16.48280449243751,16.513139665430153,16.587095059592617,2026-06-25,50
2026-06-28,16.533520888095005,16.415583413845194,16.504267023842306,16.536842007159734,16.576978841144125,16.60919328009231,2026-06-25,50
2026-06-29,16.45463208227399,16.361706763110334,16.404126492928945,16.4580393789092,16.502575628071412,16.545058352179936,2026-06-25,50
2026-06-30,16.503926118647087,16.376486787957585,16.44912735096532,16.50898367382988,16.55092154050987,16.61999471291363,2026-06-25,50
2026-07-01,16.532265889700355,16.405756148495797,16.470518147139437,16.519172378882104,16.592166526279208,16.646450922638838,2026-06-25,50
2026-07-02,16.513922038020127,16.40466090673614,16.446249619910095,16.520181207339668,16.55679863114863,16.630143939147494,2026-06-25,50
2026-07-03,16.537018375753117,16.4086267637607,16.48299748186156,16.52617310820486,16.58360219231585,16.690912055402695,2026-06-25,50
2026-07-04,16.550431221602533,16.41421194313187,16.49624187139149,16.550061159353252,16.605324070172145,16.717886683194447,2026-06-25,50
2026-07-05,16.548315845303346,16.372249401246826,16.494199904565594,16.54952298961416,16.601736336814998,16.698912057125778,2026-06-25,50
2026-07-06,16.54238947718635,16.411582090507775,16.45276450584548,16.554940464844705,16.59562217677416,16.676191339267948,2026-06-25,50
2026-07-07,16.562958063406107,16.41199975530855,16.4918754022438,16.561985758192307,16.64083494968704,16.74855266570251,2026-06-25,50
2026-07-08,16.598000391061433,16.462441955488615,16.530132096011826,16.581262023005166,16.65706975034641,16.774397630684238,2026-06-25,50
2026-07-09,16.630680188410512,16.458632249004207,16.560288671176284,16.63249743675491,16.68859512168255,16.79020267373156,2026-06-25,50
2026-07-10,16.66807251542045,16.484005741090773,16.603466468841972,16.669047772180146,16.738822367064834,16.862146483647074,2026-06-25,50
