date,nino34,tropics,nino12,nino3,nino4
1987-04-18,28.3718,27.7659,26.629,28.14,28.7878
1987-04-19,28.3855,27.7289,26.5459,28.1304,28.7683
1987-04-20,28.4041,27.706,26.5039,28.145,28.7372
1987-04-21,28.3611,27.6816,26.3246,28.1678,28.7574
1987-04-22,28.312,27.6865,26.0869,28.1144,28.7353
1987-04-23,28.3438,27.6723,25.8932,28.0976,28.6809
1987-04-24,28.3166,27.6648,25.9553,28.1553,28.6535
1987-04-25,28.2855,27.6626,26.1244,28.146,28.8059
1987-04-26,28.2088,27.6583,26.1796,28.0594,29.022
1987-04-27,28.095,27.639,26.2018,27.9748,28.9312
1987-04-28,28.0704,27.6538,26.1519,27.9886,28.8459
1987-04-29,28.1074,27.6719,26.084,28.0189,28.9051
1987-04-30,28.0559,27.6957,26.2967,27.9832,28.8459
1987-05-01,28.027,27.721,26.3675,27.9192,28.8762
1987-05-02,27.9993,27.7427,26.4109,27.9599,28.8727
1987-05-03,28.0158,27.7767,26.4672,28.0395,28.9561
1987-05-04,28.067,27.7769,26.4473,28.1251,28.9615
1987-05-05,28.0891,27.7742,26.3907,28.1338,28.8689
1987-05-06,28.1845,27.7502,26.3411,28.1548,28.7958
1987-05-07,28.1919,27.7413,26.351,28.0983,28.7296
1987-05-08,28.1334,27.7397,26.277,28.0128,28.7356
1987-05-09,28.052,27.7407,25.999,27.9422,28.7313
1987-05-10,28.0002,27.7156,25.6249,27.8502,28.7177
1987-05-11,27.9807,27.6961,25.5724,27.7655,28.6722
1987-05-12,28.0473,27.6848,25.4498,27.7463,28.7261
1987-05-13,28.0289,27.6812,25.4435,27.6823,28.6764
1987-05-14,28.134,27.693,25.329,27.8236,28.6214
1987-05-15,28.1238,27.6984,25.2248,27.9449,28.5784
1987-05-16,28.2319,27.7013,25.0508,27.9577,28.7081
1987-05-17,28.4057,27.6927,25.1048,27.9244,28.8415
1987-05-18,28.4566,27.6712,25.0759,27.8367,28.8834
1987-05-19,28.4973,27.6702,24.8508,27.8043,28.902
1987-05-20,28.4156,27.6781,24.7605,27.7677,28.8868
1987-05-21,28.4059,27.6788,24.7843,27.717,29.0086
1987-05-22,28.4602,27.6548,24.8515,27.7495,29.0971
1987-05-23,28.5109,27.6357,25.0015,27.7965,29.0778
1987-05-24,28.5031,27.6034,24.9619,27.7693,29.066
1987-05-25,28.4701,27.5982,25.0094,27.7296,29.1099
1987-05-26,28.3536,27.5906,24.9459,27.6446,29.1264
1987-05-27,28.2109,27.6005,24.8728,27.5322,29.0915
1987-05-28,28.1107,27.6101,24.7914,27.4141,29.0856
1987-05-29,28.157,27.6088,24.7715,27.3299,29.0936
1987-05-30,28.1056,27.5889,24.7093,27.2175,29.1181
1987-05-31,28.0783,27.5627,24.5365,27.1684,29.1019
1987-06-01,28.1223,27.5321,24.5297,27.1131,29.1656
1987-06-02,28.2413,27.5001,24.4907,27.0639,29.3162
1987-06-03,28.2713,27.4642,24.4648,27.0104,29.3131
1987-06-04,28.2114,27.4522,24.593,26.9652,29.1697
1987-06-05,28.2087,27.4612,24.6054,27.0011,29.0736
1987-06-06,28.1006,27.461,24.4606,26.9715,29.0119
1987-06-07,27.9786,27.4342,24.3194,26.9202,28.8474
1987-06-08,28.0168,27.3952,24.2724,26.9066,28.87
1987-06-09,27.9888,27.376,24.2761,26.9198,29.0452
1987-06-10,27.9482,27.3199,24.1915,26.8673,29.104
1987-06-11,28.0598,27.3029,24.1336,26.8654,29.1598
1987-06-12,28.4256,27.2906,24.0285,27.1339,29.0877
1987-06-13,28.4038,27.2488,23.8673,27.2261,28.8706
1987-06-14,28.3951,27.2384,23.7979,27.2457,28.8719
1987-06-15,28.4259,27.2417,23.8137,27.3371,28.8903
1987-06-16,28.4357,27.2276,23.7367,27.2948,28.9703
1987-06-17,28.484,27.2049,23.6285,27.246,29.051
1987-06-18,28.5887,27.1675,23.4986,27.2259,29.1894
1987-06-19,28.6605,27.1384,23.4191,27.193,29.3192
1987-06-20,28.7848,27.1393,23.2847,27.2426,29.4099
1987-06-21,28.8407,27.1367,23.2435,27.3184,29.3647
1987-06-22,28.8158,27.1135,23.188,27.2545,29.3436
1987-06-23,28.7641,27.0916,23.168,27.1745,29.3364
1987-06-24,28.7527,27.0768,23.2321,27.1699,29.3749
1987-06-25,28.7585,27.0602,23.2896,27.1563,29.4291
1987-06-26,28.7739,27.0646,23.3243,27.1061,29.4942
1987-06-27,28.7862,27.0687,23.4421,27.0402,29.5474
1987-06-28,28.8732,27.0822,23.4187,27.0228,29.7069
1987-06-29,28.8028,27.0795,23.397,27.026,29.7202
1987-06-30,28.6142,27.0536,23.472,27.0332,29.6274
1987-07-01,28.6388,27.0221,23.3815,27.0379,29.5711
1987-07-02,28.6546,26.9815,23.2076,27.0112,29.5376
1987-07-03,28.6434,26.9859,23.1177,27.038,29.4759
1987-07-04,28.5546,27.0001,23.1406,27.0994,29.3764
1987-07-05,28.4916,26.9884,23.1669,27.1347,29.2693
1987-07-06,28.4482,26.953,23.1157,27.1597,29.1117
1987-07-07,28.4385,26.9248,22.9632,27.1893,29.0264
1987-07-08,28.4659,26.9256,22.936,27.1706,29.007
1987-07-09,28.4956,26.9335,22.8632,27.1032,29.0449
1987-07-10,28.5178,26.925,22.8028,27.0574,29.0833
1987-07-11,28.5198,26.9143,22.7861,27.0146,29.1442
1987-07-12,28.4917,26.9097,22.7862,26.9882,29.1789
1987-07-13,28.4291,26.9001,22.8755,26.9924,29.2424
1987-07-14,28.3479,26.8729,22.7751,26.9373,29.2379
1987-07-15,28.3103,26.8214,22.7562,26.8524,29.2432
1987-07-16,28.3328,26.7893,22.7108,26.8332,29.1792
1987-07-17,28.2825,26.7853,22.6906,26.8369,29.0836
1987-07-18,28.194,26.7619,22.647,26.757,28.951
1987-07-19,28.1346,26.7378,22.5809,26.6217,28.9004
1987-07-20,28.1463,26.729,22.341,26.5325,28.8999
1987-07-21,28.1269,26.7312,22.2477,26.4777,28.8863
1987-07-22,28.1319,26.7248,22.0687,26.4648,28.7893
1987-07-23,28.0479,26.7008,21.9667,26.4015,28.6988
1987-07-24,28.0893,26.7074,21.9055,26.4243,28.8881
1987-07-25,28.1652,26.6916,21.8035,26.5115,28.9848
1987-07-26,28.1734,26.6824,21.7932,26.5153,28.9826
1987-07-27,28.2541,26.6779,21.7694,26.5049,28.9597
1987-07-28,28.3019,26.6901,21.7502,26.5509,29.0736
1987-07-29,28.3106,26.7092,21.7854,26.4543,29.1767
1987-07-30,28.253,26.7111,21.7852,26.4229,29.1572
1987-07-31,28.2181,26.6774,21.8516,26.3627,29.2793
1987-08-01,28.2482,26.6379,21.9956,26.31,29.362
1987-08-02,28.2851,26.6243,21.912,26.3388,29.3431
1987-08-03,28.2267,26.618,21.7699,26.314,29.3203
1987-08-04,28.1448,26.6174,21.5992,26.3316,29.2845
1987-08-05,28.0723,26.6052,21.5444,26.2489,29.2126
1987-08-06,28.1238,26.6014,21.5827,26.1812,29.1582
1987-08-07,28.0944,26.6169,21.6264,26.0921,29.1258
1987-08-08,27.9313,26.6045,21.6426,25.9839,29.0576
1987-08-09,27.7427,26.5805,21.7687,25.897,28.9675
1987-08-10,27.6838,26.5869,21.8301,25.8656,28.8827
1987-08-11,27.6726,26.5883,21.7391,25.8451,28.916
1987-08-12,27.8123,26.5891,21.7128,25.9131,28.9852
1987-08-13,27.953,26.6018,21.6191,26.0434,28.951
1987-08-14,28.0291,26.6043,21.5784,26.0427,28.9677
1987-08-15,27.9966,26.5982,21.5619,26.0559,29.0093
1987-08-16,28.055,26.5806,21.7185,26.0835,29.0516
1987-08-17,28.1366,26.5753,21.7574,26.0815,29.0777
1987-08-18,28.1329,26.5663,21.8634,26.0752,29.0515
1987-08-19,28.1542,26.584,21.8821,26.1297,28.9681
1987-08-20,28.1852,26.6026,21.9016,26.1848,28.9449
1987-08-21,28.1251,26.6059,21.8405,26.2173,28.9606
1987-08-22,28.0963,26.6074,21.7513,26.2145,28.9586
1987-08-23,28.1106,26.5856,21.6253,26.2734,28.8542
1987-08-24,28.2045,26.6054,21.451,26.3669,28.858
1987-08-25,28.2587,26.5962,21.365,26.3952,28.8539
1987-08-26,28.2199,26.598,21.2838,26.3725,28.8924
1987-08-27,28.1066,26.6061,21.2384,26.2611,28.9563
1987-08-28,28.0296,26.6265,21.1345,26.1921,28.9912
1987-08-29,27.991,26.6553,21.0165,26.1355,28.9787
1987-08-30,28.0986,26.6847,20.9024,26.1704,28.9963
1987-08-31,28.1914,26.6921,20.8862,26.2069,28.947
1987-09-01,28.2438,26.6818,20.9388,26.1442,28.8811
1987-09-02,28.2237,26.678,20.9443,26.1481,28.8853
1987-09-03,28.1184,26.6575,21.0143,26.1913,28.8884
1987-09-04,27.9286,26.633,21.0095,26.1702,28.7657
1987-09-05,27.8239,26.623,20.9967,26.1838,28.7397
1987-09-06,27.8735,26.6291,21.1712,26.1421,28.7799
1987-09-07,27.8645,26.6334,21.1523,26.0986,28.6541
1987-09-08,27.8965,26.6357,21.3149,26.1257,28.5867
1987-09-09,28.0053,26.6274,21.4461,26.1436,28.7237
1987-09-10,28.0587,26.6328,21.4512,26.1518,28.7725
1987-09-11,28.0028,26.6332,21.382,26.2072,28.8548
1987-09-12,27.9508,26.6534,21.3171,26.2364,28.9367
1987-09-13,27.9797,26.6713,21.267,26.2674,29.0817
1987-09-14,28.0323,26.6706,21.1844,26.2744,29.1593
1987-09-15,28.1561,26.6595,21.1125,26.3012,29.1493
1987-09-16,28.2802,26.6886,21.0808,26.3573,29.2465
1987-09-17,28.3481,26.7328,21.0346,26.3512,29.3208
1987-09-18,28.3049,26.7633,21.1199,26.3126,29.3027
1987-09-19,28.1618,26.7877,21.1149,26.2335,29.2831
1987-09-20,28.0163,26.8128,21.1226,26.1595,29.2722
1987-09-21,28.031,26.8329,21.2498,26.2957,29.2293
1987-09-22,28.0245,26.8508,21.4152,26.3902,29.2192
1987-09-23,27.9749,26.8392,21.4831,26.4121,29.1257
1987-09-24,27.9985,26.8395,21.5533,26.4678,29.0342
1987-09-25,28.0759,26.8778,21.8812,26.5575,29.1035
1987-09-26,28.0723,26.8954,21.8658,26.5575,29.1437
1987-09-27,27.9836,26.8952,21.7061,26.5066,29.1575
1987-09-28,27.8913,26.8911,21.6465,26.4286,29.061
1987-09-29,27.8475,26.876,21.6932,26.2297,29.0174
1987-09-30,27.9145,26.893,21.7511,26.1429,29.065
1987-10-01,27.891,26.9234,21.7828,26.0931,29.0385
1987-10-02,27.7929,26.926,21.9697,26.1211,28.9021
1987-10-03,27.7167,26.9063,22.0154,26.0961,28.8279
1987-10-04,27.7226,26.9065,22.0301,26.1163,28.933
1987-10-05,27.7935,26.9285,21.8507,26.2626,29.04
1987-10-06,27.8967,26.9461,21.9208,26.3617,29.0815
1987-10-07,27.9273,26.9428,22.0152,26.373,29.1756
1987-10-08,27.9148,26.9404,22.2777,26.2444,29.2464
1987-10-09,27.9001,26.9458,22.3571,26.2224,29.2352
1987-10-10,27.7767,26.9297,22.371,26.1511,29.1915
1987-10-11,27.6548,26.9114,22.4169,26.0774,29.1422
1987-10-12,27.6189,26.9171,22.473,26.0237,29.1477
1987-10-13,27.6333,26.9285,22.403,25.9895,29.2435
1987-10-14,27.7045,26.9531,22.3294,25.9431,29.3669
1987-10-15,27.7757,26.9779,22.1641,25.9707,29.3782
1987-10-16,27.8526,26.9853,22.1533,25.9488,29.4584
1987-10-17,27.8973,26.9977,22.1362,25.9025,29.4856
1987-10-18,27.853,26.9967,22.1223,25.8148,29.4556
1987-10-19,27.7233,26.9908,22.1147,25.7087,29.3147
1987-10-20,27.5632,26.9929,22.1542,25.6081,29.2862
1987-10-21,27.3979,27.0024,22.1925,25.442,29.2624
1987-10-22,27.4102,27.0295,22.2606,25.3557,29.4097
1987-10-23,27.4246,27.0542,22.201,25.303,29.5508
1987-10-24,27.3859,27.0684,22.1532,25.2486,29.6958
1987-10-25,27.517,27.0819,22.1734,25.4149,29.6515
1987-10-26,27.7108,27.0967,22.1789,25.5706,29.7531
1987-10-27,27.664,27.1023,22.2493,25.5399,29.666
1987-10-28,27.5977,27.0882,22.1919,25.5449,29.5703
1987-10-29,27.5921,27.0639,22.3919,25.5394,29.5257
1987-10-30,27.582,27.0622,22.5295,25.5319,29.548
1987-10-31,27.4909,27.0875,22.6891,25.5144,29.5777
1987-11-01,27.3858,27.1026,22.6465,25.4723,29.6514
1987-11-02,27.3827,27.1047,22.6324,25.4698,29.5781
1987-11-03,27.3434,27.1105,22.6176,25.4906,29.4724
1987-11-04,27.4106,27.1339,22.5966,25.5559,29.5453
1987-11-05,27.5601,27.1318,22.4847,25.5736,29.6029
1987-11-06,27.6112,27.1358,22.4856,25.5714,29.4648
1987-11-07,27.551,27.1319,22.211,25.5952,29.3779
1987-11-08,27.454,27.1437,22.1521,25.6045,29.28
1987-11-09,27.3515,27.1437,22.1789,25.5648,29.179
1987-11-10,27.422,27.142,22.1703,25.5387,29.2326
1987-11-11,27.4973,27.1434,22.1059,25.5789,29.2807
1987-11-12,27.5696,27.175,22.2312,25.7011,29.1948
1987-11-13,27.579,27.2049,22.3034,25.7646,29.1112
1987-11-14,27.625,27.2341,22.378,25.8444,29.1119
1987-11-15,27.5078,27.2482,22.4563,25.8592,29.0667
1987-11-16,27.4929,27.2402,22.5273,25.8709,29.0026
1987-11-17,27.5589,27.2708,22.5218,25.9312,28.9266
1987-11-18,27.6704,27.2796,22.5547,25.9425,29.0059
1987-11-19,27.674,27.276,22.6302,25.9443,29.0737
1987-11-20,27.7217,27.2954,22.8097,26.0552,29.0808
1987-11-21,27.7377,27.3201,23.0439,26.042,29.1566
1987-11-22,27.7692,27.3297,22.9642,25.9748,29.2678
1987-11-23,27.7625,27.3155,22.8031,25.9375,29.2889
1987-11-24,27.7664,27.3187,22.6513,25.9523,29.2859
1987-11-25,27.8113,27.3306,22.7037,26.0624,29.3854
1987-11-26,27.8357,27.327,22.818,26.0848,29.4529
1987-11-27,27.87,27.3207,22.8779,26.0906,29.4876
1987-11-28,27.8421,27.2872,22.9131,26.0743,29.5247
1987-11-29,27.8487,27.2833,22.8919,26.1048,29.5428
1987-11-30,27.989,27.2862,22.8266,26.1819,29.5299
1987-12-01,27.9016,27.2762,22.7657,26.1531,29.3933
1987-12-02,27.7867,27.2789,23.0054,26.1094,29.3109
1987-12-03,27.6898,27.2681,23.1684,26.1533,29.3626
1987-12-04,27.5909,27.2504,23.2512,26.1962,29.3478
1987-12-05,27.4412,27.235,23.1296,26.1625,29.1913
1987-12-06,27.3521,27.2232,23.069,26.0333,29.1071
1987-12-07,27.4342,27.2255,23.0662,25.9884,29.2837
1987-12-08,27.4218,27.1995,23.1825,25.9738,29.3802
1987-12-09,27.3277,27.1894,23.2061,25.9867,29.3646
1987-12-10,27.2091,27.1498,23.1944,25.9673,29.3409
1987-12-11,27.3784,27.1184,23.0695,26.0374,29.3752
1987-12-12,27.5387,27.1089,23.0707,26.1534,29.2775
1987-12-13,27.5457,27.1428,23.0953,26.2254,29.1249
1987-12-14,27.474,27.15,23.2238,26.1874,28.9643
1987-12-15,27.4063,27.1443,23.2754,26.0726,28.9244
1987-12-16,27.3037,27.1267,23.3341,26.0043,28.9093
1987-12-17,27.2004,27.1246,23.2506,26.0062,28.8135
1987-12-18,27.1607,27.1025,23.0469,26.0522,28.695
1987-12-19,27.077,27.0734,23.0288,26.037,28.5708
1987-12-20,27.0616,27.0809,23.3403,26.0627,28.6356
1987-12-21,27.1693,27.0912,23.5414,26.124,28.651
1987-12-22,27.1688,27.0798,23.5284,26.085,28.5738
1987-12-23,27.2335,27.0761,23.5409,26.1206,28.6792
1987-12-24,27.2365,27.0849,23.5823,26.1695,28.7173
1987-12-25,27.3284,27.1016,23.5237,26.1547,28.7541
1987-12-26,27.3664,27.101,23.4931,26.117,28.8279
1987-12-27,27.3378,27.0868,23.5029,26.0528,28.8474
1987-12-28,27.328,27.1026,23.5028,26.0418,28.8635
1987-12-29,27.2557,27.1044,23.6072,26.0259,28.833
1987-12-30,27.2768,27.0952,23.6047,26.0629,28.8094
1987-12-31,27.3122,27.1047,23.5425,26.0935,28.8159
1988-01-01,27.2658,27.1138,23.5564,26.0709,28.8016
1988-01-02,27.1964,27.1285,23.7622,26.0676,28.7618
1988-01-03,27.364,27.1658,23.8787,26.1523,28.7778
1988-01-04,27.4123,27.1754,23.8387,26.1442,28.8117
1988-01-05,27.3994,27.195,23.7775,26.1431,28.8606
1988-01-06,27.4106,27.2261,24.049,26.164,28.9429
1988-01-07,27.4091,27.2558,24.0353,26.1504,29.0731
1988-01-08,27.5188,27.2629,23.8805,26.238,29.0648
1988-01-09,27.5405,27.2471,23.8479,26.2229,28.9853
1988-01-10,27.476,27.2331,23.9222,26.0688,28.9308
1988-01-11,27.3179,27.2013,23.987,25.9436,28.8046
1988-01-12,27.2339,27.1775,23.979,25.8889,28.7997
1988-01-13,27.0231,27.1753,23.9008,25.8421,28.7037
1988-01-14,26.8663,27.1801,24.0414,25.8403,28.6669
1988-01-15,26.9514,27.2213,24.33,26.0036,28.8641
1988-01-16,27.088,27.2469,24.595,26.1486,28.9632
1988-01-17,27.2219,27.245,24.7039,26.2397,29.006
1988-01-18,27.3597,27.2734,24.6762,26.3534,28.9359
1988-01-19,27.3581,27.2808,24.638,26.3863,28.8563
1988-01-20,27.2958,27.2726,24.6882,26.4228,28.8142
1988-01-21,27.2483,27.2368,24.6386,26.3836,28.7358
1988-01-22,27.2338,27.2104,24.5447,26.3276,28.6694
1988-01-23,27.2971,27.1953,24.4399,26.328,28.663
1988-01-24,27.2654,27.1693,24.5728,26.2413,28.5393
1988-01-25,27.2142,27.1774,24.6106,26.0841,28.5381
1988-01-26,27.1468,27.1705,24.5845,25.9664,28.5386
1988-01-27,27.0323,27.1616,24.5744,25.9251,28.4995
1988-01-28,26.9306,27.1748,24.7332,25.9212,28.4811
1988-01-29,26.8512,27.1901,24.8279,25.9099,28.505
1988-01-30,26.8346,27.2104,24.9773,25.9234,28.5314
1988-01-31,26.7332,27.2049,25.0306,25.905,28.4239
1988-02-01,26.748,27.2029,25.0233,25.9405,28.3963
1988-02-02,26.8476,27.2124,25.2003,25.9477,28.4545
1988-02-03,26.9603,27.227,25.3373,25.923,28.5558
1988-02-04,26.9934,27.2539,25.5768,25.9496,28.572
1988-02-05,26.9588,27.2742,25.6826,25.909,28.5268
1988-02-06,26.8085,27.2817,25.5554,25.8271,28.5784
1988-02-07,26.7903,27.2856,25.5292,25.8419,28.6256
1988-02-08,26.9428,27.3093,25.5082,25.9318,28.8038
1988-02-09,27.064,27.3456,25.592,26.1027,28.812
1988-02-10,27.0441,27.3762,25.7286,26.2,28.7784
1988-02-11,27.0509,27.4065,25.857,26.3002,28.6549
1988-02-12,27.0709,27.4224,25.9206,26.374,28.4836
1988-02-13,27.0692,27.4468,26.0112,26.3156,28.4058
1988-02-14,27.0365,27.4787,26.134,26.2779,28.4064
1988-02-15,26.9583,27.4891,26.0314,26.2709,28.3351
1988-02-16,26.9345,27.4733,25.9013,26.2263,28.3618
1988-02-17,26.9394,27.4578,25.8571,26.1968,28.3975
1988-02-18,26.8691,27.4315,25.7624,26.1548,28.3581
1988-02-19,26.7433,27.4107,25.6524,26.1558,28.2429
1988-02-20,26.6283,27.39,25.531,26.2507,28.1206
1988-02-21,26.6473,27.3813,25.4635,26.3033,28.078
1988-02-22,26.6603,27.395,25.4064,26.4221,28.0046
1988-02-23,26.7653,27.4235,25.4187,26.4963,28.0435
1988-02-24,26.8127,27.4492,25.534,26.5818,28.0583
1988-02-25,26.9313,27.4688,25.53,26.6351,28.2277
1988-02-26,27.0988,27.4746,25.7005,26.7552,28.422
1988-02-27,27.0843,27.481,25.674,26.7836,28.5148
1988-02-28,27.1002,27.4814,25.7166,26.845,28.5661
1988-02-29,27.1098,27.4951,25.8045,26.8977,28.4793
1988-03-01,27.101,27.4934,25.6674,26.945,28.3761
1988-03-02,27.0354,27.5102,25.6872,26.9529,28.2377
1988-03-03,27.1576,27.5459,25.8416,27.1081,28.2301
1988-03-04,27.2581,27.5546,25.7649,27.1533,28.1951
1988-03-05,27.2837,27.5804,25.7253,27.2079,28.1381
1988-03-06,27.3914,27.6187,25.9727,27.3959,28.2192
1988-03-07,27.4687,27.6666,26.0204,27.5315,28.1881
1988-03-08,27.4672,27.7019,26.0852,27.5318,28.0734
1988-03-09,27.5052,27.7123,26.1368,27.5324,28.0294
1988-03-10,27.5328,27.7137,25.8074,27.5007,27.9613
1988-03-11,27.5509,27.7082,25.4087,27.534,27.9714
1988-03-12,27.5444,27.7098,25.441,27.5252,28.0464
1988-03-13,27.5492,27.7368,25.5221,27.5089,28.1453
1988-03-14,27.5227,27.7791,25.8698,27.4236,28.1889
1988-03-15,27.4316,27.7805,25.9531,27.2888,28.1319
1988-03-16,27.3442,27.769,25.909,27.1981,28.1315
1988-03-17,27.3394,27.7398,26.0797,27.0733,28.2747
1988-03-18,27.3658,27.6894,26.0901,26.959,28.2954
1988-03-19,27.3854,27.6577,25.9296,26.9213,28.2452
1988-03-20,27.3249,27.646,25.6713,26.8704,28.1925
1988-03-21,27.1918,27.6455,25.7064,26.7991,28.0647
1988-03-22,27.0812,27.6453,25.7481,26.6751,28.0751
1988-03-23,27.0119,27.6821,25.7188,26.5559,28.1207
1988-03-24,26.9885,27.7012,25.5282,26.4742,28.1178
1988-03-25,27.0099,27.7,25.4169,26.4774,28.1624
1988-03-26,26.9958,27.6839,25.3191,26.44,28.1335
1988-03-27,26.9842,27.6953,25.2063,26.446,28.138
1988-03-28,26.9763,27.7029,25.1992,26.4267,28.1384
1988-03-29,26.9658,27.6828,25.2012,26.4244,28.1348
1988-03-30,27.0419,27.6623,25.2041,26.4687,28.1819
1988-03-31,27.2369,27.6496,25.1834,26.5978,28.2527
1988-04-01,27.3723,27.672,25.179,26.7783,28.2241
1988-04-02,27.3566,27.7193,25.1905,26.9545,28.1226
1988-04-03,27.4295,27.7696,25.0864,27.0926,28.1971
1988-04-04,27.4302,27.7852,25.0854,27.1573,28.1498
1988-04-05,27.3835,27.7818,25.1008,27.1597,28.0861
1988-04-06,27.4705,27.7839,25.1523,27.2576,28.0815
1988-04-07,27.5536,27.8163,25.0819,27.2289,28.0614
1988-04-08,27.5668,27.8233,25.0525,27.2735,27.9759
1988-04-09,27.6184,27.8044,24.9001,27.2486,27.8965
1988-04-10,27.5861,27.8046,24.8118,27.156,27.8218
1988-04-11,27.4703,27.784,24.7983,27.0472,27.6717
1988-04-12,27.4911,27.782,24.7914,27.1016,27.6621
1988-04-13,27.4047,27.7955,24.9185,26.9739,27.8202
1988-04-14,27.3078,27.7948,25.056,26.8351,27.8456
1988-04-15,27.2119,27.7809,25.1227,26.8119,27.763
1988-04-16,27.2822,27.7971,25.0594,26.8228,27.7636
1988-04-17,27.2458,27.7966,24.7362,26.831,27.6254
1988-04-18,27.2103,27.8054,24.5175,26.8416,27.5979
1988-04-19,27.1899,27.8281,24.4203,26.7571,27.663
1988-04-20,27.1348,27.8424,24.4027,26.6259,27.7391
1988-04-21,27.035,27.8272,24.3033,26.4355,27.7468
1988-04-22,26.9759,27.8123,24.2064,26.3138,27.7314
1988-04-23,26.8717,27.798,24.0208,26.1865,27.7445
1988-04-24,26.8928,27.7716,23.8664,26.1813,27.7851
1988-04-25,26.9679,27.7635,23.8047,26.171,27.9348
1988-04-26,26.9924,27.7725,23.8199,26.0843,28.0395
1988-04-27,26.9488,27.7647,23.8505,25.9204,28.1515
1988-04-28,26.8576,27.7492,23.7391,25.7665,28.217
1988-04-29,26.7519,27.7488,23.6635,25.7361,28.1244
1988-04-30,26.7031,27.7314,23.7271,25.7994,27.9891
1988-05-01,26.6127,27.6674,23.6066,25.7967,27.9129
1988-05-02,26.5231,27.6163,23.4367,25.7333,27.8574
1988-05-03,26.4935,27.5957,23.3756,25.732,27.7907
1988-05-04,26.4618,27.5844,23.6159,25.726,27.726
1988-05-05,26.3532,27.5634,23.7931,25.6568,27.7836
1988-05-06,26.2616,27.5472,23.8872,25.5722,27.9413
1988-05-07,26.325,27.5484,23.9963,25.4847,28.0887
1988-05-08,26.4258,27.5645,24.0297,25.5603,28.165
1988-05-09,26.6191,27.6037,24.0826,25.6719,28.3368
1988-05-10,26.8442,27.6386,24.0796,25.7517,28.5057
1988-05-11,26.9147,27.6623,23.9278,25.8272,28.4727
1988-05-12,26.9254,27.6701,23.7545,25.901,28.3815
1988-05-13,26.8223,27.6572,23.7606,25.9334,28.1707
1988-05-14,26.7082,27.6529,23.7452,25.8216,28.1552
1988-05-15,26.6855,27.6398,23.708,25.7592,28.2017
1988-05-16,26.6354,27.6132,23.5912,25.672,28.1829
1988-05-17,26.5334,27.5835,23.5627,25.5288,28.1169
1988-05-18,26.436,27.5666,23.5012,25.3508,28.038
1988-05-19,26.3742,27.5335,23.4475,25.2166,27.9384
1988-05-20,26.327,27.5102,23.4671,25.172,27.873
1988-05-21,26.2882,27.4871,23.3915,25.0787,27.9444
1988-05-22,26.3254,27.4616,23.2626,24.949,28.0988
1988-05-23,26.2724,27.427,23.0118,24.7993,28.1327
1988-05-24,26.2058,27.3828,22.8571,24.7136,27.9933
1988-05-25,26.2178,27.3789,22.9096,24.6977,27.999
1988-05-26,26.2218,27.3564,22.8384,24.6403,28.075
1988-05-27,26.2343,27.3252,22.7809,24.6385,28.1026
1988-05-28,26.2628,27.3169,22.7395,24.7318,28.1376
1988-05-29,26.2834,27.3059,22.7385,24.7396,28.1409
1988-05-30,26.287,27.2853,22.661,24.7442,28.156
1988-05-31,26.2042,27.2435,22.6019,24.6644,28.1768
1988-06-01,26.1663,27.204,22.5708,24.6083,28.1288
1988-06-02,26.0966,27.1897,22.4489,24.5709,28.0045
1988-06-03,25.9944,27.1636,22.4444,24.5222,27.9079
1988-06-04,25.919,27.1633,22.3753,24.4103,27.9045
1988-06-05,25.8947,27.1281,22.3057,24.2686,27.943
1988-06-06,25.9712,27.0979,22.3934,24.2426,28.0017
1988-06-07,26.0444,27.0773,22.3371,24.332,27.9546
1988-06-08,26.1111,27.0708,22.1792,24.4452,27.8624
1988-06-09,26.173,27.0862,21.989,24.5963,27.9318
1988-06-10,26.206,27.1225,21.8448,24.7423,27.9276
1988-06-11,26.2458,27.1316,21.9372,24.8217,27.846
1988-06-12,26.3612,27.1343,22.0229,24.8863,27.9348
1988-06-13,26.3151,27.1196,21.9771,24.8047,27.9874
1988-06-14,26.2197,27.0774,21.8814,24.6984,27.9062
1988-06-15,26.0738,27.0294,21.7301,24.5344,27.8576
1988-06-16,25.9766,26.9715,21.53,24.3941,27.8034
1988-06-17,25.9185,26.9073,21.3286,24.2989,27.7546
1988-06-18,25.8656,26.8608,21.1263,24.2032,27.6519
1988-06-19,25.7815,26.8289,21.0421,24.0922,27.6223
1988-06-20,25.7449,26.8292,21.0102,24.0262,27.7502
1988-06-21,25.7984,26.8366,20.9849,23.9743,27.8856
1988-06-22,25.8283,26.8619,20.951,23.96,27.945
1988-06-23,25.8063,26.8427,20.922,23.9134,27.9564
1988-06-24,25.7388,26.8174,20.89,23.8942,27.8881
1988-06-25,25.5872,26.782,20.8926,23.7908,27.8626
1988-06-26,25.5373,26.7617,20.9027,23.7595,27.8436
1988-06-27,25.4894,26.7576,20.8193,23.7691,27.7762
1988-06-28,25.561,26.7512,20.6691,23.8093,27.7344
1988-06-29,25.6465,26.7313,20.6151,23.8732,27.7778
1988-06-30,25.6584,26.681,20.6172,23.8854,27.7481
1988-07-01,25.6927,26.638,20.6193,23.9233,27.7706
1988-07-02,25.7499,26.6353,20.7187,23.921,27.8862
1988-07-03,25.7751,26.6344,20.6988,23.9157,27.8677
1988-07-04,25.7387,26.6154,20.6334,23.8618,27.7742
