source,model,model_type,init_date,target_month,lead_months,nino34_anom,tropical_mean_anom,roni_anom,member_id,temporal_resolution,anomaly_base_period
C3S,ECMWF,dynamical,2026-05-01,2026-05,0,1.1293,0.5193,0.6101,ens_000,monthly,1993-2016
C3S,ECMWF,dynamical,2026-05-01,2026-06,1,1.6646,0.6164,1.0482,ens_000,monthly,1993-2016
C3S,ECMWF,dynamical,2026-05-01,2026-07,2,2.1943,0.7005,1.4938,ens_000,monthly,1993-2016
C3S,ECMWF,dynamical,2026-05-01,2026-08,3,2.7071,0.818,1.8892,ens_000,monthly,1993-2016
C3S,ECMWF,dynamical,2026-05-01,2026-09,4,2.9557,0.9086,2.0471,ens_000,monthly,1993-2016
C3S,ECMWF,dynamical,2026-05-01,2026-10,5,3.0738,0.9384,2.1353,ens_000,monthly,1993-2016
C3S,ECMWF,dynamical,2026-05-01,2026-05,0,1.1076,0.4941,0.6135,ens_001,monthly,1993-2016
C3S,ECMWF,dynamical,2026-05-01,2026-06,1,1.3879,0.6279,0.76,ens_001,monthly,1993-2016
C3S,ECMWF,dynamical,2026-05-01,2026-07,2,1.8301,0.7057,1.1244,ens_001,monthly,1993-2016
C3S,ECMWF,dynamical,2026-05-01,2026-08,3,2.3232,0.7293,1.5939,ens_001,monthly,1993-2016
C3S,ECMWF,dynamical,2026-05-01,2026-09,4,2.6001,0.9071,1.693,ens_001,monthly,1993-2016
C3S,ECMWF,dynamical,2026-05-01,2026-10,5,2.8557,0.9891,1.8666,ens_001,monthly,1993-2016
C3S,ECMWF,dynamical,2026-05-01,2026-05,0,0.949,0.5521,0.3969,ens_002,monthly,1993-2016
C3S,ECMWF,dynamical,2026-05-01,2026-06,1,1.4809,0.6518,0.8291,ens_002,monthly,1993-2016
C3S,ECMWF,dynamical,2026-05-01,2026-07,2,1.8291,0.6973,1.1319,ens_002,monthly,1993-2016
C3S,ECMWF,dynamical,2026-05-01,2026-08,3,2.3681,0.765,1.603,ens_002,monthly,1993-2016
C3S,ECMWF,dynamical,2026-05-01,2026-09,4,2.7548,0.8624,1.8924,ens_002,monthly,1993-2016
