source,model,model_type,init_date,target_month,lead_months,nino34_anom,tropical_mean_anom,roni_anom,member_id,temporal_resolution,anomaly_base_period
C3S,ECMWF,dynamical,2026-07-01,2026-07,0,2.3085,0.7629,1.5456,ens_000,monthly,1993-2016
C3S,ECMWF,dynamical,2026-07-01,2026-08,1,2.9816,0.8544,2.1273,ens_000,monthly,1993-2016
C3S,ECMWF,dynamical,2026-07-01,2026-09,2,3.4313,0.9178,2.5135,ens_000,monthly,1993-2016
C3S,ECMWF,dynamical,2026-07-01,2026-10,3,3.5201,1.0084,2.5117,ens_000,monthly,1993-2016
C3S,ECMWF,dynamical,2026-07-01,2026-11,4,3.8901,1.0577,2.8324,ens_000,monthly,1993-2016
C3S,ECMWF,dynamical,2026-07-01,2026-12,5,3.8779,1.1146,2.7633,ens_000,monthly,1993-2016
C3S,ECMWF,dynamical,2026-07-01,2026-07,0,2.1981,0.7084,1.4897,ens_001,monthly,1993-2016
C3S,ECMWF,dynamical,2026-07-01,2026-08,1,2.8108,0.7671,2.0437,ens_001,monthly,1993-2016
C3S,ECMWF,dynamical,2026-07-01,2026-09,2,3.2011,0.8777,2.3234,ens_001,monthly,1993-2016
C3S,ECMWF,dynamical,2026-07-01,2026-10,3,3.3802,0.9164,2.4637,ens_001,monthly,1993-2016
C3S,ECMWF,dynamical,2026-07-01,2026-11,4,3.346,0.9489,2.3971,ens_001,monthly,1993-2016
C3S,ECMWF,dynamical,2026-07-01,2026-12,5,3.5774,0.9802,2.5972,ens_001,monthly,1993-2016
C3S,ECMWF,dynamical,2026-07-01,2026-07,0,2.4333,0.7777,1.6555,ens_002,monthly,1993-2016
C3S,ECMWF,dynamical,2026-07-01,2026-08,1,3.0826,0.8712,2.2115,ens_002,monthly,1993-2016
C3S,ECMWF,dynamical,2026-07-01,2026-09,2,3.4046,0.9459,2.4586,ens_002,monthly,1993-2016
C3S,ECMWF,dynamical,2026-07-01,2026-10,3,3.5675,1.0132,2.5543,ens_002,monthly,1993-2016
C3S,ECMWF,dynamical,2026-07-01,2026-11,4,3.6305,1.0838,2.5466,ens_002,monthly,1993-2016
C3S,ECMWF,dynamical,2026-07-01,2026-12,5,3.8776,1.1076,2.77,ens_002,monthly,1993-2016
C3S,ECMWF,dynamical,2026-07-01,2026-07,0,2.2594,0.7014,1.558,ens_003,monthly,1993-2016
C3S,ECMWF,dynamical,2026-07-01,2026-08,1,3.0222,0.7817,2.2405,ens_003,monthly,1993-2016
C3S,ECMWF,dynamical,2026-07-01,2026-09,2,3.6273,0.9799,2.6475,ens_003,monthly,1993-2016
C3S,ECMWF,dynamical,2026-07-01,2026-10,3,3.708,1.1211,2.587,ens_003,monthly,1993-2016
C3S,ECMWF,dynamical,2026-07-01,2026-11,4,3.8697,1.1631,2.7067,ens_003,monthly,1993-2016
C3S,ECMWF,dynamical,2026-07-01,2026-12,5,3.7638,1.1991,2.5646,ens_003,monthly,1993-2016
C3S,ECMWF,dynamical,2026-07-01,2026-07,0,2.2871,0.7391,1.5479,ens_004,monthly,1993-2016
C3S,ECMWF,dynamical,2026-07-01,2026-08,1,2.9071,0.8651,2.042,ens_004,monthly,1993-2016
C3S,ECMWF,dynamical,2026-07-01,2026-09,2,3.4559,1.0159,2.44,ens_004,monthly,1993-2016
C3S,ECMWF,dynamical,2026-07-01,2026-10,3,3.7199,1.1724,2.5476,ens_004,monthly,1993-2016
C3S,ECMWF,dynamical,2026-07-01,2026-11,4,3.7523,1.2524,2.4999,ens_004,monthly,1993-2016
C3S,ECMWF,dynamical,2026-07-01,2026-12,5,4.0505,1.2856,2.7648,ens_004,monthly,1993-2016
C3S,ECMWF,dynamical,2026-07-01,2026-07,0,2.2755,0.7479,1.5276,ens_005,monthly,1993-2016
C3S,ECMWF,dynamical,2026-07-01,2026-08,1,2.9654,0.8278,2.1376,ens_005,monthly,1993-2016
C3S,ECMWF,dynamical,2026-07-01,2026-09,2,3.4623,0.9122,2.5501,ens_005,monthly,1993-2016
C3S,ECMWF,dynamical,2026-07-01,2026-10,3,3.5795,1.0476,2.5319,ens_005,monthly,1993-2016
C3S,ECMWF,dynamical,2026-07-01,2026-11,4,3.7048,1.1369,2.5679,ens_005,monthly,1993-2016
C3S,ECMWF,dynamical,2026-07-01,2026-12,5,3.6872,1.1941,2.493,ens_005,monthly,1993-2016
C3S,ECMWF,dynamical,2026-07-01,2026-07,0,2.2836,0.7033,1.5802,ens_006,monthly,1993-2016
C3S,ECMWF,dynamical,2026-07-01,2026-08,1,3.0705,0.7944,2.2761,ens_006,monthly,1993-2016
C3S,ECMWF,dynamical,2026-07-01,2026-09,2,3.5424,0.8779,2.6645,ens_006,monthly,1993-2016
C3S,ECMWF,dynamical,2026-07-01,2026-10,3,3.9386,1.059,2.8796,ens_006,monthly,1993-2016
C3S,ECMWF,dynamical,2026-07-01,2026-11,4,3.9742,1.1835,2.7907,ens_006,monthly,1993-2016
C3S,ECMWF,dynamical,2026-07-01,2026-12,5,4.1899,1.3348,2.8551,ens_006,monthly,1993-2016
C3S,ECMWF,dynamical,2026-07-01,2026-07,0,2.3148,0.7627,1.5522,ens_007,monthly,1993-2016
C3S,ECMWF,dynamical,2026-07-01,2026-08,1,3.0586,0.9027,2.1558,ens_007,monthly,1993-2016
C3S,ECMWF,dynamical,2026-07-01,2026-09,2,3.497,0.9983,2.4987,ens_007,monthly,1993-2016
C3S,ECMWF,dynamical,2026-07-01,2026-10,3,3.6555,1.037,2.6185,ens_007,monthly,1993-2016
C3S,ECMWF,dynamical,2026-07-01,2026-11,4,4.0017,1.1177,2.884,ens_007,monthly,1993-2016
C3S,ECMWF,dynamical,2026-07-01,2026-12,5,4.0294,1.1795,2.8498,ens_007,monthly,1993-2016
C3S,ECMWF,dynamical,2026-07-01,2026-07,0,2.2803,0.7258,1.5545,ens_008,monthly,1993-2016
C3S,ECMWF,dynamical,2026-07-01,2026-08,1,3.0942,0.8875,2.2067,ens_008,monthly,1993-2016
C3S,ECMWF,dynamical,2026-07-01,2026-09,2,3.4966,1.0281,2.4685,ens_008,monthly,1993-2016
C3S,ECMWF,dynamical,2026-07-01,2026-10,3,3.9067,1.2012,2.7056,ens_008,monthly,1993-2016
C3S,ECMWF,dynamical,2026-07-01,2026-11,4,4.0781,1.3443,2.7338,ens_008,monthly,1993-2016
C3S,ECMWF,dynamical,2026-07-01,2026-12,5,4.0282,1.4354,2.5928,ens_008,monthly,1993-2016
C3S,ECMWF,dynamical,2026-07-01,2026-07,0,2.2395,0.7268,1.5127,ens_009,monthly,1993-2016
C3S,ECMWF,dynamical,2026-07-01,2026-08,1,3.0692,0.8222,2.247,ens_009,monthly,1993-2016
C3S,ECMWF,dynamical,2026-07-01,2026-09,2,3.3577,0.9123,2.4454,ens_009,monthly,1993-2016
C3S,ECMWF,dynamical,2026-07-01,2026-10,3,3.3857,1.0389,2.3468,ens_009,monthly,1993-2016
C3S,ECMWF,dynamical,2026-07-01,2026-11,4,3.5987,1.1327,2.466,ens_009,monthly,1993-2016
C3S,ECMWF,dynamical,2026-07-01,2026-12,5,3.5646,1.1245,2.4401,ens_009,monthly,1993-2016
C3S,ECMWF,dynamical,2026-07-01,2026-07,0,2.387,0.7719,1.6151,ens_010,monthly,1993-2016
C3S,ECMWF,dynamical,2026-07-01,2026-08,1,3.1076,0.8442,2.2633,ens_010,monthly,1993-2016
C3S,ECMWF,dynamical,2026-07-01,2026-09,2,3.7407,1.0022,2.7385,ens_010,monthly,1993-2016
C3S,ECMWF,dynamical,2026-07-01,2026-10,3,3.8861,1.0788,2.8074,ens_010,monthly,1993-2016
C3S,ECMWF,dynamical,2026-07-01,2026-11,4,4.1003,1.1561,2.9442,ens_010,monthly,1993-2016
C3S,ECMWF,dynamical,2026-07-01,2026-12,5,4.3098,1.209,3.1008,ens_010,monthly,1993-2016
C3S,ECMWF,dynamical,2026-07-01,2026-07,0,2.2717,0.7402,1.5314,ens_011,monthly,1993-2016
C3S,ECMWF,dynamical,2026-07-01,2026-08,1,3.0642,0.8387,2.2255,ens_011,monthly,1993-2016
