source,model,model_type,init_date,target_month,lead_months,nino34_anom,tropical_mean_anom,roni_anom,member_id,temporal_resolution,anomaly_base_period
C3S,ECMWF,dynamical,2026-09-01,2026-09,0,3.2711,0.9643,2.3068,ens_000,monthly,1993-2016
C3S,ECMWF,dynamical,2026-09-01,2026-10,1,3.8611,1.1147,2.7465,ens_000,monthly,1993-2016
C3S,ECMWF,dynamical,2026-09-01,2026-11,2,4.185,1.2168,2.9682,ens_000,monthly,1993-2016
C3S,ECMWF,dynamical,2026-09-01,2026-12,3,4.2943,1.27,3.0244,ens_000,monthly,1993-2016
C3S,ECMWF,dynamical,2026-09-01,2027-01,4,4.1273,1.3788,2.7485,ens_000,monthly,1993-2016
C3S,ECMWF,dynamical,2026-09-01,2027-02,5,3.794,1.4384,2.3556,ens_000,monthly,1993-2016
C3S,ECMWF,dynamical,2026-09-01,2026-09,0,3.3582,0.9658,2.3924,ens_001,monthly,1993-2016
C3S,ECMWF,dynamical,2026-09-01,2026-10,1,3.956,1.1838,2.7722,ens_001,monthly,1993-2016
C3S,ECMWF,dynamical,2026-09-01,2026-11,2,3.9646,1.2217,2.7429,ens_001,monthly,1993-2016
C3S,ECMWF,dynamical,2026-09-01,2026-12,3,4.0806,1.2728,2.8077,ens_001,monthly,1993-2016
C3S,ECMWF,dynamical,2026-09-01,2027-01,4,4.1273,1.4224,2.7049,ens_001,monthly,1993-2016
C3S,ECMWF,dynamical,2026-09-01,2027-02,5,3.9171,1.4214,2.4957,ens_001,monthly,1993-2016
C3S,ECMWF,dynamical,2026-09-01,2026-09,0,3.138,0.9228,2.2152,ens_002,monthly,1993-2016
C3S,ECMWF,dynamical,2026-09-01,2026-10,1,3.5714,1.0786,2.4929,ens_002,monthly,1993-2016
C3S,ECMWF,dynamical,2026-09-01,2026-11,2,4.0001,1.1861,2.814,ens_002,monthly,1993-2016
C3S,ECMWF,dynamical,2026-09-01,2026-12,3,4.028,1.2686,2.7594,ens_002,monthly,1993-2016
C3S,ECMWF,dynamical,2026-09-01,2027-01,4,3.8291,1.3233,2.5058,ens_002,monthly,1993-2016
