source,model,model_type,init_date,target_month,lead_months,nino34_anom,member_id,temporal_resolution,anomaly_base_period
CanSIPS,CanSIPS-CanESM5,dynamical,2026-03-31,2026-04,1,0.0774,ens_001,monthly,1991-2020
CanSIPS,CanSIPS-CanESM5,dynamical,2026-03-31,2026-04,1,0.2536,ens_002,monthly,1991-2020
CanSIPS,CanSIPS-CanESM5,dynamical,2026-03-31,2026-04,1,0.1871,ens_003,monthly,1991-2020
CanSIPS,CanSIPS-CanESM5,dynamical,2026-03-31,2026-04,1,0.2596,ens_004,monthly,1991-2020
CanSIPS,CanSIPS-CanESM5,dynamical,2026-03-31,2026-04,1,0.0895,ens_005,monthly,1991-2020
CanSIPS,CanSIPS-CanESM5,dynamical,2026-03-31,2026-04,1,0.1809,ens_006,monthly,1991-2020
CanSIPS,CanSIPS-CanESM5,dynamical,2026-03-31,2026-04,1,0.0973,ens_007,monthly,1991-2020
CanSIPS,CanSIPS-CanESM5,dynamical,2026-03-31,2026-04,1,0.1207,ens_008,monthly,1991-2020
CanSIPS,CanSIPS-CanESM5,dynamical,2026-03-31,2026-04,1,0.1854,ens_009,monthly,1991-2020
CanSIPS,CanSIPS-CanESM5,dynamical,2026-03-31,2026-04,1,0.1967,ens_010,monthly,1991-2020
CanSIPS,CanSIPS-CanESM5,dynamical,2026-03-31,2026-04,1,0.2177,ens_011,monthly,1991-2020
CanSIPS,CanSIPS-CanESM5,dynamical,2026-03-31,2026-04,1,0.0973,ens_012,monthly,1991-2020
CanSIPS,CanSIPS-CanESM5,dynamical,2026-03-31,2026-04,1,0.0967,ens_013,monthly,1991-2020
CanSIPS,CanSIPS-CanESM5,dynamical,2026-03-31,2026-04,1,0.125,ens_014,monthly,1991-2020
CanSIPS,CanSIPS-CanESM5,dynamical,2026-03-31,2026-04,1,0.0556,ens_015,monthly,1991-2020
CanSIPS,CanSIPS-CanESM5,dynamical,2026-03-31,2026-04,1,0.1183,ens_016,monthly,1991-2020
CanSIPS,CanSIPS-CanESM5,dynamical,2026-03-31,2026-04,1,0.0098,ens_017,monthly,1991-2020
CanSIPS,CanSIPS-CanESM5,dynamical,2026-03-31,2026-04,1,0.068,ens_018,monthly,1991-2020
CanSIPS,CanSIPS-CanESM5,dynamical,2026-03-31,2026-04,1,0.247,ens_019,monthly,1991-2020
CanSIPS,CanSIPS-CanESM5,dynamical,2026-03-31,2026-04,1,0.205,ens_020,monthly,1991-2020
CanSIPS,CanSIPS-GEM-NEMO,dynamical,2026-03-31,2026-04,1,0.8445,ens_021,monthly,1991-2020
CanSIPS,CanSIPS-GEM-NEMO,dynamical,2026-03-31,2026-04,1,0.7534,ens_022,monthly,1991-2020
CanSIPS,CanSIPS-GEM-NEMO,dynamical,2026-03-31,2026-04,1,0.6689,ens_023,monthly,1991-2020
CanSIPS,CanSIPS-GEM-NEMO,dynamical,2026-03-31,2026-04,1,0.709,ens_024,monthly,1991-2020
CanSIPS,CanSIPS-GEM-NEMO,dynamical,2026-03-31,2026-04,1,0.7109,ens_025,monthly,1991-2020
CanSIPS,CanSIPS-GEM-NEMO,dynamical,2026-03-31,2026-04,1,0.8256,ens_026,monthly,1991-2020
CanSIPS,CanSIPS-GEM-NEMO,dynamical,2026-03-31,2026-04,1,0.5557,ens_027,monthly,1991-2020
CanSIPS,CanSIPS-GEM-NEMO,dynamical,2026-03-31,2026-04,1,0.7159,ens_028,monthly,1991-2020
CanSIPS,CanSIPS-GEM-NEMO,dynamical,2026-03-31,2026-04,1,0.6623,ens_029,monthly,1991-2020
CanSIPS,CanSIPS-GEM-NEMO,dynamical,2026-03-31,2026-04,1,0.7627,ens_030,monthly,1991-2020
CanSIPS,CanSIPS-GEM-NEMO,dynamical,2026-03-31,2026-04,1,0.7711,ens_031,monthly,1991-2020
CanSIPS,CanSIPS-GEM-NEMO,dynamical,2026-03-31,2026-04,1,0.6482,ens_032,monthly,1991-2020
CanSIPS,CanSIPS-GEM-NEMO,dynamical,2026-03-31,2026-04,1,0.6124,ens_033,monthly,1991-2020
CanSIPS,CanSIPS-GEM-NEMO,dynamical,2026-03-31,2026-04,1,0.6134,ens_034,monthly,1991-2020
CanSIPS,CanSIPS-GEM-NEMO,dynamical,2026-03-31,2026-04,1,0.8207,ens_035,monthly,1991-2020
CanSIPS,CanSIPS-GEM-NEMO,dynamical,2026-03-31,2026-04,1,0.5981,ens_036,monthly,1991-2020
CanSIPS,CanSIPS-GEM-NEMO,dynamical,2026-03-31,2026-04,1,0.6856,ens_037,monthly,1991-2020
CanSIPS,CanSIPS-GEM-NEMO,dynamical,2026-03-31,2026-04,1,0.6634,ens_038,monthly,1991-2020
CanSIPS,CanSIPS-GEM-NEMO,dynamical,2026-03-31,2026-04,1,0.61,ens_039,monthly,1991-2020
CanSIPS,CanSIPS-GEM-NEMO,dynamical,2026-03-31,2026-04,1,0.6793,ens_040,monthly,1991-2020
CanSIPS,CanSIPS-CanESM5,dynamical,2026-03-31,2026-05,2,0.0854,ens_001,monthly,1991-2020
CanSIPS,CanSIPS-CanESM5,dynamical,2026-03-31,2026-05,2,0.4612,ens_002,monthly,1991-2020
CanSIPS,CanSIPS-CanESM5,dynamical,2026-03-31,2026-05,2,0.3519,ens_003,monthly,1991-2020
CanSIPS,CanSIPS-CanESM5,dynamical,2026-03-31,2026-05,2,0.3501,ens_004,monthly,1991-2020
CanSIPS,CanSIPS-CanESM5,dynamical,2026-03-31,2026-05,2,0.3029,ens_005,monthly,1991-2020
CanSIPS,CanSIPS-CanESM5,dynamical,2026-03-31,2026-05,2,0.4778,ens_006,monthly,1991-2020
CanSIPS,CanSIPS-CanESM5,dynamical,2026-03-31,2026-05,2,0.3,ens_007,monthly,1991-2020
CanSIPS,CanSIPS-CanESM5,dynamical,2026-03-31,2026-05,2,0.4127,ens_008,monthly,1991-2020
CanSIPS,CanSIPS-CanESM5,dynamical,2026-03-31,2026-05,2,0.2376,ens_009,monthly,1991-2020
CanSIPS,CanSIPS-CanESM5,dynamical,2026-03-31,2026-05,2,0.1555,ens_010,monthly,1991-2020
CanSIPS,CanSIPS-CanESM5,dynamical,2026-03-31,2026-05,2,0.5473,ens_011,monthly,1991-2020
CanSIPS,CanSIPS-CanESM5,dynamical,2026-03-31,2026-05,2,0.1518,ens_012,monthly,1991-2020
CanSIPS,CanSIPS-CanESM5,dynamical,2026-03-31,2026-05,2,0.0462,ens_013,monthly,1991-2020
CanSIPS,CanSIPS-CanESM5,dynamical,2026-03-31,2026-05,2,0.2579,ens_014,monthly,1991-2020
CanSIPS,CanSIPS-CanESM5,dynamical,2026-03-31,2026-05,2,0.3349,ens_015,monthly,1991-2020
CanSIPS,CanSIPS-CanESM5,dynamical,2026-03-31,2026-05,2,0.0716,ens_016,monthly,1991-2020
CanSIPS,CanSIPS-CanESM5,dynamical,2026-03-31,2026-05,2,0.0274,ens_017,monthly,1991-2020
CanSIPS,CanSIPS-CanESM5,dynamical,2026-03-31,2026-05,2,0.3436,ens_018,monthly,1991-2020
CanSIPS,CanSIPS-CanESM5,dynamical,2026-03-31,2026-05,2,0.5093,ens_019,monthly,1991-2020
CanSIPS,CanSIPS-CanESM5,dynamical,2026-03-31,2026-05,2,0.0774,ens_020,monthly,1991-2020
CanSIPS,CanSIPS-GEM-NEMO,dynamical,2026-03-31,2026-05,2,1.8599,ens_021,monthly,1991-2020
CanSIPS,CanSIPS-GEM-NEMO,dynamical,2026-03-31,2026-05,2,1.6233,ens_022,monthly,1991-2020
CanSIPS,CanSIPS-GEM-NEMO,dynamical,2026-03-31,2026-05,2,1.4803,ens_023,monthly,1991-2020
CanSIPS,CanSIPS-GEM-NEMO,dynamical,2026-03-31,2026-05,2,1.3782,ens_024,monthly,1991-2020
CanSIPS,CanSIPS-GEM-NEMO,dynamical,2026-03-31,2026-05,2,1.6141,ens_025,monthly,1991-2020
