date,member01,member02,member03,member04,member05,member06,member07,member08,member09,member10,member11,member12,member13,member14,member15,member16,member17,member18,member19,member20,member21,member22,member23,member24,member25,member26,member27,member28,member29,member30,member31,member32,member33,member34,member35,member36,member37,member38,member39,member40,member41,member42,member43,member44,member45,member46,member47,member48,member49,member50,init_date,n_gridpoints
2026-09-04,16.6059,16.5091,16.6002,16.5171,16.497,16.4875,16.5233,16.5691,16.5176,16.5,16.5805,16.5428,16.5536,16.4634,16.6236,16.5063,16.4888,16.5433,16.5468,16.5508,16.5856,16.4877,16.5698,16.4956,16.505,16.479,16.534,16.4908,16.5011,16.4426,16.5915,16.5737,16.539,16.5147,16.4979,16.507,16.5196,16.5147,16.4922,16.5475,16.5679,16.561,16.5188,16.4876,16.558,16.4536,16.5116,16.5241,16.5463,16.5589,2026-09-04,432
2026-09-05,16.5444,16.4728,16.5906,16.4993,16.4751,16.52,16.5043,16.5267,16.5201,16.4965,16.5214,16.5011,16.5292,16.4469,16.5559,16.5072,16.4766,16.5332,16.5495,16.5424,16.5669,16.4652,16.5279,16.4792,16.5032,16.4303,16.5103,16.5226,16.4895,16.4399,16.5249,16.5572,16.5001,16.4819,16.4835,16.4803,16.5383,16.4781,16.5083,16.5141,16.5403,16.5255,16.496,16.4687,16.5598,16.4152,16.4869,16.5191,16.5168,16.4512,2026-09-04,432
2026-09-06,16.4424,16.4284,16.5293,16.4545,16.4152,16.4901,16.3849,16.4805,16.4127,16.4246,16.4922,16.4055,16.4313,16.3786,16.4827,16.4451,16.3703,16.4246,16.4108,16.4139,16.4609,16.3731,16.4615,16.4287,16.4342,16.3949,16.3956,16.4187,16.3451,16.3812,16.4594,16.4988,16.3842,16.4365,16.4103,16.4166,16.439,16.4605,16.3959,16.4816,16.5315,16.4418,16.3984,16.3873,16.4244,16.3729,16.4035,16.4223,16.4323,16.3312,2026-09-04,432
2026-09-07,16.3574,16.3222,16.3909,16.2841,16.2323,16.2894,16.2983,16.3208,16.2751,16.2256,16.3919,16.2721,16.2909,16.2752,16.3315,16.2656,16.1981,16.3132,16.3338,16.2761,16.3103,16.207,16.3623,16.3216,16.316,16.2609,16.2279,16.3261,16.253,16.2363,16.3262,16.4194,16.2313,16.295,16.2568,16.3429,16.2481,16.3213,16.3216,16.3828,16.4012,16.3247,16.2103,16.2249,16.3596,16.2408,16.2553,16.2923,16.3131,16.2232,2026-09-04,432
2026-09-08,16.3075,16.2471,16.3337,16.2345,16.2092,16.3082,16.2685,16.3393,16.1916,16.2494,16.3565,16.2214,16.2482,16.2135,16.2284,16.2353,16.1751,16.2845,16.3203,16.2911,16.342,16.1823,16.3171,16.2726,16.2891,16.1902,16.2187,16.2401,16.1836,16.2301,16.2437,16.3159,16.2591,16.2248,16.2516,16.2846,16.2199,16.2718,16.2693,16.3025,16.3627,16.2439,16.1339,16.2028,16.3356,16.2681,16.2718,16.317,16.277,16.1864,2026-09-04,432
2026-09-09,16.2685,16.2985,16.2648,16.1529,16.2264,16.2144,16.149,16.3364,16.1007,16.1358,16.3079,16.2601,16.1832,16.0932,16.2444,16.1637,16.1099,16.2628,16.2166,16.2424,16.2819,16.1715,16.2687,16.1649,16.2158,16.1972,16.1398,16.1768,16.1648,16.1666,16.2202,16.2555,16.1705,16.1424,16.2211,16.2379,16.1999,16.1724,16.246,16.2419,16.3104,16.179,16.0807,16.1534,16.2286,16.2015,16.2055,16.2611,16.2183,16.1714,2026-09-04,432
2026-09-10,16.2165,16.2349,16.1689,15.9946,16.1961,16.2103,16.102,16.2515,16.0762,16.0792,16.2914,16.1492,16.1791,16.1221,16.1497,16.2022,15.9613,16.3117,16.155,16.2664,16.2251,16.1549,16.1691,16.1362,16.1296,16.183,16.154,16.144,16.0626,16.1191,16.1413,16.1559,16.1542,16.0703,16.1879,16.1967,16.0812,16.0561,16.153,16.2328,16.2871,16.1823,16.0736,16.1376,16.205,16.1544,16.2179,16.2191,16.1661,16.185,2026-09-04,432
2026-09-11,16.2387,16.1662,16.1808,16.0062,16.2007,16.1807,16.0896,16.2352,16.0034,16.0886,16.3006,16.1436,16.1837,16.1616,16.2193,16.1309,15.9314,16.291,16.1152,16.241,16.2039,16.1124,16.2176,16.1071,16.1165,16.1624,16.0848,16.1231,16.0804,16.1151,16.0685,16.0756,16.1057,16.0708,16.1725,16.1201,16.104,16.089,16.1109,16.1339,16.2659,16.2258,16.0854,16.1408,16.1701,16.1663,16.2503,16.1719,16.1592,16.1556,2026-09-04,432
2026-09-12,16.2127,16.1857,16.1789,15.9365,16.2398,16.2232,16.0469,16.2422,16.0547,16.0944,16.2353,16.0874,16.2093,16.1402,16.2556,16.1531,15.9833,16.3519,16.1508,16.2934,16.2061,16.1335,16.2064,16.0551,16.1287,16.1279,16.099,16.1764,16.1008,16.1545,16.1147,16.0167,16.1207,16.0324,16.1262,16.0863,16.1164,16.0543,16.1048,16.1592,16.2838,16.2219,16.1064,16.0841,16.0353,16.1389,16.2311,16.1881,16.1069,16.2152,2026-09-04,432
2026-09-13,16.2251,16.2105,16.1436,15.9493,16.2465,16.2272,16.1263,16.254,16.074,16.1054,16.2243,16.0684,16.197,16.0765,16.1639,16.1865,15.912,16.2711,16.1862,16.3412,16.3009,16.135,16.169,16.0848,16.114,16.0638,16.0871,16.2009,16.076,16.1705,16.1795,16.0508,16.1632,15.9941,16.1726,16.0578,16.1719,15.9962,16.0423,16.165,16.2429,16.1992,16.196,16.0328,16.1395,16.1095,16.1947,16.216,16.0349,16.2043,2026-09-04,432
2026-09-14,16.2729,16.2245,16.0561,15.9191,16.272,16.258,16.1511,16.2409,16.1082,16.1657,16.2126,16.159,16.119,16.0692,16.2112,16.2147,15.9159,16.2389,16.281,16.3713,16.3352,16.1369,16.0759,16.1135,16.0515,16.0951,16.1202,16.166,16.1702,16.1996,16.2034,16.0579,16.1386,16.0543,16.1644,15.9122,16.1338,15.9924,16.0638,16.1451,16.2891,16.185,16.2138,16.1514,16.1755,16.0623,16.2041,16.1924,16.0927,16.2949,2026-09-04,432
2026-09-15,16.2752,16.2102,16.1484,15.9752,16.3013,16.2313,16.1168,16.3115,16.1333,16.1881,16.2876,16.2488,16.0133,16.1586,16.2026,16.1728,16.0186,16.1794,16.34,16.2999,16.3304,16.1683,16.0632,16.0987,16.0363,16.1113,16.01,16.129,16.1457,16.1889,16.2069,16.0656,16.082,16.0116,16.0472,15.9431,16.1475,15.9817,16.0731,16.1424,16.1558,16.2332,16.2616,16.1697,16.1925,15.9997,16.123,16.138,16.0108,16.1891,2026-09-04,432
2026-09-16,16.257,16.1062,16.0591,16.009,16.2898,16.2518,16.065,16.2628,16.2127,16.1486,16.3118,16.2949,15.9839,16.1366,16.1856,16.1943,15.9808,16.1659,16.2966,16.1958,16.3427,16.1033,16.0576,16.0495,16.0594,16.159,15.957,16.0478,16.1415,16.2627,16.0879,16.0546,16.1559,16.0905,16.0308,15.963,15.9794,15.8905,16.155,16.0928,16.0536,16.1681,16.1968,16.222,16.1728,15.936,16.1239,16.0907,16.0847,16.1399,2026-09-04,432
2026-09-17,16.3435,16.0814,16.0213,16.0482,16.2464,16.2898,16.0483,16.1302,16.2124,16.1274,16.3538,16.2976,16.1234,16.1031,16.0971,16.234,15.9796,16.1831,16.2106,16.1155,16.3402,16.0393,16.1822,16.1036,16.0357,16.1434,15.8987,16.0795,16.145,16.2698,15.9782,15.9651,16.1837,15.9791,15.9324,15.87,15.9676,15.8636,16.1807,16.1121,16.053,16.1487,16.1353,16.1842,16.1984,15.9867,16.2255,16.1048,16.1062,16.2353,2026-09-04,432
2026-09-18,16.3098,16.091,15.9518,15.9991,16.2115,16.2657,15.975,16.0979,16.1327,16.1521,16.3786,16.2068,16.1731,15.9903,16.1328,16.1084,15.9114,16.1913,16.1563,16.0586,16.3484,16.0142,16.1799,16.219,16.0661,16.1306,15.9528,16.1453,16.0792,16.2331,15.9477,15.8946,16.208,16.0092,15.8927,15.8878,16.0564,15.8923,16.0975,16.1028,16.0502,16.1968,16.1734,16.1213,16.148,15.9702,16.2758,15.9829,16.0743,16.1625,2026-09-04,432
2026-09-19,16.2425,15.9728,15.9177,16.0142,16.2441,16.1765,16.1093,16.1322,16.1377,16.168,16.3211,16.026,16.1788,15.996,16.0714,16.0638,15.8676,16.1363,16.1435,16.0791,16.3203,16.0475,16.1967,16.2325,16.0535,16.0582,15.9826,16.1277,15.9931,16.165,15.9321,15.831,16.1232,16.0077,15.8521,15.9174,16.1513,15.8429,15.9975,16.1332,16.0683,16.3084,16.1588,16.1157,16.1082,15.9004,16.2557,16.0833,16.0881,16.0948,2026-09-04,432
2026-09-20,16.1331,15.865,15.957,16.0897,16.224,16.1551,16.1861,16.0973,16.0834,16.1461,16.3343,15.9928,16.1395,15.8911,16.0254,16.0361,15.9283,16.1645,16.1263,16.0941,16.2565,15.9291,16.1082,16.1793,16.0201,16.0289,16.1017,16.1286,15.9886,16.0471,15.8632,15.8432,16.0703,15.8822,15.8717,15.864,16.0433,15.852,15.9452,16.1892,16.0808,16.3028,16.1377,16.059,16.0111,15.8324,16.3095,16.0932,16.0575,16.0335,2026-09-04,432
2026-09-21,16.047,15.8539,16.0194,15.9548,16.0976,16.1064,16.1636,16.0729,15.9778,16.0662,16.2688,15.9658,16.143,15.8263,15.9115,16.0097,15.9403,16.1272,16.1473,15.9916,16.1933,15.8462,16.0557,16.138,15.8724,15.9806,16.1531,16.1122,16.0122,16.0419,15.9134,15.953,15.9722,15.7556,15.894,15.8238,16.061,15.8241,15.8686,16.1995,16.0758,16.2884,16.1866,16.1009,15.9835,15.8747,16.3568,16.1147,15.9901,15.9731,2026-09-04,432
2026-09-22,15.9898,15.8582,15.9887,15.7875,15.9984,16.109,15.9738,16.0382,15.8812,16.0149,16.1527,15.8898,16.1194,15.8475,15.8855,16.0329,15.9295,16.1051,16.0464,15.9176,16.1061,15.8399,15.9325,15.9927,15.7323,15.8659,16.1297,16.0772,15.9377,16.0641,15.97,16.0689,15.9859,15.7645,15.9006,15.6588,15.9612,15.8228,15.8353,16.286,16.0609,16.2286,16.1527,16.0927,15.9828,15.7875,16.3342,16.0872,16.0181,16.0127,2026-09-04,432
2026-09-23,16.0379,15.8818,15.9603,15.7458,15.98,16.0737,15.9282,15.9377,15.8894,15.9464,16.0566,15.7986,16.1293,15.8975,15.9325,15.8978,15.8988,16.0844,16.0828,15.9063,16.0656,15.7802,15.8142,15.8922,15.7229,15.8959,16.1196,16.0836,15.847,16.0458,15.9395,16.081,16.0062,15.7645,15.9402,15.6958,15.8871,15.7425,15.777,16.2314,15.9924,16.1155,15.9585,16.0575,15.9887,15.6992,16.3228,15.9592,15.9762,16.0539,2026-09-04,432
2026-09-24,15.977,15.8487,15.8679,15.762,15.9791,16.1508,15.8594,15.8276,15.8687,15.891,16.0474,15.6979,16.0258,15.8232,15.9284,15.809,15.8378,16.075,16.0591,15.8701,15.9609,15.7923,15.6462,15.8495,15.7041,15.8782,16.0816,16.0538,15.8172,15.8255,15.9174,15.9966,15.9442,15.7032,16.0211,15.6714,15.8475,15.7509,15.8248,16.2007,15.8915,16.0137,15.8203,16.0147,16.0684,15.7045,16.1187,15.9417,15.9585,16.0929,2026-09-04,432
2026-09-25,15.9201,15.7796,15.7869,15.7878,16.0968,16.17,15.8526,15.7679,15.825,15.8307,15.9977,15.7108,15.9943,15.8021,16.0655,15.7477,15.8014,16.0735,15.9808,15.8333,15.9888,15.6448,15.5247,15.7514,15.8313,15.788,16.0331,15.9872,15.8063,15.7864,15.7497,15.9359,15.902,15.7455,16.0544,15.6903,15.9075,15.7582,15.7226,16.1778,15.8399,15.8794,15.7597,16.0081,16.0547,15.7199,16.0732,15.9538,15.7945,16.0266,2026-09-04,432
2026-09-26,15.8807,15.7654,15.7357,15.7695,16.1645,16.1551,15.7906,15.6546,15.7274,15.699,15.9246,15.7266,15.8457,15.8737,16.0518,15.7485,15.8454,16.039,15.8812,15.8222,15.9785,15.5999,15.5903,15.7052,15.9385,15.8141,15.9267,15.9432,15.8292,15.7299,15.6512,15.9859,15.9052,15.7663,16.097,15.7116,15.7962,15.7231,15.7695,16.1065,15.8459,15.8234,15.7089,15.9828,16.0234,15.7837,16.0009,15.9057,15.7248,15.9711,2026-09-04,432
2026-09-27,15.7901,15.7484,15.735,15.79,16.157,16.1679,15.7194,15.655,15.5938,15.7186,15.7972,15.6836,15.8044,15.7681,15.9838,15.7259,15.821,16.0535,15.886,15.7403,15.9357,15.5222,15.6744,15.7444,16.0084,15.7967,15.7651,15.8982,15.6508,15.6474,15.6419,16.014,15.8772,15.7897,15.9847,15.6834,15.8066,15.7894,15.8475,15.9824,15.8775,15.7067,15.6558,15.8847,16.0881,15.769,15.961,15.8356,15.6449,15.7987,2026-09-04,432
2026-09-28,15.8458,15.7045,15.7208,15.6938,16.1409,16.0702,15.7812,15.7112,15.6006,15.6965,15.7318,15.6363,15.774,15.6846,15.9496,15.6546,15.8952,16.0149,15.8603,15.6598,15.8835,15.539,15.6679,15.8205,15.9697,15.7491,15.8318,15.8459,15.5271,15.6349,15.6397,15.9505,15.7972,15.6716,15.94,15.5827,15.91,15.7239,15.9219,15.7761,15.806,15.7033,15.6207,15.7855,16.1118,15.7161,15.9088,15.7253,15.7004,15.754,2026-09-04,432
2026-09-29,15.8892,15.7256,15.6876,15.6448,16.0997,16.0161,15.7437,15.7939,15.6239,15.6538,15.7637,15.593,15.7832,15.7318,15.8632,15.5307,15.8468,15.9568,15.7959,15.6542,15.8494,15.5523,15.6644,15.8212,15.8755,15.7673,15.8555,15.7679,15.5701,15.5294,15.5699,15.9556,15.7364,15.655,15.8848,15.5749,15.8775,15.7575,15.8369,15.8443,15.7147,15.6389,15.6158,15.749,16.0287,15.7284,15.9327,15.6673,15.7367,15.6336,2026-09-04,432
