date,member01,member02,member03,member04,member05,member06,member07,member08,member09,member10,member11,member12,member13,member14,member15,member16,member17,member18,member19,member20,member21,member22,member23,member24,member25,member26,member27,member28,member29,member30,member31,member32,member33,member34,member35,member36,member37,member38,member39,member40,member41,member42,member43,member44,member45,member46,member47,member48,member49,member50,init_date,n_gridpoints
2026-09-09,16.3601,16.2188,16.2508,16.3167,16.2624,16.297,16.3123,16.2362,16.2598,16.2455,16.2738,16.3306,16.257,16.1873,16.3176,16.2878,16.285,16.2774,16.2702,16.2613,16.3277,16.2539,16.2653,16.2932,16.2581,16.2238,16.2579,16.3367,16.2285,16.2611,16.2485,16.2648,16.2774,16.2494,16.2529,16.2004,16.2522,16.3197,16.2362,16.2973,16.2734,16.2285,16.2377,16.2655,16.2541,16.2815,16.272,16.2607,16.232,16.2347,2026-09-09,432
2026-09-10,16.313,16.1726,16.1847,16.2166,16.1838,16.2323,16.2319,16.1903,16.1713,16.1897,16.2066,16.2611,16.2152,16.1595,16.2329,16.1758,16.1949,16.2412,16.1968,16.2493,16.3036,16.1731,16.2002,16.2095,16.2121,16.1831,16.2406,16.2744,16.187,16.2352,16.1672,16.1792,16.2156,16.1976,16.2003,16.1569,16.1928,16.2346,16.1935,16.2213,16.2597,16.1646,16.1769,16.2138,16.1849,16.2418,16.1691,16.23,16.163,16.1231,2026-09-09,432
2026-09-11,16.2093,16.0774,16.0955,16.1587,16.1275,16.1401,16.1541,16.1152,16.1335,16.1043,16.1725,16.1512,16.1641,16.0788,16.1613,16.1041,16.1005,16.155,16.0895,16.1029,16.2282,16.1105,16.1022,16.1255,16.1392,16.0883,16.1415,16.1975,16.0463,16.1729,16.0035,16.0735,16.1242,16.0976,16.1405,16.0856,16.0595,16.169,16.0777,16.1634,16.156,16.0907,16.0706,16.0798,16.0811,16.1622,16.1027,16.1265,16.1299,16.0521,2026-09-09,432
2026-09-12,16.1457,16.0486,16.1037,16.1482,16.0813,16.0591,16.0829,16.0627,16.1307,16.0602,16.1022,16.0724,16.0646,16.0883,16.0686,16.0198,16.0754,16.128,16.0109,16.033,16.1058,16.0377,16.0898,16.0334,16.0415,16.0883,16.0836,16.1336,16.0246,16.051,15.9575,16.0121,16.1079,16.084,16.0702,15.9906,16.0204,16.1104,16.0335,16.1055,16.1664,16.0359,16.0394,16.0928,16.0349,16.1514,15.9823,16.0683,16.0709,15.9755,2026-09-09,432
2026-09-13,16.106,16.0849,16.099,16.1316,16.0815,16.0754,16.0475,16.0448,16.0861,16.0077,16.0536,16.031,16.1063,16.1121,16.05,16.0717,16.1141,16.1536,15.9449,16.0189,16.0573,16.0516,16.0405,16.0108,16.0829,16.1357,16.047,16.1813,16.0542,16.0752,15.9455,15.9829,16.1029,16.0841,16.0862,16.0021,16.0386,16.1248,16.0964,16.0681,16.0864,16.0319,16.0269,16.0804,16.0936,16.1851,16.0263,16.0634,16.0843,15.9899,2026-09-09,432
2026-09-14,16.184,16.065,16.1069,16.1563,16.1253,16.0277,16.0553,16.0673,16.0806,16.0769,16.0886,16.0881,16.0687,16.1256,16.1303,16.1065,16.1389,16.1991,15.984,16.114,16.1227,16.1392,16.039,16.0312,16.0963,16.2265,16.1289,16.1465,16.1408,16.0373,15.941,16.0119,16.1332,16.0751,16.1312,16.0341,16.0742,16.1445,16.1603,16.125,16.125,16.1168,16.0888,16.1061,16.1169,16.2362,16.0452,16.0554,16.0922,16.0087,2026-09-09,432
2026-09-15,16.1483,16.0465,16.0782,16.1477,16.1606,16.004,15.9884,16.0543,16.0437,16.0378,16.0982,16.0395,16.0708,16.1699,16.0644,16.0571,16.1066,16.1164,15.9532,16.0573,16.0828,16.0705,15.979,16.0902,16.0502,16.2481,16.1297,16.07,16.1287,15.9949,15.9457,16.0064,16.0963,16.1211,16.1003,16.014,16.0399,16.1168,16.1648,16.1665,16.0936,16.125,16.0562,16.1045,16.0469,16.2393,16.0203,16.0673,16.1348,15.9225,2026-09-09,432
2026-09-16,16.0879,15.982,16.0622,16.1202,16.1508,16.0516,16.0636,16.0777,16.0096,16.0743,16.0691,15.9899,16.1216,16.1103,16.0735,16.0328,16.1784,16.0828,15.899,16.0104,16.0128,16.145,16.0703,16.0868,16.0375,16.2293,16.0953,16.0932,16.1205,15.9623,15.9059,15.987,16.06,16.1067,16.1197,16.0371,16.0273,16.1345,16.1727,16.115,16.1131,16.1356,16.0334,16.103,15.963,16.1641,15.9505,15.972,16.1567,15.9924,2026-09-09,432
2026-09-17,16.1257,15.8747,16.0953,16.1742,16.1472,16.1318,16.0638,16.0907,15.9681,16.1054,16.0929,16.0671,16.1216,16.097,16.1267,16.0167,16.1189,16.1522,15.9065,16.0116,15.9982,16.1253,16.054,16.033,16.0771,16.1581,16.1303,16.0272,16.0727,15.9489,15.9382,15.9312,16.0587,16.0632,16.1274,15.9999,16.0681,16.0982,16.1304,16.1416,16.122,16.068,15.9922,16.0926,15.9552,16.1457,16.0251,15.9963,16.2378,15.9597,2026-09-09,432
2026-09-18,16.0703,15.904,16.1335,16.1469,16.1242,16.0505,16.0564,16.1675,15.9624,16.0802,16.0552,16.0319,16.0677,16.0244,16.1611,16.0155,16.0106,16.1717,15.9117,16.0337,15.9923,16.1166,16.0572,16.0118,16.0677,16.0546,16.138,16.0804,16.066,15.8202,15.9481,15.985,16.0745,16.0196,16.0853,15.8733,16.0509,15.9942,16.1694,16.1016,16.1145,16.0397,15.938,15.9964,15.9482,16.1781,16.0839,15.9077,16.2075,15.8735,2026-09-09,432
