date,member01,member02,member03,member04,member05,member06,member07,member08,member09,member10,member11,member12,member13,member14,member15,member16,member17,member18,member19,member20,member21,member22,member23,member24,member25,member26,member27,member28,member29,member30,member31,member32,member33,member34,member35,member36,member37,member38,member39,member40,member41,member42,member43,member44,member45,member46,member47,member48,member49,member50,init_date,n_gridpoints
2026-08-15,16.9444,16.8149,16.9345,16.842,16.8736,16.9346,16.9204,16.8993,16.8293,16.8821,16.9148,16.8388,16.8951,16.7961,16.8327,16.894,16.8029,16.9361,16.8673,16.8769,16.8938,16.8451,16.9194,16.8593,16.8756,16.8256,16.8751,16.937,16.8159,16.8248,16.8532,16.8242,16.8308,16.9203,16.8981,16.838,16.8302,16.8519,16.8812,16.8929,16.8538,16.7725,16.9276,16.8835,16.8535,16.8634,16.8779,16.8986,16.8485,16.7893,2026-08-15,432
2026-08-16,16.9048,16.739,16.8974,16.753,16.8034,16.9257,16.8432,16.8547,16.822,16.8302,16.8754,16.7753,16.8635,16.7517,16.7402,16.789,16.7242,16.8611,16.7663,16.7959,16.8403,16.7798,16.8665,16.7926,16.8069,16.6983,16.8164,16.8563,16.7163,16.7586,16.7492,16.7941,16.7569,16.8508,16.8699,16.7828,16.7662,16.8085,16.779,16.8164,16.7754,16.6959,16.8383,16.8031,16.8021,16.8149,16.8363,16.8545,16.797,16.7572,2026-08-15,432
2026-08-17,16.8056,16.693,16.8208,16.6422,16.7105,16.8604,16.8004,16.7627,16.7719,16.7756,16.7709,16.7582,16.7505,16.6993,16.695,16.7665,16.6752,16.8011,16.7331,16.7225,16.7522,16.7684,16.8439,16.7199,16.7206,16.6837,16.7577,16.7988,16.6794,16.7095,16.7319,16.702,16.7408,16.7499,16.8086,16.7097,16.731,16.6784,16.7257,16.7417,16.735,16.613,16.7878,16.7353,16.706,16.7433,16.7906,16.8134,16.7049,16.6748,2026-08-15,432
2026-08-18,16.8315,16.6271,16.7828,16.6628,16.6749,16.855,16.8106,16.7757,16.7478,16.7248,16.8016,16.7259,16.7461,16.7559,16.6732,16.7598,16.7263,16.7532,16.6876,16.6704,16.8364,16.7203,16.8348,16.7125,16.748,16.6392,16.6817,16.8887,16.6586,16.7344,16.7231,16.7365,16.6714,16.7493,16.8558,16.686,16.7501,16.6066,16.6748,16.7347,16.7358,16.6527,16.7614,16.7466,16.7183,16.733,16.7561,16.8316,16.6657,16.6386,2026-08-15,432
2026-08-19,16.8072,16.6311,16.7561,16.7144,16.7154,16.8801,16.8206,16.8055,16.7453,16.718,16.7216,16.7307,16.7565,16.7177,16.6292,16.7525,16.7459,16.768,16.6919,16.5924,16.7687,16.7514,16.7678,16.7238,16.713,16.6686,16.7361,16.8353,16.6465,16.7367,16.7573,16.6874,16.6299,16.7084,16.8749,16.6838,16.7279,16.6465,16.6797,16.7602,16.6676,16.5835,16.7575,16.717,16.7569,16.6761,16.7432,16.7499,16.6145,16.6676,2026-08-15,432
2026-08-20,16.8717,16.6832,16.7784,16.6549,16.8017,16.8137,16.8179,16.792,16.6874,16.7488,16.776,16.7453,16.7341,16.6786,16.7251,16.7411,16.6425,16.8242,16.7512,16.6137,16.8274,16.7171,16.7688,16.7455,16.6709,16.6655,16.715,16.7889,16.6514,16.7724,16.7389,16.6871,16.5855,16.7752,16.867,16.6955,16.7526,16.6301,16.6599,16.8313,16.7565,16.6386,16.7245,16.7256,16.7693,16.6821,16.7082,16.7586,16.6704,16.6609,2026-08-15,432
2026-08-21,16.8648,16.5939,16.7702,16.6538,16.7438,16.7632,16.7725,16.735,16.6617,16.6661,16.7393,16.6991,16.6933,16.7753,16.6839,16.7239,16.6174,16.7852,16.7256,16.6506,16.7623,16.7359,16.7928,16.7405,16.6987,16.5987,16.7512,16.7729,16.5914,16.7193,16.7009,16.7448,16.6383,16.7659,16.7544,16.7208,16.6824,16.6432,16.7502,16.7907,16.7277,16.5553,16.7828,16.6981,16.7526,16.6603,16.7497,16.7203,16.6129,16.6377,2026-08-15,432
2026-08-22,16.8567,16.5897,16.7737,16.5996,16.7284,16.6855,16.7641,16.7369,16.6866,16.6184,16.7979,16.696,16.6347,16.7307,16.6837,16.8534,16.6031,16.7723,16.7178,16.5869,16.7232,16.7954,16.8045,16.7756,16.702,16.6298,16.7174,16.7569,16.5312,16.5815,16.6815,16.7829,16.587,16.7321,16.6547,16.628,16.6582,16.6651,16.7718,16.7595,16.7113,16.5317,16.7591,16.6924,16.6444,16.6605,16.6542,16.7428,16.5848,16.6707,2026-08-15,432
2026-08-23,16.8037,16.5769,16.7932,16.5442,16.7269,16.6176,16.7177,16.6218,16.7491,16.566,16.6013,16.6973,16.6159,16.652,16.606,16.8438,16.5574,16.7877,16.7133,16.6319,16.7187,16.7065,16.8423,16.7257,16.6739,16.58,16.7907,16.7567,16.4946,16.6046,16.6782,16.6851,16.5271,16.6465,16.6431,16.6146,16.5912,16.658,16.7669,16.6448,16.6223,16.4796,16.8054,16.6865,16.6205,16.6631,16.6631,16.7797,16.591,16.6784,2026-08-15,432
2026-08-24,16.8358,16.6338,16.7217,16.5403,16.6066,16.5945,16.6937,16.6151,16.745,16.6394,16.6206,16.5976,16.6211,16.6405,16.6103,16.827,16.4553,16.6725,16.6105,16.5942,16.8238,16.6442,16.7809,16.6769,16.7271,16.5287,16.7483,16.8522,16.5896,16.6089,16.6814,16.5929,16.5077,16.647,16.6264,16.6098,16.645,16.6734,16.7379,16.6299,16.6694,16.6219,16.7657,16.635,16.6079,16.6262,16.6693,16.7709,16.5401,16.5565,2026-08-15,432
2026-08-25,16.9098,16.602,16.6915,16.576,16.631,16.8026,16.7389,16.6482,16.6812,16.753,16.6667,16.5809,16.5511,16.577,16.6013,16.8957,16.4565,16.6987,16.5603,16.6317,16.7823,16.5882,16.8018,16.6491,16.6798,16.528,16.6463,16.8051,16.7288,16.5615,16.7463,16.6668,16.5327,16.5998,16.6026,16.5723,16.7417,16.6083,16.6528,16.5946,16.5918,16.5916,16.7599,16.6417,16.6204,16.6601,16.6037,16.7173,16.4825,16.5918,2026-08-15,432
2026-08-26,16.8564,16.5501,16.6517,16.5772,16.6393,16.8615,16.6564,16.5662,16.7164,16.7181,16.6347,16.6452,16.4915,16.6385,16.6527,16.8939,16.5108,16.6763,16.5145,16.651,16.7403,16.4657,16.7776,16.5713,16.5597,16.4782,16.5923,16.757,16.7393,16.4904,16.6895,16.608,16.5407,16.5727,16.5859,16.4842,16.7732,16.4908,16.5916,16.5968,16.5363,16.5092,16.6938,16.6335,16.6798,16.5842,16.573,16.604,16.4311,16.5891,2026-08-15,432
2026-08-27,16.7514,16.5299,16.6177,16.5859,16.6011,16.777,16.5648,16.5474,16.7006,16.6516,16.5856,16.6498,16.4387,16.5866,16.5796,16.7915,16.479,16.5691,16.471,16.6685,16.7064,16.432,16.6452,16.5883,16.6164,16.4337,16.6022,16.7595,16.6624,16.5174,16.6611,16.6189,16.4526,16.6706,16.5345,16.5346,16.5675,16.4246,16.4796,16.6166,16.5879,16.4346,16.6558,16.6658,16.6834,16.4714,16.5417,16.5701,16.3536,16.4797,2026-08-15,432
