date,member01,member02,member03,member04,member05,member06,member07,member08,member09,member10,member11,member12,member13,member14,member15,member16,member17,member18,member19,member20,member21,member22,member23,member24,member25,member26,member27,member28,member29,member30,member31,member32,member33,member34,member35,member36,member37,member38,member39,member40,member41,member42,member43,member44,member45,member46,member47,member48,member49,member50,init_date,n_gridpoints
2026-09-06,16.4728,16.4075,16.4351,16.4324,16.4336,16.4711,16.4211,16.5003,16.4308,16.3883,16.487,16.4782,16.4526,16.4013,16.4249,16.43,16.493,16.417,16.4236,16.4036,16.4246,16.4584,16.4252,16.453,16.4981,16.4563,16.4648,16.4295,16.4601,16.4743,16.5239,16.5164,16.5043,16.3666,16.4685,16.4461,16.4631,16.4664,16.3881,16.3904,16.4221,16.4482,16.4621,16.4502,16.4402,16.4477,16.4878,16.5034,16.4671,16.4264,2026-09-06,432
2026-09-07,16.3692,16.2782,16.2933,16.3095,16.3237,16.3333,16.3125,16.3003,16.2679,16.2821,16.3191,16.343,16.3212,16.2287,16.3233,16.2501,16.3999,16.3057,16.2996,16.2872,16.3095,16.3022,16.2834,16.3618,16.3492,16.3321,16.3579,16.3028,16.336,16.3642,16.3514,16.3851,16.3646,16.2391,16.3398,16.273,16.3433,16.3255,16.2641,16.2525,16.3184,16.3688,16.2882,16.3079,16.2799,16.3243,16.3469,16.3395,16.3178,16.2747,2026-09-06,432
2026-09-08,16.2826,16.2533,16.1884,16.2108,16.2659,16.3759,16.2862,16.2852,16.2094,16.2081,16.2937,16.2689,16.2551,16.1866,16.295,16.2599,16.3147,16.2851,16.3167,16.2374,16.2206,16.3238,16.2579,16.2787,16.3184,16.3278,16.3392,16.2575,16.2322,16.243,16.2717,16.3286,16.2998,16.167,16.2867,16.2357,16.2844,16.2887,16.2103,16.2337,16.2729,16.2767,16.3371,16.2836,16.2159,16.2889,16.2929,16.2701,16.2446,16.2667,2026-09-06,432
2026-09-09,16.2698,16.1597,16.125,16.0873,16.214,16.328,16.2095,16.2457,16.127,16.1299,16.1928,16.1996,16.2652,16.101,16.2229,16.2061,16.1807,16.2545,16.2378,16.1785,16.1714,16.2268,16.2475,16.2024,16.2584,16.2635,16.2706,16.2451,16.1557,16.1176,16.158,16.2323,16.2639,16.0777,16.1648,16.2184,16.2738,16.1787,16.1713,16.1227,16.2346,16.1906,16.2444,16.2052,16.1309,16.2203,16.2515,16.2727,16.183,16.1706,2026-09-06,432
2026-09-10,16.2199,16.167,16.1652,16.026,16.1258,16.2687,16.1914,16.2753,16.065,16.1127,16.1654,16.1938,16.2753,16.1377,16.1714,16.2184,16.1377,16.1179,16.1453,16.1871,16.1865,16.1968,16.1416,16.1806,16.1983,16.1635,16.2685,16.1939,16.1559,16.162,16.2032,16.1996,16.1531,16.0722,16.1217,16.2431,16.1624,16.1571,16.1442,16.0948,16.1541,16.1207,16.2136,16.207,16.1259,16.139,16.1659,16.2286,16.1634,16.1136,2026-09-06,432
2026-09-11,16.2153,16.0497,16.1444,16.0816,16.1899,16.3079,16.1685,16.223,16.0501,16.053,16.2182,16.1554,16.2655,16.0304,16.1999,16.2605,16.114,16.1477,16.1643,16.1123,16.1234,16.187,16.072,16.1435,16.1648,16.2076,16.2714,16.1459,16.1853,16.1417,16.217,16.1872,16.1744,16.045,16.1311,16.1944,16.1911,16.18,16.1946,16.0398,16.1417,16.1462,16.2268,16.2314,16.0965,16.1307,16.1326,16.1712,16.1223,16.0454,2026-09-06,432
2026-09-12,16.2019,16.0511,16.0614,16.0567,16.1034,16.25,16.0808,16.2591,16.1142,16.0249,16.0828,16.0737,16.1939,16.0084,16.0917,16.2019,16.0669,16.1402,16.0001,16.0853,16.1254,16.1988,16.0413,16.0878,16.2225,16.1207,16.1964,16.1991,16.1901,16.1094,16.2149,16.2009,16.0913,16.1453,16.1054,16.124,16.0566,16.1094,16.155,16.0402,16.0436,16.119,16.217,16.1243,16.0838,16.1054,16.0388,16.1471,16.0929,16.1049,2026-09-06,432
2026-09-13,16.1742,16.0736,16.1506,16.0925,16.0929,16.2512,16.022,16.2231,16.1241,16.052,16.0009,16.1258,16.0633,16.0188,16.0676,16.3282,16.02,16.1413,15.9467,16.1033,16.1705,16.1879,16.1339,15.9928,16.2965,16.1795,16.249,16.2038,16.1496,16.1579,16.2698,16.2584,16.1882,16.1226,16.2315,16.2041,15.998,16.0339,16.1367,16.057,16.1093,16.1368,16.1753,16.0937,16.186,16.1073,16.0087,16.2195,16.0747,16.118,2026-09-06,432
2026-09-14,16.2508,16.1434,16.2325,16.0776,16.1858,16.2442,16.0847,16.1349,16.1267,16.0907,16.0634,16.2097,16.0254,16.1213,16.0231,16.3282,16.0328,16.1242,16.0031,16.1945,16.1663,16.1716,16.2215,16.0661,16.2404,16.1302,16.3241,16.2297,16.1596,16.2008,16.319,16.2634,16.252,16.1585,16.2059,16.2707,16.0326,16.171,16.2193,16.0945,16.1507,16.2019,16.1344,16.0781,16.1853,16.0818,16.0447,16.2731,16.156,16.0723,2026-09-06,432
2026-09-15,16.2502,16.1111,16.245,16.1216,16.1632,16.314,16.1626,16.0751,16.1182,16.0941,16.1324,16.167,16.066,16.1475,15.9245,16.3292,15.9821,16.06,16.0573,16.2133,16.1192,16.2197,16.2501,16.0673,16.2334,16.2301,16.2738,16.29,16.1705,16.1812,16.3298,16.2736,16.2374,16.2758,16.2874,16.2539,16.0383,16.2594,16.242,16.1659,16.2698,16.1363,16.1827,15.9899,16.0885,16.1413,16.1894,16.2832,16.2139,16.0613,2026-09-06,432
