target_month,n_models,oni_q25,oni_q50,oni_q75,roni_q25,roni_q50,roni_q75,mature
2026-04,9,0.17685333333333547,0.2964001307189544,0.4055807885304681,-0.30652076878347034,-0.11473887033170371,0.05271652516129149,True
2026-05,13,0.6103019765970905,0.7847426597090457,0.9842423189630755,0.1426156,0.3106924644786025,0.5572595078229235,True
2026-06,13,1.0279507741935485,1.2169900063251113,1.4311266862170096,0.6340803998423994,0.8079260657994956,1.0162249845110998,True
2026-07,13,1.407377210626187,1.6948884731182834,2.0429878136200723,0.9698051678958951,1.2129209455641714,1.4917791663021414,True
2026-08,13,1.7636225490196136,2.0741361070381243,2.4820697122127156,1.20740893384076,1.59151573594697,1.9748455753409093,True
2026-09,13,1.976426907020873,2.343257682709448,2.8393827476503604,1.3930905869214998,1.8561716320608361,2.3587019557631232,True
2026-10,7,2.1740357843137255,2.690411387716555,3.496495246887204,1.4132408849999998,2.249712416470588,3.1133411066926535,True
2026-11,6,2.2297499999999997,2.79738301887512,3.742919445037842,1.5037822799999978,2.1876238800000003,3.2668809890747053,True
2026-12,6,2.190801858901976,2.8880307674407937,3.7726999999999995,1.5865972849999987,2.2098259299999996,3.2943589899999988,True
2027-01,3,1.5877499999999993,2.380567550659177,2.7690705640792843,1.0618029299999996,1.5336098230921926,1.908772818726042,True
