target_month,n_models,oni_q25,oni_q50,oni_q75,roni_q25,roni_q50,roni_q75,mature
2026-05,6,0.6951719999999999,0.9043817647058822,1.0190499999999982,0.4043687164705881,0.4696279371999999,0.6033686599999949,False
2026-06,13,1.2870920588235293,1.3827379999999998,1.5396513539134662,0.7955282435011012,1.002907746223285,1.1843454098379247,False
2026-07,13,1.6706666666666667,1.890699331550802,2.1628585804569647,1.21242416005704,1.456521361777346,1.6996456778140498,False
2026-08,13,2.0572733592610595,2.388058337384539,2.7537065619834706,1.5351637342802347,1.9030271583803908,2.3135496503961437,False
2026-09,13,2.2995381753362483,2.7729577783179375,3.147337408847835,1.819481056464424,2.2875123398071318,2.7900374491584468,False
2026-10,13,2.3811331267217595,3.0539615882352886,3.533510349916812,1.8744035177034508,2.561833455401051,3.1561794897228967,False
2026-11,7,2.944307843137255,3.4553249651718145,3.954579287884282,2.3680608720615473,3.1023200780926423,3.610774661258353,False
2026-12,6,2.8286,3.3459923267364493,4.044599999999999,2.295834779739376,2.7901911220733635,3.8320415899999984,False
2027-01,6,2.6192999999999964,3.022007703781127,4.393899999999999,2.0706841339151,2.3598969114477537,4.02032758,False
2027-02,6,2.2031239746093734,2.7412047386169416,4.0012,1.6333386898040771,2.0699923799999995,3.770078679999999,False
