target_month,n_models,oni_q25,oni_q50,oni_q75,roni_q25,roni_q50,roni_q75,mature
2026-09,14,2.9742967741935478,3.267593121834177,3.4104405825113284,2.5099763528325068,2.6449541115317596,2.954148067235927,True
2026-10,14,3.4852534677419293,3.6939202940653697,3.858397198977876,2.887667647936094,3.1393915029591,3.406522082360782,True
2026-11,14,3.753443590481601,4.030089094934161,4.216743010530525,3.0940507384326374,3.4080917377305022,3.6526212130909026,True
2026-12,14,3.5622524568117067,4.009596764418373,4.334208362258953,2.924895564150525,3.3207438063431214,3.747588752789209,True
2027-01,14,3.0821416666666623,3.7293256935928163,4.210899019607841,2.431688796199333,2.9412162883760713,3.675585266638888,True
2027-02,14,2.516215268817202,3.3111210215837845,3.8394103679106037,1.8507607040853427,2.312436179946052,3.3669259837058827,True
2027-03,7,1.7761657635370887,2.266675437800089,3.236583333333333,1.1650623833333333,1.6318780399999995,2.7039047099999967,True
2027-04,7,1.276670455932613,1.8517353535353522,2.734499999999994,0.7234378443636355,1.235280805,1.9774067109090894,True
2027-05,7,0.8570932745933526,1.6839499999999998,2.691299999999998,0.21212138235568911,1.0298019915151504,1.4639360499999996,True
