source,model,model_type,init_date,target_month,lead_months,nino34_anom,tropical_mean_anom,roni_anom,member_id,temporal_resolution,anomaly_base_period
NMME,NCEP-CFSv2,dynamical,2026-08-01,2026-08,0,2.7336,0.8874,1.8462,ens_001,monthly,model-specific
NMME,NCEP-CFSv2,dynamical,2026-08-01,2026-09,1,3.5918,0.9824,2.6093,ens_001,monthly,model-specific
NMME,NCEP-CFSv2,dynamical,2026-08-01,2026-10,2,4.3956,1.0759,3.3198,ens_001,monthly,model-specific
NMME,NCEP-CFSv2,dynamical,2026-08-01,2026-11,3,4.3844,1.2782,3.1063,ens_001,monthly,model-specific
NMME,NCEP-CFSv2,dynamical,2026-08-01,2026-12,4,4.088,1.1966,2.8915,ens_001,monthly,model-specific
NMME,NCEP-CFSv2,dynamical,2026-08-01,2027-01,5,2.9649,1.3123,1.6526,ens_001,monthly,model-specific
NMME,NCEP-CFSv2,dynamical,2026-08-01,2027-02,6,2.413,1.3688,1.0442,ens_001,monthly,model-specific
NMME,NCEP-CFSv2,dynamical,2026-08-01,2027-03,7,1.5842,1.1855,0.3987,ens_001,monthly,model-specific
NMME,NCEP-CFSv2,dynamical,2026-08-01,2027-04,8,1.0856,0.9792,0.1064,ens_001,monthly,model-specific
NMME,NCEP-CFSv2,dynamical,2026-08-01,2026-08,0,2.7073,0.8726,1.8348,ens_002,monthly,model-specific
NMME,NCEP-CFSv2,dynamical,2026-08-01,2026-09,1,3.3477,1.0517,2.296,ens_002,monthly,model-specific
NMME,NCEP-CFSv2,dynamical,2026-08-01,2026-10,2,4.0731,1.1223,2.9508,ens_002,monthly,model-specific
NMME,NCEP-CFSv2,dynamical,2026-08-01,2026-11,3,4.04,1.3253,2.7147,ens_002,monthly,model-specific
NMME,NCEP-CFSv2,dynamical,2026-08-01,2026-12,4,3.5868,1.1977,2.3891,ens_002,monthly,model-specific
NMME,NCEP-CFSv2,dynamical,2026-08-01,2027-01,5,3.044,1.2307,1.8133,ens_002,monthly,model-specific
NMME,NCEP-CFSv2,dynamical,2026-08-01,2027-02,6,2.1466,1.3348,0.8118,ens_002,monthly,model-specific
NMME,NCEP-CFSv2,dynamical,2026-08-01,2027-03,7,1.3531,1.2173,0.1359,ens_002,monthly,model-specific
