source,model,model_type,init_date,target_month,lead_months,nino34_anom,tropical_mean_anom,roni_anom,member_id,temporal_resolution,anomaly_base_period
NMME,NCEP-CFSv2,dynamical,2026-07-01,2026-07,0,1.9057,0.768,1.1377,ens_001,monthly,model-specific
NMME,NCEP-CFSv2,dynamical,2026-07-01,2026-08,1,2.8555,0.8966,1.9589,ens_001,monthly,model-specific
NMME,NCEP-CFSv2,dynamical,2026-07-01,2026-09,2,3.4943,1.0157,2.4786,ens_001,monthly,model-specific
NMME,NCEP-CFSv2,dynamical,2026-07-01,2026-10,3,3.7296,1.1715,2.5581,ens_001,monthly,model-specific
NMME,NCEP-CFSv2,dynamical,2026-07-01,2026-11,4,3.8499,1.1685,2.6814,ens_001,monthly,model-specific
NMME,NCEP-CFSv2,dynamical,2026-07-01,2026-12,5,3.8051,1.2236,2.5814,ens_001,monthly,model-specific
NMME,NCEP-CFSv2,dynamical,2026-07-01,2027-01,6,3.4489,1.1765,2.2724,ens_001,monthly,model-specific
NMME,NCEP-CFSv2,dynamical,2026-07-01,2027-02,7,2.434,1.2033,1.2307,ens_001,monthly,model-specific
NMME,NCEP-CFSv2,dynamical,2026-07-01,2027-03,8,1.417,1.2128,0.2043,ens_001,monthly,model-specific
NMME,NCEP-CFSv2,dynamical,2026-07-01,2026-07,0,1.8991,0.7384,1.1607,ens_002,monthly,model-specific
NMME,NCEP-CFSv2,dynamical,2026-07-01,2026-08,1,3.0048,0.9629,2.0419,ens_002,monthly,model-specific
NMME,NCEP-CFSv2,dynamical,2026-07-01,2026-09,2,3.798,1.1459,2.6521,ens_002,monthly,model-specific
NMME,NCEP-CFSv2,dynamical,2026-07-01,2026-10,3,4.369,1.1949,3.1741,ens_002,monthly,model-specific
NMME,NCEP-CFSv2,dynamical,2026-07-01,2026-11,4,4.6494,1.2698,3.3796,ens_002,monthly,model-specific
NMME,NCEP-CFSv2,dynamical,2026-07-01,2026-12,5,3.897,1.2874,2.6097,ens_002,monthly,model-specific
NMME,NCEP-CFSv2,dynamical,2026-07-01,2027-01,6,2.9039,1.1769,1.727,ens_002,monthly,model-specific
NMME,NCEP-CFSv2,dynamical,2026-07-01,2027-02,7,2.2108,1.1598,1.0511,ens_002,monthly,model-specific
NMME,NCEP-CFSv2,dynamical,2026-07-01,2027-03,8,1.5402,1.1191,0.4211,ens_002,monthly,model-specific
NMME,NCEP-CFSv2,dynamical,2026-07-01,2026-07,0,1.9326,0.7557,1.1769,ens_003,monthly,model-specific
NMME,NCEP-CFSv2,dynamical,2026-07-01,2026-08,1,3.0732,0.9283,2.1449,ens_003,monthly,model-specific
NMME,NCEP-CFSv2,dynamical,2026-07-01,2026-09,2,3.7221,1.0791,2.643,ens_003,monthly,model-specific
NMME,NCEP-CFSv2,dynamical,2026-07-01,2026-10,3,3.7325,1.144,2.5885,ens_003,monthly,model-specific
NMME,NCEP-CFSv2,dynamical,2026-07-01,2026-11,4,3.7615,1.22,2.5415,ens_003,monthly,model-specific
NMME,NCEP-CFSv2,dynamical,2026-07-01,2026-12,5,3.627,1.264,2.363,ens_003,monthly,model-specific
NMME,NCEP-CFSv2,dynamical,2026-07-01,2027-01,6,2.9038,1.2987,1.6051,ens_003,monthly,model-specific
NMME,NCEP-CFSv2,dynamical,2026-07-01,2027-02,7,2.3987,1.2596,1.1391,ens_003,monthly,model-specific
NMME,NCEP-CFSv2,dynamical,2026-07-01,2027-03,8,1.7747,1.1423,0.6324,ens_003,monthly,model-specific
NMME,NCEP-CFSv2,dynamical,2026-07-01,2026-07,0,1.9301,0.9338,0.9963,ens_004,monthly,model-specific
NMME,NCEP-CFSv2,dynamical,2026-07-01,2026-08,1,3.0766,0.8461,2.2305,ens_004,monthly,model-specific
