source,model,model_type,init_date,target_month,lead_months,nino34_anom,tropical_mean_anom,roni_anom,member_id,temporal_resolution,anomaly_base_period
NMME,NCEP-CFSv2,dynamical,2026-06-01,2026-06,0,1.3057,0.6886,0.617,ens_001,monthly,model-specific
NMME,NCEP-CFSv2,dynamical,2026-06-01,2026-07,1,1.8595,0.7281,1.1314,ens_001,monthly,model-specific
NMME,NCEP-CFSv2,dynamical,2026-06-01,2026-08,2,2.6869,0.8939,1.793,ens_001,monthly,model-specific
NMME,NCEP-CFSv2,dynamical,2026-06-01,2026-09,3,3.0907,0.8935,2.1972,ens_001,monthly,model-specific
NMME,NCEP-CFSv2,dynamical,2026-06-01,2026-10,4,3.3698,1.004,2.3658,ens_001,monthly,model-specific
NMME,NCEP-CFSv2,dynamical,2026-06-01,2026-11,5,3.569,1.0354,2.5337,ens_001,monthly,model-specific
NMME,NCEP-CFSv2,dynamical,2026-06-01,2026-12,6,3.0962,0.9601,2.1361,ens_001,monthly,model-specific
NMME,NCEP-CFSv2,dynamical,2026-06-01,2027-01,7,2.7567,0.9915,1.7652,ens_001,monthly,model-specific
NMME,NCEP-CFSv2,dynamical,2026-06-01,2027-02,8,2.2797,0.9534,1.3263,ens_001,monthly,model-specific
NMME,NCEP-CFSv2,dynamical,2026-06-01,2026-06,0,1.4228,0.6579,0.7649,ens_002,monthly,model-specific
NMME,NCEP-CFSv2,dynamical,2026-06-01,2026-07,1,2.1608,0.7891,1.3716,ens_002,monthly,model-specific
NMME,NCEP-CFSv2,dynamical,2026-06-01,2026-08,2,2.9275,0.9572,1.9704,ens_002,monthly,model-specific
NMME,NCEP-CFSv2,dynamical,2026-06-01,2026-09,3,3.092,0.9924,2.0995,ens_002,monthly,model-specific
NMME,NCEP-CFSv2,dynamical,2026-06-01,2026-10,4,3.5654,1.0156,2.5498,ens_002,monthly,model-specific
NMME,NCEP-CFSv2,dynamical,2026-06-01,2026-11,5,3.503,1.1616,2.3414,ens_002,monthly,model-specific
NMME,NCEP-CFSv2,dynamical,2026-06-01,2026-12,6,3.3565,1.1107,2.2458,ens_002,monthly,model-specific
NMME,NCEP-CFSv2,dynamical,2026-06-01,2027-01,7,2.9096,1.0057,1.9039,ens_002,monthly,model-specific
NMME,NCEP-CFSv2,dynamical,2026-06-01,2027-02,8,2.0897,1.0691,1.0206,ens_002,monthly,model-specific
NMME,NCEP-CFSv2,dynamical,2026-06-01,2026-06,0,1.3937,0.7358,0.658,ens_003,monthly,model-specific
NMME,NCEP-CFSv2,dynamical,2026-06-01,2026-07,1,2.001,0.8281,1.1728,ens_003,monthly,model-specific
NMME,NCEP-CFSv2,dynamical,2026-06-01,2026-08,2,2.5049,0.879,1.6258,ens_003,monthly,model-specific
NMME,NCEP-CFSv2,dynamical,2026-06-01,2026-09,3,2.7004,0.9057,1.7948,ens_003,monthly,model-specific
NMME,NCEP-CFSv2,dynamical,2026-06-01,2026-10,4,3.116,1.0283,2.0877,ens_003,monthly,model-specific
NMME,NCEP-CFSv2,dynamical,2026-06-01,2026-11,5,3.7084,1.1038,2.6046,ens_003,monthly,model-specific
NMME,NCEP-CFSv2,dynamical,2026-06-01,2026-12,6,3.4892,1.0335,2.4557,ens_003,monthly,model-specific
NMME,NCEP-CFSv2,dynamical,2026-06-01,2027-01,7,2.8883,1.0947,1.7937,ens_003,monthly,model-specific
NMME,NCEP-CFSv2,dynamical,2026-06-01,2027-02,8,2.6829,1.1253,1.5576,ens_003,monthly,model-specific
NMME,NCEP-CFSv2,dynamical,2026-06-01,2026-06,0,1.2073,0.9097,0.2975,ens_004,monthly,model-specific
NMME,NCEP-CFSv2,dynamical,2026-06-01,2026-07,1,2.3434,1.2104,1.133,ens_004,monthly,model-specific
NMME,NCEP-CFSv2,dynamical,2026-06-01,2026-08,2,3.0827,0.8879,2.1948,ens_004,monthly,model-specific
NMME,NCEP-CFSv2,dynamical,2026-06-01,2026-09,3,2.978,0.7259,2.2521,ens_004,monthly,model-specific
NMME,NCEP-CFSv2,dynamical,2026-06-01,2026-10,4,2.5752,0.8686,1.7066,ens_004,monthly,model-specific
NMME,NCEP-CFSv2,dynamical,2026-06-01,2026-11,5,2.8781,1.0772,1.8009,ens_004,monthly,model-specific
NMME,NCEP-CFSv2,dynamical,2026-06-01,2026-12,6,2.6463,1.1546,1.4918,ens_004,monthly,model-specific
NMME,NCEP-CFSv2,dynamical,2026-06-01,2027-01,7,2.7723,0.9099,1.8624,ens_004,monthly,model-specific
NMME,NCEP-CFSv2,dynamical,2026-06-01,2027-02,8,2.3209,0.7269,1.5941,ens_004,monthly,model-specific
NMME,NCEP-CFSv2,dynamical,2026-06-01,2026-06,0,1.3589,0.6882,0.6707,ens_005,monthly,model-specific
NMME,NCEP-CFSv2,dynamical,2026-06-01,2026-07,1,1.9461,0.7298,1.2163,ens_005,monthly,model-specific
NMME,NCEP-CFSv2,dynamical,2026-06-01,2026-08,2,2.8123,0.966,1.8463,ens_005,monthly,model-specific
NMME,NCEP-CFSv2,dynamical,2026-06-01,2026-09,3,2.9438,0.984,1.9598,ens_005,monthly,model-specific
NMME,NCEP-CFSv2,dynamical,2026-06-01,2026-10,4,3.4197,0.9529,2.4668,ens_005,monthly,model-specific
NMME,NCEP-CFSv2,dynamical,2026-06-01,2026-11,5,3.6027,0.9985,2.6042,ens_005,monthly,model-specific
NMME,NCEP-CFSv2,dynamical,2026-06-01,2026-12,6,3.1905,1.0992,2.0914,ens_005,monthly,model-specific
NMME,NCEP-CFSv2,dynamical,2026-06-01,2027-01,7,2.7964,1.1341,1.6623,ens_005,monthly,model-specific
NMME,NCEP-CFSv2,dynamical,2026-06-01,2027-02,8,2.0189,1.1448,0.8741,ens_005,monthly,model-specific
NMME,NCEP-CFSv2,dynamical,2026-06-01,2026-06,0,1.3833,0.7214,0.6619,ens_006,monthly,model-specific
NMME,NCEP-CFSv2,dynamical,2026-06-01,2026-07,1,2.1651,0.8333,1.3317,ens_006,monthly,model-specific
NMME,NCEP-CFSv2,dynamical,2026-06-01,2026-08,2,2.9199,0.9992,1.9207,ens_006,monthly,model-specific
NMME,NCEP-CFSv2,dynamical,2026-06-01,2026-09,3,3.1679,0.9772,2.1906,ens_006,monthly,model-specific
NMME,NCEP-CFSv2,dynamical,2026-06-01,2026-10,4,3.3754,0.9632,2.4122,ens_006,monthly,model-specific
NMME,NCEP-CFSv2,dynamical,2026-06-01,2026-11,5,3.6854,1.1065,2.5789,ens_006,monthly,model-specific
NMME,NCEP-CFSv2,dynamical,2026-06-01,2026-12,6,3.5878,1.1037,2.4841,ens_006,monthly,model-specific
NMME,NCEP-CFSv2,dynamical,2026-06-01,2027-01,7,2.907,1.0907,1.8162,ens_006,monthly,model-specific
NMME,NCEP-CFSv2,dynamical,2026-06-01,2027-02,8,2.625,1.1182,1.5068,ens_006,monthly,model-specific
NMME,NCEP-CFSv2,dynamical,2026-06-01,2026-06,0,1.3756,0.6945,0.6811,ens_007,monthly,model-specific
NMME,NCEP-CFSv2,dynamical,2026-06-01,2026-07,1,2.0264,0.8669,1.1595,ens_007,monthly,model-specific
NMME,NCEP-CFSv2,dynamical,2026-06-01,2026-08,2,2.7642,1.0177,1.7465,ens_007,monthly,model-specific
NMME,NCEP-CFSv2,dynamical,2026-06-01,2026-09,3,3.0798,1.0797,2.0,ens_007,monthly,model-specific
NMME,NCEP-CFSv2,dynamical,2026-06-01,2026-10,4,3.2257,1.0651,2.1606,ens_007,monthly,model-specific
NMME,NCEP-CFSv2,dynamical,2026-06-01,2026-11,5,3.4517,1.1992,2.2525,ens_007,monthly,model-specific
NMME,NCEP-CFSv2,dynamical,2026-06-01,2026-12,6,3.4624,1.1889,2.2736,ens_007,monthly,model-specific
NMME,NCEP-CFSv2,dynamical,2026-06-01,2027-01,7,2.8442,1.1287,1.7155,ens_007,monthly,model-specific
NMME,NCEP-CFSv2,dynamical,2026-06-01,2027-02,8,2.7146,1.0258,1.6888,ens_007,monthly,model-specific
NMME,NCEP-CFSv2,dynamical,2026-06-01,2026-06,0,1.3567,0.6902,0.6665,ens_008,monthly,model-specific
NMME,NCEP-CFSv2,dynamical,2026-06-01,2026-07,1,1.7982,0.8115,0.9868,ens_008,monthly,model-specific
NMME,NCEP-CFSv2,dynamical,2026-06-01,2026-08,2,2.7755,0.9914,1.7841,ens_008,monthly,model-specific
NMME,NCEP-CFSv2,dynamical,2026-06-01,2026-09,3,2.8757,0.9134,1.9624,ens_008,monthly,model-specific
NMME,NCEP-CFSv2,dynamical,2026-06-01,2026-10,4,3.4684,1.0334,2.435,ens_008,monthly,model-specific
NMME,NCEP-CFSv2,dynamical,2026-06-01,2026-11,5,3.7552,1.117,2.6381,ens_008,monthly,model-specific
NMME,NCEP-CFSv2,dynamical,2026-06-01,2026-12,6,3.256,1.1396,2.1164,ens_008,monthly,model-specific
NMME,NCEP-CFSv2,dynamical,2026-06-01,2027-01,7,2.7065,1.1868,1.5197,ens_008,monthly,model-specific
NMME,NCEP-CFSv2,dynamical,2026-06-01,2027-02,8,2.4401,1.1922,1.2478,ens_008,monthly,model-specific
NMME,NCEP-CFSv2,dynamical,2026-06-01,2026-06,0,1.3274,0.7383,0.5892,ens_009,monthly,model-specific
NMME,NCEP-CFSv2,dynamical,2026-06-01,2026-07,1,2.0426,0.7667,1.2759,ens_009,monthly,model-specific
NMME,NCEP-CFSv2,dynamical,2026-06-01,2026-08,2,2.8971,0.8642,2.0329,ens_009,monthly,model-specific
NMME,NCEP-CFSv2,dynamical,2026-06-01,2026-09,3,3.4296,0.9767,2.453,ens_009,monthly,model-specific
NMME,NCEP-CFSv2,dynamical,2026-06-01,2026-10,4,3.806,1.0863,2.7197,ens_009,monthly,model-specific
NMME,NCEP-CFSv2,dynamical,2026-06-01,2026-11,5,4.4822,1.1044,3.3779,ens_009,monthly,model-specific
NMME,NCEP-CFSv2,dynamical,2026-06-01,2026-12,6,3.5588,1.2041,2.3547,ens_009,monthly,model-specific
NMME,NCEP-CFSv2,dynamical,2026-06-01,2027-01,7,2.9316,1.2426,1.689,ens_009,monthly,model-specific
NMME,NCEP-CFSv2,dynamical,2026-06-01,2027-02,8,2.261,1.3129,0.9481,ens_009,monthly,model-specific
NMME,NCEP-CFSv2,dynamical,2026-06-01,2026-06,0,1.3049,0.7286,0.5764,ens_010,monthly,model-specific
NMME,NCEP-CFSv2,dynamical,2026-06-01,2026-07,1,1.9729,0.7829,1.1901,ens_010,monthly,model-specific
NMME,NCEP-CFSv2,dynamical,2026-06-01,2026-08,2,2.7148,1.0115,1.7034,ens_010,monthly,model-specific
NMME,NCEP-CFSv2,dynamical,2026-06-01,2026-09,3,2.8758,1.1023,1.7735,ens_010,monthly,model-specific
NMME,NCEP-CFSv2,dynamical,2026-06-01,2026-10,4,2.9146,1.2467,1.6679,ens_010,monthly,model-specific
NMME,NCEP-CFSv2,dynamical,2026-06-01,2026-11,5,3.1377,1.1206,2.0171,ens_010,monthly,model-specific
NMME,NCEP-CFSv2,dynamical,2026-06-01,2026-12,6,2.8478,1.0472,1.8006,ens_010,monthly,model-specific
NMME,NCEP-CFSv2,dynamical,2026-06-01,2027-01,7,2.456,1.1058,1.3502,ens_010,monthly,model-specific
NMME,NCEP-CFSv2,dynamical,2026-06-01,2027-02,8,2.3564,1.0761,1.2803,ens_010,monthly,model-specific
NMME,NCEP-CFSv2,dynamical,2026-06-01,2026-06,0,1.37,0.692,0.678,ens_011,monthly,model-specific
NMME,NCEP-CFSv2,dynamical,2026-06-01,2026-07,1,2.0467,0.811,1.2358,ens_011,monthly,model-specific
