source,model,model_type,init_date,target_month,lead_months,nino34_anom,member_id,temporal_resolution,anomaly_base_period
NMME,NCEP-CFSv2,dynamical,2026-03-01,2026-03,0,-0.2445,ens_001,monthly,model-specific
NMME,NCEP-CFSv2,dynamical,2026-03-01,2026-04,1,0.1642,ens_001,monthly,model-specific
NMME,NCEP-CFSv2,dynamical,2026-03-01,2026-05,2,0.6024,ens_001,monthly,model-specific
NMME,NCEP-CFSv2,dynamical,2026-03-01,2026-06,3,0.858,ens_001,monthly,model-specific
NMME,NCEP-CFSv2,dynamical,2026-03-01,2026-07,4,1.3805,ens_001,monthly,model-specific
NMME,NCEP-CFSv2,dynamical,2026-03-01,2026-08,5,1.6098,ens_001,monthly,model-specific
NMME,NCEP-CFSv2,dynamical,2026-03-01,2026-09,6,2.0084,ens_001,monthly,model-specific
NMME,NCEP-CFSv2,dynamical,2026-03-01,2026-10,7,2.015,ens_001,monthly,model-specific
NMME,NCEP-CFSv2,dynamical,2026-03-01,2026-11,8,2.3691,ens_001,monthly,model-specific
NMME,NCEP-CFSv2,dynamical,2026-03-01,2026-03,0,-0.1803,ens_002,monthly,model-specific
NMME,NCEP-CFSv2,dynamical,2026-03-01,2026-04,1,0.046,ens_002,monthly,model-specific
NMME,NCEP-CFSv2,dynamical,2026-03-01,2026-05,2,0.3344,ens_002,monthly,model-specific
NMME,NCEP-CFSv2,dynamical,2026-03-01,2026-06,3,0.5927,ens_002,monthly,model-specific
NMME,NCEP-CFSv2,dynamical,2026-03-01,2026-07,4,1.0886,ens_002,monthly,model-specific
NMME,NCEP-CFSv2,dynamical,2026-03-01,2026-08,5,1.5572,ens_002,monthly,model-specific
NMME,NCEP-CFSv2,dynamical,2026-03-01,2026-09,6,1.4659,ens_002,monthly,model-specific
NMME,NCEP-CFSv2,dynamical,2026-03-01,2026-10,7,1.6234,ens_002,monthly,model-specific
NMME,NCEP-CFSv2,dynamical,2026-03-01,2026-11,8,2.0027,ens_002,monthly,model-specific
NMME,NCEP-CFSv2,dynamical,2026-03-01,2026-03,0,-0.2326,ens_003,monthly,model-specific
NMME,NCEP-CFSv2,dynamical,2026-03-01,2026-04,1,0.1099,ens_003,monthly,model-specific
NMME,NCEP-CFSv2,dynamical,2026-03-01,2026-05,2,0.6045,ens_003,monthly,model-specific
NMME,NCEP-CFSv2,dynamical,2026-03-01,2026-06,3,0.9467,ens_003,monthly,model-specific
NMME,NCEP-CFSv2,dynamical,2026-03-01,2026-07,4,1.0922,ens_003,monthly,model-specific
NMME,NCEP-CFSv2,dynamical,2026-03-01,2026-08,5,1.1908,ens_003,monthly,model-specific
NMME,NCEP-CFSv2,dynamical,2026-03-01,2026-09,6,1.7308,ens_003,monthly,model-specific
NMME,NCEP-CFSv2,dynamical,2026-03-01,2026-10,7,1.8506,ens_003,monthly,model-specific
NMME,NCEP-CFSv2,dynamical,2026-03-01,2026-11,8,2.0575,ens_003,monthly,model-specific
NMME,NCEP-CFSv2,dynamical,2026-03-01,2026-03,0,-0.1251,ens_004,monthly,model-specific
NMME,NCEP-CFSv2,dynamical,2026-03-01,2026-04,1,0.1021,ens_004,monthly,model-specific
NMME,NCEP-CFSv2,dynamical,2026-03-01,2026-05,2,0.5437,ens_004,monthly,model-specific
NMME,NCEP-CFSv2,dynamical,2026-03-01,2026-06,3,0.7104,ens_004,monthly,model-specific
NMME,NCEP-CFSv2,dynamical,2026-03-01,2026-07,4,0.9076,ens_004,monthly,model-specific
NMME,NCEP-CFSv2,dynamical,2026-03-01,2026-08,5,0.8004,ens_004,monthly,model-specific
NMME,NCEP-CFSv2,dynamical,2026-03-01,2026-09,6,0.9368,ens_004,monthly,model-specific
NMME,NCEP-CFSv2,dynamical,2026-03-01,2026-10,7,1.3251,ens_004,monthly,model-specific
NMME,NCEP-CFSv2,dynamical,2026-03-01,2026-11,8,1.5009,ens_004,monthly,model-specific
NMME,NCEP-CFSv2,dynamical,2026-03-01,2026-03,0,-0.1,ens_005,monthly,model-specific
NMME,NCEP-CFSv2,dynamical,2026-03-01,2026-04,1,0.1711,ens_005,monthly,model-specific
NMME,NCEP-CFSv2,dynamical,2026-03-01,2026-05,2,0.8742,ens_005,monthly,model-specific
NMME,NCEP-CFSv2,dynamical,2026-03-01,2026-06,3,1.0807,ens_005,monthly,model-specific
NMME,NCEP-CFSv2,dynamical,2026-03-01,2026-07,4,1.2091,ens_005,monthly,model-specific
NMME,NCEP-CFSv2,dynamical,2026-03-01,2026-08,5,1.7196,ens_005,monthly,model-specific
NMME,NCEP-CFSv2,dynamical,2026-03-01,2026-09,6,1.912,ens_005,monthly,model-specific
NMME,NCEP-CFSv2,dynamical,2026-03-01,2026-10,7,2.3326,ens_005,monthly,model-specific
NMME,NCEP-CFSv2,dynamical,2026-03-01,2026-11,8,2.5208,ens_005,monthly,model-specific
NMME,NCEP-CFSv2,dynamical,2026-03-01,2026-03,0,-0.0716,ens_006,monthly,model-specific
NMME,NCEP-CFSv2,dynamical,2026-03-01,2026-04,1,0.3745,ens_006,monthly,model-specific
NMME,NCEP-CFSv2,dynamical,2026-03-01,2026-05,2,1.0326,ens_006,monthly,model-specific
NMME,NCEP-CFSv2,dynamical,2026-03-01,2026-06,3,1.0878,ens_006,monthly,model-specific
NMME,NCEP-CFSv2,dynamical,2026-03-01,2026-07,4,1.2481,ens_006,monthly,model-specific
NMME,NCEP-CFSv2,dynamical,2026-03-01,2026-08,5,1.64,ens_006,monthly,model-specific
NMME,NCEP-CFSv2,dynamical,2026-03-01,2026-09,6,1.6601,ens_006,monthly,model-specific
NMME,NCEP-CFSv2,dynamical,2026-03-01,2026-10,7,2.0783,ens_006,monthly,model-specific
NMME,NCEP-CFSv2,dynamical,2026-03-01,2026-11,8,2.6083,ens_006,monthly,model-specific
NMME,NCEP-CFSv2,dynamical,2026-03-01,2026-03,0,-0.0854,ens_007,monthly,model-specific
NMME,NCEP-CFSv2,dynamical,2026-03-01,2026-04,1,0.3555,ens_007,monthly,model-specific
NMME,NCEP-CFSv2,dynamical,2026-03-01,2026-05,2,0.8746,ens_007,monthly,model-specific
NMME,NCEP-CFSv2,dynamical,2026-03-01,2026-06,3,1.1181,ens_007,monthly,model-specific
NMME,NCEP-CFSv2,dynamical,2026-03-01,2026-07,4,1.5812,ens_007,monthly,model-specific
NMME,NCEP-CFSv2,dynamical,2026-03-01,2026-08,5,2.0432,ens_007,monthly,model-specific
NMME,NCEP-CFSv2,dynamical,2026-03-01,2026-09,6,2.4133,ens_007,monthly,model-specific
NMME,NCEP-CFSv2,dynamical,2026-03-01,2026-10,7,2.4388,ens_007,monthly,model-specific
NMME,NCEP-CFSv2,dynamical,2026-03-01,2026-11,8,2.6691,ens_007,monthly,model-specific
