source,model,model_type,init_date,target_month,lead_months,nino34_anom,tropical_mean_anom,roni_anom,member_id,temporal_resolution,anomaly_base_period
NMME,NCEP-CFSv2,dynamical,2026-04-01,2026-04,0,0.2093,0.4412,-0.2319,ens_001,monthly,model-specific
NMME,NCEP-CFSv2,dynamical,2026-04-01,2026-05,1,0.6758,0.6092,0.0666,ens_001,monthly,model-specific
NMME,NCEP-CFSv2,dynamical,2026-04-01,2026-06,2,1.4074,0.6256,0.7818,ens_001,monthly,model-specific
NMME,NCEP-CFSv2,dynamical,2026-04-01,2026-07,3,2.1959,0.6961,1.4998,ens_001,monthly,model-specific
NMME,NCEP-CFSv2,dynamical,2026-04-01,2026-08,4,2.5228,0.7773,1.7455,ens_001,monthly,model-specific
NMME,NCEP-CFSv2,dynamical,2026-04-01,2026-09,5,2.6927,0.8426,1.8501,ens_001,monthly,model-specific
NMME,NCEP-CFSv2,dynamical,2026-04-01,2026-10,6,2.8275,0.9838,1.8437,ens_001,monthly,model-specific
NMME,NCEP-CFSv2,dynamical,2026-04-01,2026-11,7,3.0624,1.0502,2.0123,ens_001,monthly,model-specific
NMME,NCEP-CFSv2,dynamical,2026-04-01,2026-12,8,2.9737,1.0304,1.9433,ens_001,monthly,model-specific
NMME,NCEP-CFSv2,dynamical,2026-04-01,2026-04,0,0.2025,0.5208,-0.3182,ens_002,monthly,model-specific
NMME,NCEP-CFSv2,dynamical,2026-04-01,2026-05,1,0.5861,0.626,-0.0399,ens_002,monthly,model-specific
NMME,NCEP-CFSv2,dynamical,2026-04-01,2026-06,2,0.9119,0.6631,0.2488,ens_002,monthly,model-specific
NMME,NCEP-CFSv2,dynamical,2026-04-01,2026-07,3,1.1448,0.6193,0.5255,ens_002,monthly,model-specific
NMME,NCEP-CFSv2,dynamical,2026-04-01,2026-08,4,1.1243,0.7047,0.4196,ens_002,monthly,model-specific
NMME,NCEP-CFSv2,dynamical,2026-04-01,2026-09,5,1.2478,0.7018,0.5459,ens_002,monthly,model-specific
NMME,NCEP-CFSv2,dynamical,2026-04-01,2026-10,6,1.4082,0.8591,0.5492,ens_002,monthly,model-specific
NMME,NCEP-CFSv2,dynamical,2026-04-01,2026-11,7,1.6793,0.8933,0.786,ens_002,monthly,model-specific
NMME,NCEP-CFSv2,dynamical,2026-04-01,2026-12,8,1.5642,0.7856,0.7786,ens_002,monthly,model-specific
NMME,NCEP-CFSv2,dynamical,2026-04-01,2026-04,0,0.1935,0.4625,-0.269,ens_003,monthly,model-specific
NMME,NCEP-CFSv2,dynamical,2026-04-01,2026-05,1,0.5747,0.5921,-0.0173,ens_003,monthly,model-specific
NMME,NCEP-CFSv2,dynamical,2026-04-01,2026-06,2,1.4649,0.6804,0.7846,ens_003,monthly,model-specific
NMME,NCEP-CFSv2,dynamical,2026-04-01,2026-07,3,1.9641,0.7548,1.2093,ens_003,monthly,model-specific
NMME,NCEP-CFSv2,dynamical,2026-04-01,2026-08,4,2.3944,0.8971,1.4973,ens_003,monthly,model-specific
NMME,NCEP-CFSv2,dynamical,2026-04-01,2026-09,5,2.4744,0.9707,1.5037,ens_003,monthly,model-specific
NMME,NCEP-CFSv2,dynamical,2026-04-01,2026-10,6,2.5849,0.8855,1.6994,ens_003,monthly,model-specific
NMME,NCEP-CFSv2,dynamical,2026-04-01,2026-11,7,3.0792,0.996,2.0831,ens_003,monthly,model-specific
NMME,NCEP-CFSv2,dynamical,2026-04-01,2026-12,8,2.286,1.1206,1.1654,ens_003,monthly,model-specific
NMME,NCEP-CFSv2,dynamical,2026-04-01,2026-04,0,-0.439,0.298,-0.737,ens_004,monthly,model-specific
NMME,NCEP-CFSv2,dynamical,2026-04-01,2026-05,1,-0.3197,0.6418,-0.9616,ens_004,monthly,model-specific
NMME,NCEP-CFSv2,dynamical,2026-04-01,2026-06,2,0.822,1.1382,-0.3162,ens_004,monthly,model-specific
NMME,NCEP-CFSv2,dynamical,2026-04-01,2026-07,3,2.0129,1.1961,0.8168,ens_004,monthly,model-specific
NMME,NCEP-CFSv2,dynamical,2026-04-01,2026-08,4,2.3673,0.9213,1.446,ens_004,monthly,model-specific
NMME,NCEP-CFSv2,dynamical,2026-04-01,2026-09,5,1.8185,0.617,1.2015,ens_004,monthly,model-specific
NMME,NCEP-CFSv2,dynamical,2026-04-01,2026-10,6,1.7061,0.7245,0.9816,ens_004,monthly,model-specific
NMME,NCEP-CFSv2,dynamical,2026-04-01,2026-11,7,1.9258,0.9128,1.013,ens_004,monthly,model-specific
