source,model,model_type,init_date,target_month,nino34_anom,member_id,lead_months,temporal_resolution,anomaly_base_period
CFS,CFSv2,dynamical,2026-04-01,2026-05,0.8723896145820618,ens_E3_001,1,monthly,1991-2020
CFS,CFSv2,dynamical,2026-04-01,2026-06,1.2307286262512207,ens_E3_001,2,monthly,1991-2020
CFS,CFSv2,dynamical,2026-04-01,2026-07,2.0003879070281982,ens_E3_001,3,monthly,1991-2020
CFS,CFSv2,dynamical,2026-04-01,2026-08,2.1439220905303955,ens_E3_001,4,monthly,1991-2020
CFS,CFSv2,dynamical,2026-04-01,2026-09,2.3035731315612793,ens_E3_001,5,monthly,1991-2020
CFS,CFSv2,dynamical,2026-04-01,2026-10,2.7429773807525635,ens_E3_001,6,monthly,1991-2020
CFS,CFSv2,dynamical,2026-04-01,2026-11,3.0837786197662354,ens_E3_001,7,monthly,1991-2020
CFS,CFSv2,dynamical,2026-04-01,2026-12,2.8157870769500732,ens_E3_001,8,monthly,1991-2020
CFS,CFSv2,dynamical,2026-04-01,2027-01,2.1962497234344482,ens_E3_001,9,monthly,1991-2020
CFS,CFSv2,dynamical,2026-04-01,2026-05,0.7466438412666321,ens_E3_002,1,monthly,1991-2020
CFS,CFSv2,dynamical,2026-04-01,2026-06,1.411798119544983,ens_E3_002,2,monthly,1991-2020
CFS,CFSv2,dynamical,2026-04-01,2026-07,2.1181716918945312,ens_E3_002,3,monthly,1991-2020
CFS,CFSv2,dynamical,2026-04-01,2026-08,2.1104869842529297,ens_E3_002,4,monthly,1991-2020
CFS,CFSv2,dynamical,2026-04-01,2026-09,2.082134962081909,ens_E3_002,5,monthly,1991-2020
CFS,CFSv2,dynamical,2026-04-01,2026-10,2.5897510051727295,ens_E3_002,6,monthly,1991-2020
CFS,CFSv2,dynamical,2026-04-01,2026-11,2.694080352783203,ens_E3_002,7,monthly,1991-2020
CFS,CFSv2,dynamical,2026-04-01,2026-12,2.3855748176574707,ens_E3_002,8,monthly,1991-2020
CFS,CFSv2,dynamical,2026-04-01,2027-01,2.3854362964630127,ens_E3_002,9,monthly,1991-2020
CFS,CFSv2,dynamical,2026-04-01,2026-05,0.7647826075553894,ens_E3_003,1,monthly,1991-2020
CFS,CFSv2,dynamical,2026-04-01,2026-06,1.1132432222366333,ens_E3_003,2,monthly,1991-2020
CFS,CFSv2,dynamical,2026-04-01,2026-07,1.7865570783615112,ens_E3_003,3,monthly,1991-2020
CFS,CFSv2,dynamical,2026-04-01,2026-08,2.1309783458709717,ens_E3_003,4,monthly,1991-2020
CFS,CFSv2,dynamical,2026-04-01,2026-09,2.343494176864624,ens_E3_003,5,monthly,1991-2020
CFS,CFSv2,dynamical,2026-04-01,2026-10,2.4650397300720215,ens_E3_003,6,monthly,1991-2020
CFS,CFSv2,dynamical,2026-04-01,2026-11,2.6020452976226807,ens_E3_003,7,monthly,1991-2020
CFS,CFSv2,dynamical,2026-04-01,2026-12,2.314427137374878,ens_E3_003,8,monthly,1991-2020
CFS,CFSv2,dynamical,2026-04-01,2027-01,2.167588233947754,ens_E3_003,9,monthly,1991-2020
CFS,CFSv2,dynamical,2026-04-01,2026-05,0.7703680992126465,ens_E3_004,1,monthly,1991-2020
CFS,CFSv2,dynamical,2026-04-01,2026-06,1.3953790664672852,ens_E3_004,2,monthly,1991-2020
CFS,CFSv2,dynamical,2026-04-01,2026-07,1.95518159866333,ens_E3_004,3,monthly,1991-2020
CFS,CFSv2,dynamical,2026-04-01,2026-08,2.357178211212158,ens_E3_004,4,monthly,1991-2020
CFS,CFSv2,dynamical,2026-04-01,2026-09,2.3787667751312256,ens_E3_004,5,monthly,1991-2020
CFS,CFSv2,dynamical,2026-04-01,2026-10,2.3750431537628174,ens_E3_004,6,monthly,1991-2020
CFS,CFSv2,dynamical,2026-04-01,2026-11,2.919889211654663,ens_E3_004,7,monthly,1991-2020
CFS,CFSv2,dynamical,2026-04-01,2026-12,2.7230401039123535,ens_E3_004,8,monthly,1991-2020
CFS,CFSv2,dynamical,2026-04-01,2027-01,2.135763168334961,ens_E3_004,9,monthly,1991-2020
CFS,CFSv2,dynamical,2026-04-01,2026-05,0.9486662745475769,ens_E3_005,1,monthly,1991-2020
CFS,CFSv2,dynamical,2026-04-01,2026-06,1.4627130031585693,ens_E3_005,2,monthly,1991-2020
CFS,CFSv2,dynamical,2026-04-01,2026-07,1.8898358345031738,ens_E3_005,3,monthly,1991-2020
CFS,CFSv2,dynamical,2026-04-01,2026-08,2.0311169624328613,ens_E3_005,4,monthly,1991-2020
CFS,CFSv2,dynamical,2026-04-01,2026-09,2.1584126949310303,ens_E3_005,5,monthly,1991-2020
CFS,CFSv2,dynamical,2026-04-01,2026-10,2.3010458946228027,ens_E3_005,6,monthly,1991-2020
CFS,CFSv2,dynamical,2026-04-01,2026-11,2.472583770751953,ens_E3_005,7,monthly,1991-2020
CFS,CFSv2,dynamical,2026-04-01,2026-12,2.228384494781494,ens_E3_005,8,monthly,1991-2020
CFS,CFSv2,dynamical,2026-04-01,2027-01,2.2226243019104004,ens_E3_005,9,monthly,1991-2020
CFS,CFSv2,dynamical,2026-04-01,2026-05,0.7715317010879517,ens_E3_006,1,monthly,1991-2020
CFS,CFSv2,dynamical,2026-04-01,2026-06,1.367566466331482,ens_E3_006,2,monthly,1991-2020
CFS,CFSv2,dynamical,2026-04-01,2026-07,1.9452775716781616,ens_E3_006,3,monthly,1991-2020
CFS,CFSv2,dynamical,2026-04-01,2026-08,2.134492874145508,ens_E3_006,4,monthly,1991-2020
CFS,CFSv2,dynamical,2026-04-01,2026-09,2.4307332038879395,ens_E3_006,5,monthly,1991-2020
CFS,CFSv2,dynamical,2026-04-01,2026-10,2.8312883377075195,ens_E3_006,6,monthly,1991-2020
CFS,CFSv2,dynamical,2026-04-01,2026-11,3.2541654109954834,ens_E3_006,7,monthly,1991-2020
CFS,CFSv2,dynamical,2026-04-01,2026-12,2.7454097270965576,ens_E3_006,8,monthly,1991-2020
CFS,CFSv2,dynamical,2026-04-01,2027-01,2.423995018005371,ens_E3_006,9,monthly,1991-2020
CFS,CFSv2,dynamical,2026-04-01,2026-05,0.9169957637786865,ens_E3_007,1,monthly,1991-2020
CFS,CFSv2,dynamical,2026-04-01,2026-06,1.402603030204773,ens_E3_007,2,monthly,1991-2020
CFS,CFSv2,dynamical,2026-04-01,2026-07,2.0773136615753174,ens_E3_007,3,monthly,1991-2020
CFS,CFSv2,dynamical,2026-04-01,2026-08,2.530160665512085,ens_E3_007,4,monthly,1991-2020
CFS,CFSv2,dynamical,2026-04-01,2026-09,2.650459051132202,ens_E3_007,5,monthly,1991-2020
CFS,CFSv2,dynamical,2026-04-01,2026-10,3.441453456878662,ens_E3_007,6,monthly,1991-2020
CFS,CFSv2,dynamical,2026-04-01,2026-11,3.664975166320801,ens_E3_007,7,monthly,1991-2020
CFS,CFSv2,dynamical,2026-04-01,2026-12,2.7471344470977783,ens_E3_007,8,monthly,1991-2020
CFS,CFSv2,dynamical,2026-04-01,2027-01,2.431321382522583,ens_E3_007,9,monthly,1991-2020
CFS,CFSv2,dynamical,2026-04-01,2026-05,0.8845320343971252,ens_E3_008,1,monthly,1991-2020
CFS,CFSv2,dynamical,2026-04-01,2026-06,1.5754897594451904,ens_E3_008,2,monthly,1991-2020
CFS,CFSv2,dynamical,2026-04-01,2026-07,2.4967434406280518,ens_E3_008,3,monthly,1991-2020
CFS,CFSv2,dynamical,2026-04-01,2026-08,2.977216958999634,ens_E3_008,4,monthly,1991-2020
CFS,CFSv2,dynamical,2026-04-01,2026-09,3.4335100650787354,ens_E3_008,5,monthly,1991-2020
CFS,CFSv2,dynamical,2026-04-01,2026-10,3.9424543380737305,ens_E3_008,6,monthly,1991-2020
CFS,CFSv2,dynamical,2026-04-01,2026-11,3.674241781234741,ens_E3_008,7,monthly,1991-2020
CFS,CFSv2,dynamical,2026-04-01,2026-12,2.992393970489502,ens_E3_008,8,monthly,1991-2020
CFS,CFSv2,dynamical,2026-04-01,2027-01,2.355372190475464,ens_E3_008,9,monthly,1991-2020
CFS,CFSv2,dynamical,2026-04-01,2026-05,0.9070473909378052,ens_E3_009,1,monthly,1991-2020
CFS,CFSv2,dynamical,2026-04-01,2026-06,1.2180474996566772,ens_E3_009,2,monthly,1991-2020
CFS,CFSv2,dynamical,2026-04-01,2026-07,1.4511181116104126,ens_E3_009,3,monthly,1991-2020
CFS,CFSv2,dynamical,2026-04-01,2026-08,2.1080780029296875,ens_E3_009,4,monthly,1991-2020
CFS,CFSv2,dynamical,2026-04-01,2026-09,2.4019827842712402,ens_E3_009,5,monthly,1991-2020
CFS,CFSv2,dynamical,2026-04-01,2026-10,2.8401570320129395,ens_E3_009,6,monthly,1991-2020
CFS,CFSv2,dynamical,2026-04-01,2026-11,3.13358473777771,ens_E3_009,7,monthly,1991-2020
CFS,CFSv2,dynamical,2026-04-01,2026-12,2.9139914512634277,ens_E3_009,8,monthly,1991-2020
