source,model,model_type,init_date,target_month,nino34_anom,member_id,lead_months,temporal_resolution,anomaly_base_period
CFS,CFSv2,dynamical,2026-03-01,2026-04,0.17044523358345032,ens_E3_001,1,monthly,1991-2020
CFS,CFSv2,dynamical,2026-03-01,2026-05,0.5988537669181824,ens_E3_001,2,monthly,1991-2020
CFS,CFSv2,dynamical,2026-03-01,2026-06,0.9104052186012268,ens_E3_001,3,monthly,1991-2020
CFS,CFSv2,dynamical,2026-03-01,2026-07,0.9515831470489502,ens_E3_001,4,monthly,1991-2020
CFS,CFSv2,dynamical,2026-03-01,2026-08,1.0610166788101196,ens_E3_001,5,monthly,1991-2020
CFS,CFSv2,dynamical,2026-03-01,2026-09,1.358054518699646,ens_E3_001,6,monthly,1991-2020
CFS,CFSv2,dynamical,2026-03-01,2026-10,1.5827494859695435,ens_E3_001,7,monthly,1991-2020
CFS,CFSv2,dynamical,2026-03-01,2026-11,1.6637548208236694,ens_E3_001,8,monthly,1991-2020
CFS,CFSv2,dynamical,2026-03-01,2026-12,1.536803126335144,ens_E3_001,9,monthly,1991-2020
CFS,CFSv2,dynamical,2026-03-01,2026-04,0.21436160802841187,ens_E3_002,1,monthly,1991-2020
CFS,CFSv2,dynamical,2026-03-01,2026-05,0.4995324909687042,ens_E3_002,2,monthly,1991-2020
CFS,CFSv2,dynamical,2026-03-01,2026-06,0.9394428133964539,ens_E3_002,3,monthly,1991-2020
CFS,CFSv2,dynamical,2026-03-01,2026-07,1.4779572486877441,ens_E3_002,4,monthly,1991-2020
CFS,CFSv2,dynamical,2026-03-01,2026-08,1.8964505195617676,ens_E3_002,5,monthly,1991-2020
CFS,CFSv2,dynamical,2026-03-01,2026-09,2.1033287048339844,ens_E3_002,6,monthly,1991-2020
CFS,CFSv2,dynamical,2026-03-01,2026-10,2.33658766746521,ens_E3_002,7,monthly,1991-2020
CFS,CFSv2,dynamical,2026-03-01,2026-11,2.7613606452941895,ens_E3_002,8,monthly,1991-2020
CFS,CFSv2,dynamical,2026-03-01,2026-12,2.785508155822754,ens_E3_002,9,monthly,1991-2020
CFS,CFSv2,dynamical,2026-03-01,2026-04,0.2265709936618805,ens_E3_003,1,monthly,1991-2020
CFS,CFSv2,dynamical,2026-03-01,2026-05,0.6391710638999939,ens_E3_003,2,monthly,1991-2020
CFS,CFSv2,dynamical,2026-03-01,2026-06,1.1433738470077515,ens_E3_003,3,monthly,1991-2020
