source,model,model_type,init_date,target_month,nino34_anom,member_id,lead_months,temporal_resolution,anomaly_base_period
CFS,CFSv2,dynamical,2026-03-01,2026-04,0.36937761306762695,ens_E3_001,1,monthly,1991-2020
CFS,CFSv2,dynamical,2026-03-01,2026-05,0.7204256057739258,ens_E3_001,2,monthly,1991-2020
CFS,CFSv2,dynamical,2026-03-01,2026-06,1.123275876045227,ens_E3_001,3,monthly,1991-2020
CFS,CFSv2,dynamical,2026-03-01,2026-07,1.451416015625,ens_E3_001,4,monthly,1991-2020
CFS,CFSv2,dynamical,2026-03-01,2026-08,2.0210771560668945,ens_E3_001,5,monthly,1991-2020
CFS,CFSv2,dynamical,2026-03-01,2026-09,2.1645736694335938,ens_E3_001,6,monthly,1991-2020
CFS,CFSv2,dynamical,2026-03-01,2026-10,2.630645751953125,ens_E3_001,7,monthly,1991-2020
CFS,CFSv2,dynamical,2026-03-01,2026-11,2.6700243949890137,ens_E3_001,8,monthly,1991-2020
CFS,CFSv2,dynamical,2026-03-01,2026-12,2.2859578132629395,ens_E3_001,9,monthly,1991-2020
CFS,CFSv2,dynamical,2026-03-01,2026-04,0.48854973912239075,ens_E3_002,1,monthly,1991-2020
CFS,CFSv2,dynamical,2026-03-01,2026-05,0.9833362698554993,ens_E3_002,2,monthly,1991-2020
CFS,CFSv2,dynamical,2026-03-01,2026-06,1.2509653568267822,ens_E3_002,3,monthly,1991-2020
CFS,CFSv2,dynamical,2026-03-01,2026-07,1.6856054067611694,ens_E3_002,4,monthly,1991-2020
CFS,CFSv2,dynamical,2026-03-01,2026-08,2.0441932678222656,ens_E3_002,5,monthly,1991-2020
CFS,CFSv2,dynamical,2026-03-01,2026-09,2.3286685943603516,ens_E3_002,6,monthly,1991-2020
CFS,CFSv2,dynamical,2026-03-01,2026-10,2.506079912185669,ens_E3_002,7,monthly,1991-2020
CFS,CFSv2,dynamical,2026-03-01,2026-11,2.7538914680480957,ens_E3_002,8,monthly,1991-2020
CFS,CFSv2,dynamical,2026-03-01,2026-12,2.198207378387451,ens_E3_002,9,monthly,1991-2020
CFS,CFSv2,dynamical,2026-03-01,2026-04,0.3078667223453522,ens_E3_003,1,monthly,1991-2020
CFS,CFSv2,dynamical,2026-03-01,2026-05,0.7250022888183594,ens_E3_003,2,monthly,1991-2020
CFS,CFSv2,dynamical,2026-03-01,2026-06,0.9175958037376404,ens_E3_003,3,monthly,1991-2020
CFS,CFSv2,dynamical,2026-03-01,2026-07,1.1805922985076904,ens_E3_003,4,monthly,1991-2020
CFS,CFSv2,dynamical,2026-03-01,2026-08,1.7687569856643677,ens_E3_003,5,monthly,1991-2020
CFS,CFSv2,dynamical,2026-03-01,2026-09,1.836206316947937,ens_E3_003,6,monthly,1991-2020
CFS,CFSv2,dynamical,2026-03-01,2026-10,2.189356803894043,ens_E3_003,7,monthly,1991-2020
CFS,CFSv2,dynamical,2026-03-01,2026-11,2.588778018951416,ens_E3_003,8,monthly,1991-2020
CFS,CFSv2,dynamical,2026-03-01,2026-12,2.8000848293304443,ens_E3_003,9,monthly,1991-2020
CFS,CFSv2,dynamical,2026-03-01,2026-04,0.251483678817749,ens_E3_004,1,monthly,1991-2020
CFS,CFSv2,dynamical,2026-03-01,2026-05,0.8091039061546326,ens_E3_004,2,monthly,1991-2020
CFS,CFSv2,dynamical,2026-03-01,2026-06,1.0775201320648193,ens_E3_004,3,monthly,1991-2020
CFS,CFSv2,dynamical,2026-03-01,2026-07,1.6223541498184204,ens_E3_004,4,monthly,1991-2020
CFS,CFSv2,dynamical,2026-03-01,2026-08,1.7645286321640015,ens_E3_004,5,monthly,1991-2020
CFS,CFSv2,dynamical,2026-03-01,2026-09,2.1352243423461914,ens_E3_004,6,monthly,1991-2020
CFS,CFSv2,dynamical,2026-03-01,2026-10,2.6152260303497314,ens_E3_004,7,monthly,1991-2020
CFS,CFSv2,dynamical,2026-03-01,2026-11,2.6921257972717285,ens_E3_004,8,monthly,1991-2020
CFS,CFSv2,dynamical,2026-03-01,2026-12,2.324901819229126,ens_E3_004,9,monthly,1991-2020
CFS,CFSv2,dynamical,2026-03-01,2026-04,0.1783837080001831,ens_E3_005,1,monthly,1991-2020
CFS,CFSv2,dynamical,2026-03-01,2026-05,0.7730148434638977,ens_E3_005,2,monthly,1991-2020
CFS,CFSv2,dynamical,2026-03-01,2026-06,1.022796630859375,ens_E3_005,3,monthly,1991-2020
