source,model,model_type,init_date,target_month,nino34_anom,member_id,lead_months,temporal_resolution,anomaly_base_period,roni_anom,tropical_mean_anom
CFS,CFSv2,dynamical,2026-05-05,2026-06,1.3703336715698242,ens_E3_001,1,monthly,1991-2020,0.9988580942153931,0.37147557735443115
CFS,CFSv2,dynamical,2026-05-05,2026-07,1.8067296743392944,ens_E3_001,2,monthly,1991-2020,1.396176815032959,0.41055285930633545
CFS,CFSv2,dynamical,2026-05-05,2026-08,2.27905535697937,ens_E3_001,3,monthly,1991-2020,1.6288175582885742,0.6502377986907959
CFS,CFSv2,dynamical,2026-05-05,2026-09,2.413749933242798,ens_E3_001,4,monthly,1991-2020,1.8620085716247559,0.551741361618042
CFS,CFSv2,dynamical,2026-05-05,2026-10,2.859729528427124,ens_E3_001,5,monthly,1991-2020,2.250244379043579,0.6094851493835449
CFS,CFSv2,dynamical,2026-05-05,2026-11,3.39420223236084,ens_E3_001,6,monthly,1991-2020,2.7060799598693848,0.6881222724914551
CFS,CFSv2,dynamical,2026-05-05,2026-12,3.5763964653015137,ens_E3_001,7,monthly,1991-2020,2.883178234100342,0.6932182312011719
CFS,CFSv2,dynamical,2026-05-05,2027-01,3.0893466472625732,ens_E3_001,8,monthly,1991-2020,2.2706265449523926,0.8187201023101807
CFS,CFSv2,dynamical,2026-05-05,2027-02,2.9073102474212646,ens_E3_001,9,monthly,1991-2020,2.102588176727295,0.8047220706939697
CFS,CFSv2,dynamical,2026-05-05,2026-06,1.337404727935791,ens_E3_002,1,monthly,1991-2020,0.9651933312416077,0.37221139669418335
CFS,CFSv2,dynamical,2026-05-05,2026-07,1.9565829038619995,ens_E3_002,2,monthly,1991-2020,1.5454021692276,0.4111807346343994
CFS,CFSv2,dynamical,2026-05-05,2026-08,2.5335352420806885,ens_E3_002,3,monthly,1991-2020,1.9530242681503296,0.5805109739303589
CFS,CFSv2,dynamical,2026-05-05,2026-09,2.9337522983551025,ens_E3_002,4,monthly,1991-2020,2.3845231533050537,0.5492291450500488
CFS,CFSv2,dynamical,2026-05-05,2026-10,3.4883058071136475,ens_E3_002,5,monthly,1991-2020,2.9031858444213867,0.5851199626922607
CFS,CFSv2,dynamical,2026-05-05,2026-11,3.756793260574341,ens_E3_002,6,monthly,1991-2020,3.106257200241089,0.650536060333252
CFS,CFSv2,dynamical,2026-05-05,2026-12,3.0314836502075195,ens_E3_002,7,monthly,1991-2020,2.3886873722076416,0.6427962779998779
CFS,CFSv2,dynamical,2026-05-05,2027-01,2.7722203731536865,ens_E3_002,8,monthly,1991-2020,2.0190682411193848,0.7531521320343018
CFS,CFSv2,dynamical,2026-05-05,2027-02,2.0057573318481445,ens_E3_002,9,monthly,1991-2020,1.102041482925415,0.9037158489227295
CFS,CFSv2,dynamical,2026-05-05,2026-06,1.258841872215271,ens_E3_003,1,monthly,1991-2020,0.8874521255493164,0.3713897466659546
CFS,CFSv2,dynamical,2026-05-05,2026-07,1.997855544090271,ens_E3_003,2,monthly,1991-2020,1.5730011463165283,0.4248543977737427
CFS,CFSv2,dynamical,2026-05-05,2026-08,2.5304207801818848,ens_E3_003,3,monthly,1991-2020,2.0634608268737793,0.46695995330810547
CFS,CFSv2,dynamical,2026-05-05,2026-09,2.6014389991760254,ens_E3_003,4,monthly,1991-2020,2.1260275840759277,0.47541141510009766
CFS,CFSv2,dynamical,2026-05-05,2026-10,3.0035250186920166,ens_E3_003,5,monthly,1991-2020,2.4692986011505127,0.5342264175415039
CFS,CFSv2,dynamical,2026-05-05,2026-11,3.304152011871338,ens_E3_003,6,monthly,1991-2020,2.7367522716522217,0.5673997402191162
CFS,CFSv2,dynamical,2026-05-05,2026-12,3.240199565887451,ens_E3_003,7,monthly,1991-2020,2.611663341522217,0.6285362243652344
CFS,CFSv2,dynamical,2026-05-05,2027-01,2.9369068145751953,ens_E3_003,8,monthly,1991-2020,2.112967014312744,0.8239398002624512
CFS,CFSv2,dynamical,2026-05-05,2027-02,2.7716987133026123,ens_E3_003,9,monthly,1991-2020,2.000408172607422,0.7712905406951904
CFS,CFSv2,dynamical,2026-05-05,2026-06,1.2904179096221924,ens_E3_004,1,monthly,1991-2020,0.903782308101654,0.38663560152053833
CFS,CFSv2,dynamical,2026-05-05,2026-07,1.7880773544311523,ens_E3_004,2,monthly,1991-2020,1.3785094022750854,0.4095679521560669
CFS,CFSv2,dynamical,2026-05-05,2026-08,2.40976881980896,ens_E3_004,3,monthly,1991-2020,1.8789805173873901,0.5307883024215698
CFS,CFSv2,dynamical,2026-05-05,2026-09,2.5869784355163574,ens_E3_004,4,monthly,1991-2020,2.0563912391662598,0.5305871963500977
CFS,CFSv2,dynamical,2026-05-05,2026-10,2.9030871391296387,ens_E3_004,5,monthly,1991-2020,2.3211145401000977,0.581972599029541
CFS,CFSv2,dynamical,2026-05-05,2026-11,3.401273012161255,ens_E3_004,6,monthly,1991-2020,2.8093578815460205,0.5919151306152344
CFS,CFSv2,dynamical,2026-05-05,2026-12,3.1691646575927734,ens_E3_004,7,monthly,1991-2020,2.5985372066497803,0.5706274509429932
CFS,CFSv2,dynamical,2026-05-05,2027-01,2.8079488277435303,ens_E3_004,8,monthly,1991-2020,2.184866428375244,0.6230823993682861
CFS,CFSv2,dynamical,2026-05-05,2027-02,2.24414324760437,ens_E3_004,9,monthly,1991-2020,1.5727015733718872,0.6714416742324829
