source,model,model_type,init_date,target_month,nino34_anom,member_id,lead_months,temporal_resolution,anomaly_base_period,roni_anom,tropical_mean_anom
CFS,CFSv2,dynamical,2026-07-10,2026-07,2.0372314453125,ens_E3_001,0,monthly,1991-2020,1.6011489629745483,0.43608248233795166
CFS,CFSv2,dynamical,2026-07-10,2026-08,2.615837335586548,ens_E3_001,1,monthly,1991-2020,2.0386743545532227,0.5771629810333252
CFS,CFSv2,dynamical,2026-07-10,2026-09,3.6724398136138916,ens_E3_001,2,monthly,1991-2020,2.923353910446167,0.7490859031677246
CFS,CFSv2,dynamical,2026-07-10,2026-10,4.256560325622559,ens_E3_001,3,monthly,1991-2020,3.4479737281799316,0.808586597442627
CFS,CFSv2,dynamical,2026-07-10,2026-11,4.172328948974609,ens_E3_001,4,monthly,1991-2020,3.327080488204956,0.8452484607696533
CFS,CFSv2,dynamical,2026-07-10,2026-12,3.7640609741210938,ens_E3_001,5,monthly,1991-2020,2.7962253093719482,0.9678356647491455
CFS,CFSv2,dynamical,2026-07-10,2027-01,3.220842123031616,ens_E3_001,6,monthly,1991-2020,2.1670572757720947,1.0537848472595215
CFS,CFSv2,dynamical,2026-07-10,2027-02,2.653294563293457,ens_E3_001,7,monthly,1991-2020,1.6867355108261108,0.9665590524673462
CFS,CFSv2,dynamical,2026-07-10,2027-03,2.045874834060669,ens_E3_001,8,monthly,1991-2020,1.1519726514816284,0.8939021825790405
CFS,CFSv2,dynamical,2026-07-10,2026-07,2.0737173557281494,ens_E3_002,0,monthly,1991-2020,1.6242108345031738,0.4495065212249756
CFS,CFSv2,dynamical,2026-07-10,2026-08,2.837796449661255,ens_E3_002,1,monthly,1991-2020,2.250666618347168,0.5871298313140869
CFS,CFSv2,dynamical,2026-07-10,2026-09,3.41451096534729,ens_E3_002,2,monthly,1991-2020,2.775271415710449,0.6392395496368408
CFS,CFSv2,dynamical,2026-07-10,2026-10,4.01284646987915,ens_E3_002,3,monthly,1991-2020,3.322162389755249,0.6906840801239014
CFS,CFSv2,dynamical,2026-07-10,2026-11,4.058106899261475,ens_E3_002,4,monthly,1991-2020,3.2579410076141357,0.8001658916473389
CFS,CFSv2,dynamical,2026-07-10,2026-12,4.01084041595459,ens_E3_002,5,monthly,1991-2020,3.0863609313964844,0.9244794845581055
CFS,CFSv2,dynamical,2026-07-10,2027-01,3.451263427734375,ens_E3_002,6,monthly,1991-2020,2.4100241661071777,1.0412392616271973
CFS,CFSv2,dynamical,2026-07-10,2027-02,2.5988965034484863,ens_E3_002,7,monthly,1991-2020,1.6039351224899292,0.9949613809585571
CFS,CFSv2,dynamical,2026-07-10,2027-03,1.7030878067016602,ens_E3_002,8,monthly,1991-2020,0.6877022981643677,1.0153855085372925
CFS,CFSv2,dynamical,2026-07-10,2026-07,2.077531576156616,ens_E3_003,0,monthly,1991-2020,1.646950125694275,0.4305814504623413
CFS,CFSv2,dynamical,2026-07-10,2026-08,2.721714496612549,ens_E3_003,1,monthly,1991-2020,2.1866037845611572,0.5351107120513916
CFS,CFSv2,dynamical,2026-07-10,2026-09,3.506805658340454,ens_E3_003,2,monthly,1991-2020,2.8002991676330566,0.7065064907073975
CFS,CFSv2,dynamical,2026-07-10,2026-10,4.030332088470459,ens_E3_003,3,monthly,1991-2020,3.326650381088257,0.7036817073822021
CFS,CFSv2,dynamical,2026-07-10,2026-11,4.2014546394348145,ens_E3_003,4,monthly,1991-2020,3.4054722785949707,0.7959823608398438
CFS,CFSv2,dynamical,2026-07-10,2026-12,3.3574728965759277,ens_E3_003,5,monthly,1991-2020,2.4523069858551025,0.9051659107208252
CFS,CFSv2,dynamical,2026-07-10,2027-01,2.7540433406829834,ens_E3_003,6,monthly,1991-2020,1.824216365814209,0.9298269748687744
CFS,CFSv2,dynamical,2026-07-10,2027-02,2.8022055625915527,ens_E3_003,7,monthly,1991-2020,1.9236814975738525,0.8785240650177002
CFS,CFSv2,dynamical,2026-07-10,2027-03,1.9309663772583008,ens_E3_003,8,monthly,1991-2020,0.9598686099052429,0.9710977673530579
CFS,CFSv2,dynamical,2026-07-09,2026-07,2.0824809074401855,ens_E3_004,0,monthly,1991-2020,1.6327953338623047,0.44968557357788086
CFS,CFSv2,dynamical,2026-07-09,2026-08,2.8092472553253174,ens_E3_004,1,monthly,1991-2020,2.229410409927368,0.5798368453979492
CFS,CFSv2,dynamical,2026-07-09,2026-09,3.640393018722534,ens_E3_004,2,monthly,1991-2020,2.9404234886169434,0.6999695301055908
CFS,CFSv2,dynamical,2026-07-09,2026-10,4.238040447235107,ens_E3_004,3,monthly,1991-2020,3.4171783924102783,0.8208620548248291
CFS,CFSv2,dynamical,2026-07-09,2026-11,4.569609642028809,ens_E3_004,4,monthly,1991-2020,3.6979527473449707,0.8716568946838379
CFS,CFSv2,dynamical,2026-07-09,2026-12,4.269363880157471,ens_E3_004,5,monthly,1991-2020,3.38565993309021,0.8837039470672607
CFS,CFSv2,dynamical,2026-07-09,2027-01,3.3463473320007324,ens_E3_004,6,monthly,1991-2020,2.3672518730163574,0.979095458984375
CFS,CFSv2,dynamical,2026-07-09,2027-02,2.6686925888061523,ens_E3_004,7,monthly,1991-2020,1.64335036277771,1.0253422260284424
CFS,CFSv2,dynamical,2026-07-09,2027-03,1.8164118528366089,ens_E3_004,8,monthly,1991-2020,0.8736062049865723,0.9428056478500366
CFS,CFSv2,dynamical,2026-07-09,2026-07,2.0443363189697266,ens_E3_005,0,monthly,1991-2020,1.6170411109924316,0.4272952079772949
CFS,CFSv2,dynamical,2026-07-09,2026-08,2.8289546966552734,ens_E3_005,1,monthly,1991-2020,2.2678449153900146,0.5611097812652588
CFS,CFSv2,dynamical,2026-07-09,2026-09,3.6883158683776855,ens_E3_005,2,monthly,1991-2020,2.975937843322754,0.7123780250549316
CFS,CFSv2,dynamical,2026-07-09,2026-10,4.048794746398926,ens_E3_005,3,monthly,1991-2020,3.1831631660461426,0.8656315803527832
CFS,CFSv2,dynamical,2026-07-09,2026-11,4.050036430358887,ens_E3_005,4,monthly,1991-2020,3.1591899394989014,0.8908464908599854
CFS,CFSv2,dynamical,2026-07-09,2026-12,4.0504560470581055,ens_E3_005,5,monthly,1991-2020,3.0748403072357178,0.9756157398223877
CFS,CFSv2,dynamical,2026-07-09,2027-01,3.640143871307373,ens_E3_005,6,monthly,1991-2020,2.705461025238037,0.9346828460693359
CFS,CFSv2,dynamical,2026-07-09,2027-02,2.584202766418457,ens_E3_005,7,monthly,1991-2020,1.6042824983596802,0.9799202680587769
CFS,CFSv2,dynamical,2026-07-09,2027-03,2.073158025741577,ens_E3_005,8,monthly,1991-2020,1.154398798942566,0.9187592267990112
CFS,CFSv2,dynamical,2026-07-09,2026-07,2.0430986881256104,ens_E3_006,0,monthly,1991-2020,1.603794813156128,0.4393038749694824
CFS,CFSv2,dynamical,2026-07-09,2026-08,2.7970120906829834,ens_E3_006,1,monthly,1991-2020,2.1415114402770996,0.6555006504058838
CFS,CFSv2,dynamical,2026-07-09,2026-09,3.6966302394866943,ens_E3_006,2,monthly,1991-2020,2.99536395072937,0.7012662887573242
CFS,CFSv2,dynamical,2026-07-09,2026-10,4.3626532554626465,ens_E3_006,3,monthly,1991-2020,3.516646385192871,0.8460068702697754
CFS,CFSv2,dynamical,2026-07-09,2026-11,4.607020854949951,ens_E3_006,4,monthly,1991-2020,3.707374095916748,0.8996467590332031
CFS,CFSv2,dynamical,2026-07-09,2026-12,3.9540328979492188,ens_E3_006,5,monthly,1991-2020,2.977076530456543,0.9769563674926758
CFS,CFSv2,dynamical,2026-07-09,2027-01,3.0110902786254883,ens_E3_006,6,monthly,1991-2020,1.9255136251449585,1.0855766534805298
CFS,CFSv2,dynamical,2026-07-09,2027-02,2.2678513526916504,ens_E3_006,7,monthly,1991-2020,1.183741807937622,1.0841095447540283
CFS,CFSv2,dynamical,2026-07-09,2027-03,1.4919184446334839,ens_E3_006,8,monthly,1991-2020,0.49407845735549927,0.9978399872779846
CFS,CFSv2,dynamical,2026-07-09,2026-07,2.02301287651062,ens_E3_007,0,monthly,1991-2020,1.576395034790039,0.44661784172058105
