source,model,model_type,init_date,target_month,nino34_anom,member_id,lead_months,temporal_resolution,anomaly_base_period
CFS,CFSv2,dynamical,2026-03-01,2026-04,0.30650657415390015,ens_E3_001,1,monthly,1991-2020
CFS,CFSv2,dynamical,2026-03-01,2026-05,0.6876628398895264,ens_E3_001,2,monthly,1991-2020
CFS,CFSv2,dynamical,2026-03-01,2026-06,1.0555248260498047,ens_E3_001,3,monthly,1991-2020
CFS,CFSv2,dynamical,2026-03-01,2026-07,1.283497929573059,ens_E3_001,4,monthly,1991-2020
CFS,CFSv2,dynamical,2026-03-01,2026-08,1.4055231809616089,ens_E3_001,5,monthly,1991-2020
CFS,CFSv2,dynamical,2026-03-01,2026-09,1.239857792854309,ens_E3_001,6,monthly,1991-2020
CFS,CFSv2,dynamical,2026-03-01,2026-10,1.4497288465499878,ens_E3_001,7,monthly,1991-2020
CFS,CFSv2,dynamical,2026-03-01,2026-11,1.2891641855239868,ens_E3_001,8,monthly,1991-2020
CFS,CFSv2,dynamical,2026-03-01,2026-12,0.9925923347473145,ens_E3_001,9,monthly,1991-2020
CFS,CFSv2,dynamical,2026-03-01,2026-04,0.23731809854507446,ens_E3_002,1,monthly,1991-2020
CFS,CFSv2,dynamical,2026-03-01,2026-05,0.7648513913154602,ens_E3_002,2,monthly,1991-2020
CFS,CFSv2,dynamical,2026-03-01,2026-06,1.1713943481445312,ens_E3_002,3,monthly,1991-2020
CFS,CFSv2,dynamical,2026-03-01,2026-07,1.3575291633605957,ens_E3_002,4,monthly,1991-2020
CFS,CFSv2,dynamical,2026-03-01,2026-08,1.5300016403198242,ens_E3_002,5,monthly,1991-2020
CFS,CFSv2,dynamical,2026-03-01,2026-09,1.5507804155349731,ens_E3_002,6,monthly,1991-2020
CFS,CFSv2,dynamical,2026-03-01,2026-10,1.5083800554275513,ens_E3_002,7,monthly,1991-2020
CFS,CFSv2,dynamical,2026-03-01,2026-11,1.7843174934387207,ens_E3_002,8,monthly,1991-2020
CFS,CFSv2,dynamical,2026-03-01,2026-12,2.0123746395111084,ens_E3_002,9,monthly,1991-2020
CFS,CFSv2,dynamical,2026-03-01,2026-04,0.16464802622795105,ens_E3_003,1,monthly,1991-2020
CFS,CFSv2,dynamical,2026-03-01,2026-05,0.7813416123390198,ens_E3_003,2,monthly,1991-2020
CFS,CFSv2,dynamical,2026-03-01,2026-06,0.7661164402961731,ens_E3_003,3,monthly,1991-2020
CFS,CFSv2,dynamical,2026-03-01,2026-07,1.0058192014694214,ens_E3_003,4,monthly,1991-2020
CFS,CFSv2,dynamical,2026-03-01,2026-08,1.3728582859039307,ens_E3_003,5,monthly,1991-2020
CFS,CFSv2,dynamical,2026-03-01,2026-09,1.5579700469970703,ens_E3_003,6,monthly,1991-2020
CFS,CFSv2,dynamical,2026-03-01,2026-10,2.0255510807037354,ens_E3_003,7,monthly,1991-2020
CFS,CFSv2,dynamical,2026-03-01,2026-11,2.269967794418335,ens_E3_003,8,monthly,1991-2020
CFS,CFSv2,dynamical,2026-03-01,2026-12,2.3709561824798584,ens_E3_003,9,monthly,1991-2020
CFS,CFSv2,dynamical,2026-03-01,2026-04,0.3173869252204895,ens_E3_004,1,monthly,1991-2020
CFS,CFSv2,dynamical,2026-03-01,2026-05,1.008143424987793,ens_E3_004,2,monthly,1991-2020
CFS,CFSv2,dynamical,2026-03-01,2026-06,1.4335532188415527,ens_E3_004,3,monthly,1991-2020
CFS,CFSv2,dynamical,2026-03-01,2026-07,1.706652283668518,ens_E3_004,4,monthly,1991-2020
CFS,CFSv2,dynamical,2026-03-01,2026-08,1.7157050371170044,ens_E3_004,5,monthly,1991-2020
CFS,CFSv2,dynamical,2026-03-01,2026-09,1.8343420028686523,ens_E3_004,6,monthly,1991-2020
CFS,CFSv2,dynamical,2026-03-01,2026-10,1.8358770608901978,ens_E3_004,7,monthly,1991-2020
CFS,CFSv2,dynamical,2026-03-01,2026-11,1.9307392835617065,ens_E3_004,8,monthly,1991-2020
CFS,CFSv2,dynamical,2026-03-01,2026-12,1.6369165182113647,ens_E3_004,9,monthly,1991-2020
CFS,CFSv2,dynamical,2026-03-01,2026-04,0.20782777667045593,ens_E3_005,1,monthly,1991-2020
CFS,CFSv2,dynamical,2026-03-01,2026-05,0.4017130136489868,ens_E3_005,2,monthly,1991-2020
CFS,CFSv2,dynamical,2026-03-01,2026-06,1.0587046146392822,ens_E3_005,3,monthly,1991-2020
CFS,CFSv2,dynamical,2026-03-01,2026-07,1.9851065874099731,ens_E3_005,4,monthly,1991-2020
CFS,CFSv2,dynamical,2026-03-01,2026-08,2.0601725578308105,ens_E3_005,5,monthly,1991-2020
CFS,CFSv2,dynamical,2026-03-01,2026-09,2.1320412158966064,ens_E3_005,6,monthly,1991-2020
CFS,CFSv2,dynamical,2026-03-01,2026-10,2.3472957611083984,ens_E3_005,7,monthly,1991-2020
CFS,CFSv2,dynamical,2026-03-01,2026-11,2.2387118339538574,ens_E3_005,8,monthly,1991-2020
CFS,CFSv2,dynamical,2026-03-01,2026-12,2.2845122814178467,ens_E3_005,9,monthly,1991-2020
CFS,CFSv2,dynamical,2026-03-01,2026-04,0.3723907768726349,ens_E3_006,1,monthly,1991-2020
CFS,CFSv2,dynamical,2026-03-01,2026-05,0.89316725730896,ens_E3_006,2,monthly,1991-2020
CFS,CFSv2,dynamical,2026-03-01,2026-06,1.3765298128128052,ens_E3_006,3,monthly,1991-2020
CFS,CFSv2,dynamical,2026-03-01,2026-07,2.186220169067383,ens_E3_006,4,monthly,1991-2020
CFS,CFSv2,dynamical,2026-03-01,2026-08,2.8947970867156982,ens_E3_006,5,monthly,1991-2020
CFS,CFSv2,dynamical,2026-03-01,2026-09,2.821978807449341,ens_E3_006,6,monthly,1991-2020
CFS,CFSv2,dynamical,2026-03-01,2026-10,2.875448703765869,ens_E3_006,7,monthly,1991-2020
CFS,CFSv2,dynamical,2026-03-01,2026-11,2.5577495098114014,ens_E3_006,8,monthly,1991-2020
CFS,CFSv2,dynamical,2026-03-01,2026-12,2.6214849948883057,ens_E3_006,9,monthly,1991-2020
CFS,CFSv2,dynamical,2026-03-01,2026-04,0.1838546246290207,ens_E3_007,1,monthly,1991-2020
CFS,CFSv2,dynamical,2026-03-01,2026-05,0.7453944087028503,ens_E3_007,2,monthly,1991-2020
CFS,CFSv2,dynamical,2026-03-01,2026-06,1.2109529972076416,ens_E3_007,3,monthly,1991-2020
CFS,CFSv2,dynamical,2026-03-01,2026-07,1.3519407510757446,ens_E3_007,4,monthly,1991-2020
CFS,CFSv2,dynamical,2026-03-01,2026-08,1.2169190645217896,ens_E3_007,5,monthly,1991-2020
CFS,CFSv2,dynamical,2026-03-01,2026-09,1.4407721757888794,ens_E3_007,6,monthly,1991-2020
CFS,CFSv2,dynamical,2026-03-01,2026-10,1.689925193786621,ens_E3_007,7,monthly,1991-2020
CFS,CFSv2,dynamical,2026-03-01,2026-11,1.5251480340957642,ens_E3_007,8,monthly,1991-2020
CFS,CFSv2,dynamical,2026-03-01,2026-12,1.4302473068237305,ens_E3_007,9,monthly,1991-2020
CFS,CFSv2,dynamical,2026-03-01,2026-04,0.25109463930130005,ens_E3_008,1,monthly,1991-2020
CFS,CFSv2,dynamical,2026-03-01,2026-05,0.9258251190185547,ens_E3_008,2,monthly,1991-2020
CFS,CFSv2,dynamical,2026-03-01,2026-06,1.0512632131576538,ens_E3_008,3,monthly,1991-2020
CFS,CFSv2,dynamical,2026-03-01,2026-07,0.9324046969413757,ens_E3_008,4,monthly,1991-2020
CFS,CFSv2,dynamical,2026-03-01,2026-08,1.122369647026062,ens_E3_008,5,monthly,1991-2020
CFS,CFSv2,dynamical,2026-03-01,2026-09,1.1934276819229126,ens_E3_008,6,monthly,1991-2020
CFS,CFSv2,dynamical,2026-03-01,2026-10,1.5701695680618286,ens_E3_008,7,monthly,1991-2020
CFS,CFSv2,dynamical,2026-03-01,2026-11,1.5256080627441406,ens_E3_008,8,monthly,1991-2020
CFS,CFSv2,dynamical,2026-03-01,2026-12,1.7836560010910034,ens_E3_008,9,monthly,1991-2020
CFS,CFSv2,dynamical,2026-03-01,2026-04,0.3597566485404968,ens_E3_009,1,monthly,1991-2020
CFS,CFSv2,dynamical,2026-03-01,2026-05,0.6804689168930054,ens_E3_009,2,monthly,1991-2020
CFS,CFSv2,dynamical,2026-03-01,2026-06,0.9551276564598083,ens_E3_009,3,monthly,1991-2020
CFS,CFSv2,dynamical,2026-03-01,2026-07,1.1468191146850586,ens_E3_009,4,monthly,1991-2020
CFS,CFSv2,dynamical,2026-03-01,2026-08,1.1313873529434204,ens_E3_009,5,monthly,1991-2020
CFS,CFSv2,dynamical,2026-03-01,2026-09,1.2292393445968628,ens_E3_009,6,monthly,1991-2020
CFS,CFSv2,dynamical,2026-03-01,2026-10,1.6911767721176147,ens_E3_009,7,monthly,1991-2020
CFS,CFSv2,dynamical,2026-03-01,2026-11,1.8973323106765747,ens_E3_009,8,monthly,1991-2020
CFS,CFSv2,dynamical,2026-03-01,2026-12,1.8014167547225952,ens_E3_009,9,monthly,1991-2020
CFS,CFSv2,dynamical,2026-03-01,2026-04,0.3100576102733612,ens_E3_010,1,monthly,1991-2020
CFS,CFSv2,dynamical,2026-03-01,2026-05,0.7295392751693726,ens_E3_010,2,monthly,1991-2020
CFS,CFSv2,dynamical,2026-03-01,2026-06,0.991105854511261,ens_E3_010,3,monthly,1991-2020
CFS,CFSv2,dynamical,2026-03-01,2026-07,1.2851837873458862,ens_E3_010,4,monthly,1991-2020
CFS,CFSv2,dynamical,2026-03-01,2026-08,1.3547972440719604,ens_E3_010,5,monthly,1991-2020
CFS,CFSv2,dynamical,2026-03-01,2026-09,1.48618483543396,ens_E3_010,6,monthly,1991-2020
CFS,CFSv2,dynamical,2026-03-01,2026-10,1.5695427656173706,ens_E3_010,7,monthly,1991-2020
CFS,CFSv2,dynamical,2026-03-01,2026-11,2.0165207386016846,ens_E3_010,8,monthly,1991-2020
CFS,CFSv2,dynamical,2026-03-01,2026-12,1.5907171964645386,ens_E3_010,9,monthly,1991-2020
CFS,CFSv2,dynamical,2026-03-01,2026-04,0.3356936573982239,ens_E3_011,1,monthly,1991-2020
CFS,CFSv2,dynamical,2026-03-01,2026-05,0.9294933676719666,ens_E3_011,2,monthly,1991-2020
CFS,CFSv2,dynamical,2026-03-01,2026-06,1.2470263242721558,ens_E3_011,3,monthly,1991-2020
CFS,CFSv2,dynamical,2026-03-01,2026-07,1.5125116109848022,ens_E3_011,4,monthly,1991-2020
CFS,CFSv2,dynamical,2026-03-01,2026-08,1.6261074542999268,ens_E3_011,5,monthly,1991-2020
CFS,CFSv2,dynamical,2026-03-01,2026-09,2.059101104736328,ens_E3_011,6,monthly,1991-2020
CFS,CFSv2,dynamical,2026-03-01,2026-10,2.410341262817383,ens_E3_011,7,monthly,1991-2020
CFS,CFSv2,dynamical,2026-03-01,2026-11,2.6483891010284424,ens_E3_011,8,monthly,1991-2020
CFS,CFSv2,dynamical,2026-03-01,2026-12,2.251868963241577,ens_E3_011,9,monthly,1991-2020
CFS,CFSv2,dynamical,2026-03-01,2026-04,0.3914535343647003,ens_E3_012,1,monthly,1991-2020
CFS,CFSv2,dynamical,2026-03-01,2026-05,0.8053415417671204,ens_E3_012,2,monthly,1991-2020
CFS,CFSv2,dynamical,2026-03-01,2026-06,1.147445797920227,ens_E3_012,3,monthly,1991-2020
CFS,CFSv2,dynamical,2026-03-01,2026-07,1.466038703918457,ens_E3_012,4,monthly,1991-2020
CFS,CFSv2,dynamical,2026-03-01,2026-08,1.3164688348770142,ens_E3_012,5,monthly,1991-2020
CFS,CFSv2,dynamical,2026-03-01,2026-09,1.6348779201507568,ens_E3_012,6,monthly,1991-2020
CFS,CFSv2,dynamical,2026-03-01,2026-10,2.0583252906799316,ens_E3_012,7,monthly,1991-2020
CFS,CFSv2,dynamical,2026-03-01,2026-11,2.4557747840881348,ens_E3_012,8,monthly,1991-2020
CFS,CFSv2,dynamical,2026-03-01,2026-12,2.055978775024414,ens_E3_012,9,monthly,1991-2020
CFS,CFSv2,dynamical,2026-03-01,2026-04,0.25549325346946716,ens_E3_013,1,monthly,1991-2020
CFS,CFSv2,dynamical,2026-03-01,2026-05,0.7451310753822327,ens_E3_013,2,monthly,1991-2020
CFS,CFSv2,dynamical,2026-03-01,2026-06,1.2678788900375366,ens_E3_013,3,monthly,1991-2020
CFS,CFSv2,dynamical,2026-03-01,2026-07,1.6851989030838013,ens_E3_013,4,monthly,1991-2020
CFS,CFSv2,dynamical,2026-03-01,2026-08,2.0949759483337402,ens_E3_013,5,monthly,1991-2020
CFS,CFSv2,dynamical,2026-03-01,2026-09,2.034456968307495,ens_E3_013,6,monthly,1991-2020
CFS,CFSv2,dynamical,2026-03-01,2026-10,2.2844159603118896,ens_E3_013,7,monthly,1991-2020
CFS,CFSv2,dynamical,2026-03-01,2026-11,2.276766777038574,ens_E3_013,8,monthly,1991-2020
CFS,CFSv2,dynamical,2026-03-01,2026-12,1.968772292137146,ens_E3_013,9,monthly,1991-2020
CFS,CFSv2,dynamical,2026-03-01,2026-04,0.3642187714576721,ens_E3_014,1,monthly,1991-2020
CFS,CFSv2,dynamical,2026-03-01,2026-05,0.9732360243797302,ens_E3_014,2,monthly,1991-2020
CFS,CFSv2,dynamical,2026-03-01,2026-06,1.21537446975708,ens_E3_014,3,monthly,1991-2020
CFS,CFSv2,dynamical,2026-03-01,2026-07,1.4371941089630127,ens_E3_014,4,monthly,1991-2020
CFS,CFSv2,dynamical,2026-03-01,2026-08,1.5710254907608032,ens_E3_014,5,monthly,1991-2020
CFS,CFSv2,dynamical,2026-03-01,2026-09,1.9875901937484741,ens_E3_014,6,monthly,1991-2020
CFS,CFSv2,dynamical,2026-03-01,2026-10,2.255842685699463,ens_E3_014,7,monthly,1991-2020
CFS,CFSv2,dynamical,2026-03-01,2026-11,2.608562469482422,ens_E3_014,8,monthly,1991-2020
CFS,CFSv2,dynamical,2026-03-01,2026-12,2.153379440307617,ens_E3_014,9,monthly,1991-2020
CFS,CFSv2,dynamical,2026-03-01,2026-04,0.2924942374229431,ens_E3_015,1,monthly,1991-2020
CFS,CFSv2,dynamical,2026-03-01,2026-05,0.5512009859085083,ens_E3_015,2,monthly,1991-2020
CFS,CFSv2,dynamical,2026-03-01,2026-06,0.6381112933158875,ens_E3_015,3,monthly,1991-2020
CFS,CFSv2,dynamical,2026-03-01,2026-07,0.5251888036727905,ens_E3_015,4,monthly,1991-2020
CFS,CFSv2,dynamical,2026-03-01,2026-08,0.7248989939689636,ens_E3_015,5,monthly,1991-2020
CFS,CFSv2,dynamical,2026-03-01,2026-09,0.9279577136039734,ens_E3_015,6,monthly,1991-2020
CFS,CFSv2,dynamical,2026-03-01,2026-10,1.2189743518829346,ens_E3_015,7,monthly,1991-2020
CFS,CFSv2,dynamical,2026-03-01,2026-11,1.7323015928268433,ens_E3_015,8,monthly,1991-2020
CFS,CFSv2,dynamical,2026-03-01,2026-12,1.5896278619766235,ens_E3_015,9,monthly,1991-2020
CFS,CFSv2,dynamical,2026-03-01,2026-04,0.3043990135192871,ens_E3_016,1,monthly,1991-2020
CFS,CFSv2,dynamical,2026-03-01,2026-05,0.6425417065620422,ens_E3_016,2,monthly,1991-2020
CFS,CFSv2,dynamical,2026-03-01,2026-06,1.0239603519439697,ens_E3_016,3,monthly,1991-2020
CFS,CFSv2,dynamical,2026-03-01,2026-07,1.2121044397354126,ens_E3_016,4,monthly,1991-2020
CFS,CFSv2,dynamical,2026-03-01,2026-08,1.5410245656967163,ens_E3_016,5,monthly,1991-2020
CFS,CFSv2,dynamical,2026-03-01,2026-09,1.8678171634674072,ens_E3_016,6,monthly,1991-2020
CFS,CFSv2,dynamical,2026-03-01,2026-10,2.073270082473755,ens_E3_016,7,monthly,1991-2020
CFS,CFSv2,dynamical,2026-03-01,2026-11,2.221243381500244,ens_E3_016,8,monthly,1991-2020
CFS,CFSv2,dynamical,2026-03-01,2026-12,1.9607023000717163,ens_E3_016,9,monthly,1991-2020
CFS,CFSv2,dynamical,2026-03-01,2026-04,0.13821949064731598,ens_E3_017,1,monthly,1991-2020
CFS,CFSv2,dynamical,2026-03-01,2026-05,0.7169920206069946,ens_E3_017,2,monthly,1991-2020
CFS,CFSv2,dynamical,2026-03-01,2026-06,0.919487714767456,ens_E3_017,3,monthly,1991-2020
CFS,CFSv2,dynamical,2026-03-01,2026-07,1.4060585498809814,ens_E3_017,4,monthly,1991-2020
CFS,CFSv2,dynamical,2026-03-01,2026-08,1.7930806875228882,ens_E3_017,5,monthly,1991-2020
CFS,CFSv2,dynamical,2026-03-01,2026-09,2.010178327560425,ens_E3_017,6,monthly,1991-2020
CFS,CFSv2,dynamical,2026-03-01,2026-10,2.24287748336792,ens_E3_017,7,monthly,1991-2020
CFS,CFSv2,dynamical,2026-03-01,2026-11,2.4378061294555664,ens_E3_017,8,monthly,1991-2020
CFS,CFSv2,dynamical,2026-03-01,2026-12,2.2281813621520996,ens_E3_017,9,monthly,1991-2020
CFS,CFSv2,dynamical,2026-03-01,2026-04,0.21331682801246643,ens_E3_018,1,monthly,1991-2020
CFS,CFSv2,dynamical,2026-03-01,2026-05,0.5912339687347412,ens_E3_018,2,monthly,1991-2020
CFS,CFSv2,dynamical,2026-03-01,2026-06,1.0221226215362549,ens_E3_018,3,monthly,1991-2020
CFS,CFSv2,dynamical,2026-03-01,2026-07,0.8368901014328003,ens_E3_018,4,monthly,1991-2020
CFS,CFSv2,dynamical,2026-03-01,2026-08,0.9522382616996765,ens_E3_018,5,monthly,1991-2020
CFS,CFSv2,dynamical,2026-03-01,2026-09,1.0735992193222046,ens_E3_018,6,monthly,1991-2020
CFS,CFSv2,dynamical,2026-03-01,2026-10,0.8203463554382324,ens_E3_018,7,monthly,1991-2020
CFS,CFSv2,dynamical,2026-03-01,2026-11,0.7309567332267761,ens_E3_018,8,monthly,1991-2020
CFS,CFSv2,dynamical,2026-03-01,2026-12,0.78372722864151,ens_E3_018,9,monthly,1991-2020
CFS,CFSv2,dynamical,2026-03-01,2026-04,0.16315747797489166,ens_E3_019,1,monthly,1991-2020
CFS,CFSv2,dynamical,2026-03-01,2026-05,0.5414415597915649,ens_E3_019,2,monthly,1991-2020
CFS,CFSv2,dynamical,2026-03-01,2026-06,0.9885457754135132,ens_E3_019,3,monthly,1991-2020
CFS,CFSv2,dynamical,2026-03-01,2026-07,1.1821238994598389,ens_E3_019,4,monthly,1991-2020
CFS,CFSv2,dynamical,2026-03-01,2026-08,1.0523689985275269,ens_E3_019,5,monthly,1991-2020
CFS,CFSv2,dynamical,2026-03-01,2026-09,1.3148621320724487,ens_E3_019,6,monthly,1991-2020
CFS,CFSv2,dynamical,2026-03-01,2026-10,1.4366692304611206,ens_E3_019,7,monthly,1991-2020
CFS,CFSv2,dynamical,2026-03-01,2026-11,1.7252066135406494,ens_E3_019,8,monthly,1991-2020
CFS,CFSv2,dynamical,2026-03-01,2026-12,1.272742509841919,ens_E3_019,9,monthly,1991-2020
CFS,CFSv2,dynamical,2026-03-01,2026-04,0.21171699464321136,ens_E3_020,1,monthly,1991-2020
CFS,CFSv2,dynamical,2026-03-01,2026-05,0.6800847053527832,ens_E3_020,2,monthly,1991-2020
CFS,CFSv2,dynamical,2026-03-01,2026-06,0.9901608228683472,ens_E3_020,3,monthly,1991-2020
CFS,CFSv2,dynamical,2026-03-01,2026-07,1.4141416549682617,ens_E3_020,4,monthly,1991-2020
CFS,CFSv2,dynamical,2026-03-01,2026-08,1.3491920232772827,ens_E3_020,5,monthly,1991-2020
CFS,CFSv2,dynamical,2026-03-01,2026-09,1.5237759351730347,ens_E3_020,6,monthly,1991-2020
CFS,CFSv2,dynamical,2026-03-01,2026-10,1.7425100803375244,ens_E3_020,7,monthly,1991-2020
CFS,CFSv2,dynamical,2026-03-01,2026-11,2.0058705806732178,ens_E3_020,8,monthly,1991-2020
CFS,CFSv2,dynamical,2026-03-01,2026-12,1.841252326965332,ens_E3_020,9,monthly,1991-2020
CFS,CFSv2,dynamical,2026-03-01,2026-04,0.326288640499115,ens_E3_021,1,monthly,1991-2020
CFS,CFSv2,dynamical,2026-03-01,2026-05,0.6938510537147522,ens_E3_021,2,monthly,1991-2020
CFS,CFSv2,dynamical,2026-03-01,2026-06,1.2149500846862793,ens_E3_021,3,monthly,1991-2020
CFS,CFSv2,dynamical,2026-03-01,2026-07,1.6748247146606445,ens_E3_021,4,monthly,1991-2020
CFS,CFSv2,dynamical,2026-03-01,2026-08,2.024902820587158,ens_E3_021,5,monthly,1991-2020
CFS,CFSv2,dynamical,2026-03-01,2026-09,1.9822415113449097,ens_E3_021,6,monthly,1991-2020
CFS,CFSv2,dynamical,2026-03-01,2026-10,2.19438099861145,ens_E3_021,7,monthly,1991-2020
CFS,CFSv2,dynamical,2026-03-01,2026-11,2.5260391235351562,ens_E3_021,8,monthly,1991-2020
CFS,CFSv2,dynamical,2026-03-01,2026-12,2.6991586685180664,ens_E3_021,9,monthly,1991-2020
CFS,CFSv2,dynamical,2026-03-01,2026-04,0.33759716153144836,ens_E3_022,1,monthly,1991-2020
CFS,CFSv2,dynamical,2026-03-01,2026-05,0.9459467530250549,ens_E3_022,2,monthly,1991-2020
CFS,CFSv2,dynamical,2026-03-01,2026-06,1.34397554397583,ens_E3_022,3,monthly,1991-2020
CFS,CFSv2,dynamical,2026-03-01,2026-07,1.5844788551330566,ens_E3_022,4,monthly,1991-2020
CFS,CFSv2,dynamical,2026-03-01,2026-08,1.3854472637176514,ens_E3_022,5,monthly,1991-2020
CFS,CFSv2,dynamical,2026-03-01,2026-09,1.6232777833938599,ens_E3_022,6,monthly,1991-2020
CFS,CFSv2,dynamical,2026-03-01,2026-10,1.9258124828338623,ens_E3_022,7,monthly,1991-2020
CFS,CFSv2,dynamical,2026-03-01,2026-11,2.0606114864349365,ens_E3_022,8,monthly,1991-2020
CFS,CFSv2,dynamical,2026-03-01,2026-12,2.2629826068878174,ens_E3_022,9,monthly,1991-2020
CFS,CFSv2,dynamical,2026-03-01,2026-04,0.2839660942554474,ens_E3_023,1,monthly,1991-2020
CFS,CFSv2,dynamical,2026-03-01,2026-05,0.6844377517700195,ens_E3_023,2,monthly,1991-2020
CFS,CFSv2,dynamical,2026-03-01,2026-06,1.280336856842041,ens_E3_023,3,monthly,1991-2020
CFS,CFSv2,dynamical,2026-03-01,2026-07,1.3205081224441528,ens_E3_023,4,monthly,1991-2020
CFS,CFSv2,dynamical,2026-03-01,2026-08,1.4542033672332764,ens_E3_023,5,monthly,1991-2020
CFS,CFSv2,dynamical,2026-03-01,2026-09,1.7431602478027344,ens_E3_023,6,monthly,1991-2020
CFS,CFSv2,dynamical,2026-03-01,2026-10,1.6370935440063477,ens_E3_023,7,monthly,1991-2020
CFS,CFSv2,dynamical,2026-03-01,2026-11,1.7593849897384644,ens_E3_023,8,monthly,1991-2020
CFS,CFSv2,dynamical,2026-03-01,2026-12,1.667908787727356,ens_E3_023,9,monthly,1991-2020
CFS,CFSv2,dynamical,2026-03-01,2026-04,0.37750640511512756,ens_E3_024,1,monthly,1991-2020
CFS,CFSv2,dynamical,2026-03-01,2026-05,0.8857018947601318,ens_E3_024,2,monthly,1991-2020
CFS,CFSv2,dynamical,2026-03-01,2026-06,1.3771476745605469,ens_E3_024,3,monthly,1991-2020
CFS,CFSv2,dynamical,2026-03-01,2026-07,1.7652443647384644,ens_E3_024,4,monthly,1991-2020
CFS,CFSv2,dynamical,2026-03-01,2026-08,1.921776294708252,ens_E3_024,5,monthly,1991-2020
CFS,CFSv2,dynamical,2026-03-01,2026-09,2.0471720695495605,ens_E3_024,6,monthly,1991-2020
CFS,CFSv2,dynamical,2026-03-01,2026-10,2.3238987922668457,ens_E3_024,7,monthly,1991-2020
CFS,CFSv2,dynamical,2026-03-01,2026-11,2.690291404724121,ens_E3_024,8,monthly,1991-2020
CFS,CFSv2,dynamical,2026-03-01,2026-12,2.1497244834899902,ens_E3_024,9,monthly,1991-2020
CFS,CFSv2,dynamical,2026-03-01,2026-04,0.3562472462654114,ens_E3_025,1,monthly,1991-2020
CFS,CFSv2,dynamical,2026-03-01,2026-05,0.5239317417144775,ens_E3_025,2,monthly,1991-2020
CFS,CFSv2,dynamical,2026-03-01,2026-06,1.1139696836471558,ens_E3_025,3,monthly,1991-2020
CFS,CFSv2,dynamical,2026-03-01,2026-07,1.736980676651001,ens_E3_025,4,monthly,1991-2020
CFS,CFSv2,dynamical,2026-03-01,2026-08,1.9081653356552124,ens_E3_025,5,monthly,1991-2020
