source,model,model_type,init_date,target_month,nino34_anom,member_id,lead_months,temporal_resolution,anomaly_base_period,roni_anom,tropical_mean_anom
CFS,CFSv2,dynamical,2026-09-23,2026-10,3.2066385746002197,ens_E3_001,1,monthly,1991-2020,2.844977855682373,0.3616607189178467
CFS,CFSv2,dynamical,2026-09-23,2026-11,3.496324300765991,ens_E3_001,2,monthly,1991-2020,3.047715902328491,0.4486083984375
CFS,CFSv2,dynamical,2026-09-23,2026-12,3.8439974784851074,ens_E3_001,3,monthly,1991-2020,3.3994219303131104,0.44457554817199707
CFS,CFSv2,dynamical,2026-09-23,2027-01,2.939905881881714,ens_E3_001,4,monthly,1991-2020,2.37068772315979,0.5692181587219238
CFS,CFSv2,dynamical,2026-09-23,2027-02,2.068552255630493,ens_E3_001,5,monthly,1991-2020,1.3713549375534058,0.6971973180770874
CFS,CFSv2,dynamical,2026-09-23,2027-03,1.518133282661438,ens_E3_001,6,monthly,1991-2020,0.8261014819145203,0.6920318007469177
CFS,CFSv2,dynamical,2026-09-23,2027-04,1.0081149339675903,ens_E3_001,7,monthly,1991-2020,0.3455013334751129,0.6626136004924774
CFS,CFSv2,dynamical,2026-09-23,2027-05,0.20951513946056366,ens_E3_001,8,monthly,1991-2020,-0.5358594059944153,0.7453745454549789
CFS,CFSv2,dynamical,2026-09-23,2027-06,-0.18563531339168549,ens_E3_001,9,monthly,1991-2020,-1.0850746631622314,0.899439349770546
CFS,CFSv2,dynamical,2026-09-23,2026-10,3.27193021774292,ens_E3_002,1,monthly,1991-2020,2.8663501739501953,0.4055800437927246
CFS,CFSv2,dynamical,2026-09-23,2026-11,3.186612606048584,ens_E3_002,2,monthly,1991-2020,2.5332443714141846,0.6533682346343994
CFS,CFSv2,dynamical,2026-09-23,2026-12,3.4161362648010254,ens_E3_002,3,monthly,1991-2020,2.6723361015319824,0.743800163269043
CFS,CFSv2,dynamical,2026-09-23,2027-01,3.062716007232666,ens_E3_002,4,monthly,1991-2020,2.3108301162719727,0.7518858909606934
CFS,CFSv2,dynamical,2026-09-23,2027-02,2.804417848587036,ens_E3_002,5,monthly,1991-2020,2.139887809753418,0.6645300388336182
CFS,CFSv2,dynamical,2026-09-23,2027-03,2.2963685989379883,ens_E3_002,6,monthly,1991-2020,1.577510118484497,0.7188584804534912
CFS,CFSv2,dynamical,2026-09-23,2027-04,1.2765954732894897,ens_E3_002,7,monthly,1991-2020,0.42647475004196167,0.8501207232475281
CFS,CFSv2,dynamical,2026-09-23,2027-05,0.5967104434967041,ens_E3_002,8,monthly,1991-2020,-0.2888289988040924,0.8855394423007965
CFS,CFSv2,dynamical,2026-09-23,2027-06,0.3708042502403259,ens_E3_002,9,monthly,1991-2020,-0.3942891061306,0.7650933563709259
CFS,CFSv2,dynamical,2026-09-23,2026-10,3.075963258743286,ens_E3_003,1,monthly,1991-2020,2.626058340072632,0.4499049186706543
CFS,CFSv2,dynamical,2026-09-23,2026-11,3.747051239013672,ens_E3_003,2,monthly,1991-2020,3.110560894012451,0.6364903450012207
CFS,CFSv2,dynamical,2026-09-23,2026-12,3.2899272441864014,ens_E3_003,3,monthly,1991-2020,2.640303134918213,0.6496241092681885
CFS,CFSv2,dynamical,2026-09-23,2027-01,2.9732329845428467,ens_E3_003,4,monthly,1991-2020,2.2990987300872803,0.6741342544555664
CFS,CFSv2,dynamical,2026-09-23,2027-02,2.687699794769287,ens_E3_003,5,monthly,1991-2020,2.0505011081695557,0.6371986865997314
CFS,CFSv2,dynamical,2026-09-23,2027-03,1.8141381740570068,ens_E3_003,6,monthly,1991-2020,1.1024117469787598,0.7117264270782471
CFS,CFSv2,dynamical,2026-09-23,2027-04,1.383249044418335,ens_E3_003,7,monthly,1991-2020,0.5885419249534607,0.7947071194648743
