source,model,model_type,init_date,target_month,nino34_anom,member_id,lead_months,temporal_resolution,anomaly_base_period,roni_anom,tropical_mean_anom
CFS,CFSv2,dynamical,2026-06-27,2026-07,1.8344882726669312,ens_E3_001,1,monthly,1991-2020,1.4136402606964111,0.42084801197052
CFS,CFSv2,dynamical,2026-06-27,2026-08,2.909508466720581,ens_E3_001,2,monthly,1991-2020,2.4449734687805176,0.4645349979400635
CFS,CFSv2,dynamical,2026-06-27,2026-09,3.7240843772888184,ens_E3_001,3,monthly,1991-2020,3.198025703430176,0.5260586738586426
CFS,CFSv2,dynamical,2026-06-27,2026-10,4.185360908508301,ens_E3_001,4,monthly,1991-2020,3.5051157474517822,0.6802451610565186
CFS,CFSv2,dynamical,2026-06-27,2026-11,4.153025150299072,ens_E3_001,5,monthly,1991-2020,3.3826000690460205,0.7704250812530518
CFS,CFSv2,dynamical,2026-06-27,2026-12,3.5448191165924072,ens_E3_001,6,monthly,1991-2020,2.6536715030670166,0.8911476135253906
CFS,CFSv2,dynamical,2026-06-27,2027-01,2.881633758544922,ens_E3_001,7,monthly,1991-2020,1.837651252746582,1.0439825057983398
CFS,CFSv2,dynamical,2026-06-27,2027-02,1.9879070520401,ens_E3_001,8,monthly,1991-2020,0.8791499137878418,1.1087571382522583
CFS,CFSv2,dynamical,2026-06-27,2027-03,1.2221254110336304,ens_E3_001,9,monthly,1991-2020,0.16385412216186523,1.0582712888717651
CFS,CFSv2,dynamical,2026-06-27,2026-07,1.8643338680267334,ens_E3_002,1,monthly,1991-2020,1.489486575126648,0.37484729290008545
CFS,CFSv2,dynamical,2026-06-27,2026-08,2.8275980949401855,ens_E3_002,2,monthly,1991-2020,2.450434446334839,0.3771636486053467
CFS,CFSv2,dynamical,2026-06-27,2026-09,3.828622579574585,ens_E3_002,3,monthly,1991-2020,3.3033344745635986,0.5252881050109863
CFS,CFSv2,dynamical,2026-06-27,2026-10,4.1981520652771,ens_E3_002,4,monthly,1991-2020,3.5610225200653076,0.637129545211792
CFS,CFSv2,dynamical,2026-06-27,2026-11,4.373620986938477,ens_E3_002,5,monthly,1991-2020,3.6787235736846924,0.6948974132537842
CFS,CFSv2,dynamical,2026-06-27,2026-12,3.6813442707061768,ens_E3_002,6,monthly,1991-2020,2.857511043548584,0.8238332271575928
CFS,CFSv2,dynamical,2026-06-27,2027-01,2.5427744388580322,ens_E3_002,7,monthly,1991-2020,1.5540016889572144,0.9887727499008179
CFS,CFSv2,dynamical,2026-06-27,2027-02,2.0504226684570312,ens_E3_002,8,monthly,1991-2020,1.0995371341705322,0.950885534286499
CFS,CFSv2,dynamical,2026-06-27,2027-03,1.4336944818496704,ens_E3_002,9,monthly,1991-2020,0.4204425811767578,1.0132519006729126
CFS,CFSv2,dynamical,2026-06-27,2026-07,1.844954490661621,ens_E3_003,1,monthly,1991-2020,1.4358155727386475,0.40913891792297363
CFS,CFSv2,dynamical,2026-06-27,2026-08,2.869786262512207,ens_E3_003,2,monthly,1991-2020,2.406604290008545,0.4631819725036621
CFS,CFSv2,dynamical,2026-06-27,2026-09,3.3185694217681885,ens_E3_003,3,monthly,1991-2020,2.7551255226135254,0.5634438991546631
CFS,CFSv2,dynamical,2026-06-27,2026-10,3.8521888256073,ens_E3_003,4,monthly,1991-2020,3.1820123195648193,0.6701765060424805
CFS,CFSv2,dynamical,2026-06-27,2026-11,4.189779758453369,ens_E3_003,5,monthly,1991-2020,3.451603412628174,0.7381763458251953
CFS,CFSv2,dynamical,2026-06-27,2026-12,3.697862148284912,ens_E3_003,6,monthly,1991-2020,2.9991133213043213,0.6987488269805908
CFS,CFSv2,dynamical,2026-06-27,2027-01,3.1477677822113037,ens_E3_003,7,monthly,1991-2020,2.4916234016418457,0.656144380569458
CFS,CFSv2,dynamical,2026-06-27,2027-02,2.731137275695801,ens_E3_003,8,monthly,1991-2020,1.9577078819274902,0.7734293937683105
CFS,CFSv2,dynamical,2026-06-27,2027-03,2.334416151046753,ens_E3_003,9,monthly,1991-2020,1.576907992362976,0.7575081586837769
CFS,CFSv2,dynamical,2026-06-26,2026-07,1.8110699653625488,ens_E3_004,1,monthly,1991-2020,1.3675298690795898,0.443540096282959
CFS,CFSv2,dynamical,2026-06-26,2026-08,2.8523154258728027,ens_E3_004,2,monthly,1991-2020,2.4010252952575684,0.4512901306152344
CFS,CFSv2,dynamical,2026-06-26,2026-09,3.764033317565918,ens_E3_004,3,monthly,1991-2020,3.3112258911132812,0.4528074264526367
CFS,CFSv2,dynamical,2026-06-26,2026-10,4.319061279296875,ens_E3_004,4,monthly,1991-2020,3.770876884460449,0.5481843948364258
CFS,CFSv2,dynamical,2026-06-26,2026-11,4.340456485748291,ens_E3_004,5,monthly,1991-2020,3.7195613384246826,0.6208951473236084
CFS,CFSv2,dynamical,2026-06-26,2026-12,4.178767681121826,ens_E3_004,6,monthly,1991-2020,3.516453981399536,0.66231369972229
CFS,CFSv2,dynamical,2026-06-26,2027-01,2.745645523071289,ens_E3_004,7,monthly,1991-2020,1.8601300716400146,0.8855154514312744
CFS,CFSv2,dynamical,2026-06-26,2027-02,2.0948028564453125,ens_E3_004,8,monthly,1991-2020,1.2536340951919556,0.8411687612533569
CFS,CFSv2,dynamical,2026-06-26,2027-03,1.3375576734542847,ens_E3_004,9,monthly,1991-2020,0.4930824637413025,0.8444752097129822
CFS,CFSv2,dynamical,2026-06-26,2026-07,1.8100008964538574,ens_E3_005,1,monthly,1991-2020,1.3967264890670776,0.4132744073867798
CFS,CFSv2,dynamical,2026-06-26,2026-08,2.4399948120117188,ens_E3_005,2,monthly,1991-2020,2.007833242416382,0.4321615695953369
CFS,CFSv2,dynamical,2026-06-26,2026-09,2.990401268005371,ens_E3_005,3,monthly,1991-2020,2.4932777881622314,0.49712347984313965
CFS,CFSv2,dynamical,2026-06-26,2026-10,3.3404650688171387,ens_E3_005,4,monthly,1991-2020,2.828094720840454,0.5123703479766846
CFS,CFSv2,dynamical,2026-06-26,2026-11,3.506061315536499,ens_E3_005,5,monthly,1991-2020,2.889213800430298,0.6168475151062012
CFS,CFSv2,dynamical,2026-06-26,2026-12,2.952580213546753,ens_E3_005,6,monthly,1991-2020,2.249202013015747,0.7033782005310059
CFS,CFSv2,dynamical,2026-06-26,2027-01,3.0611143112182617,ens_E3_005,7,monthly,1991-2020,2.3278372287750244,0.7332770824432373
CFS,CFSv2,dynamical,2026-06-26,2027-02,2.325193166732788,ens_E3_005,8,monthly,1991-2020,1.6328282356262207,0.6923649311065674
CFS,CFSv2,dynamical,2026-06-26,2027-03,1.8360111713409424,ens_E3_005,9,monthly,1991-2020,1.1263264417648315,0.7096847295761108
CFS,CFSv2,dynamical,2026-06-26,2026-07,1.9111318588256836,ens_E3_006,1,monthly,1991-2020,1.4410574436187744,0.4700744152069092
CFS,CFSv2,dynamical,2026-06-26,2026-08,2.7776601314544678,ens_E3_006,2,monthly,1991-2020,2.243840456008911,0.5338196754455566
CFS,CFSv2,dynamical,2026-06-26,2026-09,3.4305291175842285,ens_E3_006,3,monthly,1991-2020,2.7837514877319336,0.6467776298522949
