source,model,model_type,init_date,target_month,nino34_anom,member_id,lead_months,temporal_resolution,anomaly_base_period,roni_anom,tropical_mean_anom
CFS,CFSv2,dynamical,2026-06-19,2026-07,1.932460069656372,ens_E3_001,1,monthly,1991-2020,1.5012052059173584,0.43125486373901367
CFS,CFSv2,dynamical,2026-06-19,2026-08,2.9128196239471436,ens_E3_001,2,monthly,1991-2020,2.3940675258636475,0.5187520980834961
CFS,CFSv2,dynamical,2026-06-19,2026-09,3.3859364986419678,ens_E3_001,3,monthly,1991-2020,2.7822768688201904,0.6036596298217773
CFS,CFSv2,dynamical,2026-06-19,2026-10,3.56024432182312,ens_E3_001,4,monthly,1991-2020,2.88411808013916,0.67612624168396
CFS,CFSv2,dynamical,2026-06-19,2026-11,3.7993292808532715,ens_E3_001,5,monthly,1991-2020,3.012439727783203,0.7868895530700684
CFS,CFSv2,dynamical,2026-06-19,2026-12,3.607847213745117,ens_E3_001,6,monthly,1991-2020,2.765493392944336,0.8423538208007812
CFS,CFSv2,dynamical,2026-06-19,2027-01,2.9556031227111816,ens_E3_001,7,monthly,1991-2020,2.0931196212768555,0.8624835014343262
CFS,CFSv2,dynamical,2026-06-19,2027-02,2.030341148376465,ens_E3_001,8,monthly,1991-2020,1.1857935190200806,0.8445476293563843
CFS,CFSv2,dynamical,2026-06-19,2027-03,1.4659358263015747,ens_E3_001,9,monthly,1991-2020,0.5100257992744446,0.9559100270271301
CFS,CFSv2,dynamical,2026-06-19,2026-07,1.848341703414917,ens_E3_002,1,monthly,1991-2020,1.3389092683792114,0.5094324350357056
CFS,CFSv2,dynamical,2026-06-19,2026-08,2.7831804752349854,ens_E3_002,2,monthly,1991-2020,2.244381904602051,0.5387985706329346
CFS,CFSv2,dynamical,2026-06-19,2026-09,3.2492871284484863,ens_E3_002,3,monthly,1991-2020,2.7547953128814697,0.4944918155670166
CFS,CFSv2,dynamical,2026-06-19,2026-10,3.669250726699829,ens_E3_002,4,monthly,1991-2020,3.071002960205078,0.598247766494751
CFS,CFSv2,dynamical,2026-06-19,2026-11,4.279965400695801,ens_E3_002,5,monthly,1991-2020,3.4971835613250732,0.7827818393707275
CFS,CFSv2,dynamical,2026-06-19,2026-12,3.431097984313965,ens_E3_002,6,monthly,1991-2020,2.620668411254883,0.810429573059082
CFS,CFSv2,dynamical,2026-06-19,2027-01,2.6862082481384277,ens_E3_002,7,monthly,1991-2020,1.7182292938232422,0.9679789543151855
