source,model,model_type,init_date,target_month,nino34_anom,member_id,lead_months,temporal_resolution,anomaly_base_period,roni_anom,tropical_mean_anom
CFS,CFSv2,dynamical,2026-07-07,2026-07,2.0278005599975586,ens_E3_001,0,monthly,1991-2020,1.6044176816940308,0.42338287830352783
CFS,CFSv2,dynamical,2026-07-07,2026-08,2.688015937805176,ens_E3_001,1,monthly,1991-2020,2.2051548957824707,0.4828610420227051
CFS,CFSv2,dynamical,2026-07-07,2026-09,3.5351154804229736,ens_E3_001,2,monthly,1991-2020,2.9551777839660645,0.5799376964569092
CFS,CFSv2,dynamical,2026-07-07,2026-10,4.0817646980285645,ens_E3_001,3,monthly,1991-2020,3.492410659790039,0.5893540382385254
CFS,CFSv2,dynamical,2026-07-07,2026-11,4.467694282531738,ens_E3_001,4,monthly,1991-2020,3.83835506439209,0.6293392181396484
CFS,CFSv2,dynamical,2026-07-07,2026-12,3.8206660747528076,ens_E3_001,5,monthly,1991-2020,3.116269111633301,0.7043969631195068
CFS,CFSv2,dynamical,2026-07-07,2027-01,3.025019884109497,ens_E3_001,6,monthly,1991-2020,2.2824418544769287,0.7425780296325684
CFS,CFSv2,dynamical,2026-07-07,2027-02,2.283961772918701,ens_E3_001,7,monthly,1991-2020,1.5291203260421753,0.7548414468765259
CFS,CFSv2,dynamical,2026-07-07,2027-03,1.8918312788009644,ens_E3_001,8,monthly,1991-2020,1.1181925535202026,0.7736387252807617
CFS,CFSv2,dynamical,2026-07-07,2026-07,1.986557960510254,ens_E3_002,0,monthly,1991-2020,1.5317394733428955,0.4548184871673584
CFS,CFSv2,dynamical,2026-07-07,2026-08,2.748250722885132,ens_E3_002,1,monthly,1991-2020,2.2046799659729004,0.5435707569122314
CFS,CFSv2,dynamical,2026-07-07,2026-09,3.7925617694854736,ens_E3_002,2,monthly,1991-2020,3.050227642059326,0.7423341274261475
CFS,CFSv2,dynamical,2026-07-07,2026-10,4.545008182525635,ens_E3_002,3,monthly,1991-2020,3.6614623069763184,0.8835458755493164
CFS,CFSv2,dynamical,2026-07-07,2026-11,4.5786919593811035,ens_E3_002,4,monthly,1991-2020,3.61311674118042,0.9655752182006836
CFS,CFSv2,dynamical,2026-07-07,2026-12,4.151759147644043,ens_E3_002,5,monthly,1991-2020,3.121396780014038,1.0303623676300049
CFS,CFSv2,dynamical,2026-07-07,2027-01,3.5011115074157715,ens_E3_002,6,monthly,1991-2020,2.4688560962677,1.0322554111480713
CFS,CFSv2,dynamical,2026-07-07,2027-02,2.455780029296875,ens_E3_002,7,monthly,1991-2020,1.3165295124053955,1.1392505168914795
CFS,CFSv2,dynamical,2026-07-07,2027-03,1.4951655864715576,ens_E3_002,8,monthly,1991-2020,0.4840133488178253,1.0111522376537323
CFS,CFSv2,dynamical,2026-07-07,2026-07,2.014054536819458,ens_E3_003,0,monthly,1991-2020,1.5650991201400757,0.4489554166793823
CFS,CFSv2,dynamical,2026-07-07,2026-08,2.9168002605438232,ens_E3_003,1,monthly,1991-2020,2.374635934829712,0.5421643257141113
CFS,CFSv2,dynamical,2026-07-07,2026-09,3.839076519012451,ens_E3_003,2,monthly,1991-2020,3.168001890182495,0.671074628829956
CFS,CFSv2,dynamical,2026-07-07,2026-10,4.1040143966674805,ens_E3_003,3,monthly,1991-2020,3.428720235824585,0.6752941608428955
CFS,CFSv2,dynamical,2026-07-07,2026-11,3.929070234298706,ens_E3_003,4,monthly,1991-2020,3.0577824115753174,0.8712878227233887
CFS,CFSv2,dynamical,2026-07-07,2026-12,3.816317319869995,ens_E3_003,5,monthly,1991-2020,2.893749475479126,0.9225678443908691
CFS,CFSv2,dynamical,2026-07-07,2027-01,2.9283456802368164,ens_E3_003,6,monthly,1991-2020,1.9633705615997314,0.964975118637085
CFS,CFSv2,dynamical,2026-07-07,2027-02,2.6610891819000244,ens_E3_003,7,monthly,1991-2020,1.8043700456619263,0.8567191362380981
CFS,CFSv2,dynamical,2026-07-07,2027-03,1.6452445983886719,ens_E3_003,8,monthly,1991-2020,0.8219510912895203,0.8232935070991516
CFS,CFSv2,dynamical,2026-07-06,2026-07,2.0009803771972656,ens_E3_004,0,monthly,1991-2020,1.550345540046692,0.45063483715057373
CFS,CFSv2,dynamical,2026-07-06,2026-08,2.8759937286376953,ens_E3_004,1,monthly,1991-2020,2.2314558029174805,0.6445379257202148
CFS,CFSv2,dynamical,2026-07-06,2026-09,3.842888116836548,ens_E3_004,2,monthly,1991-2020,3.196467161178589,0.646420955657959
CFS,CFSv2,dynamical,2026-07-06,2026-10,4.053085803985596,ens_E3_004,3,monthly,1991-2020,3.40386700630188,0.6492187976837158
CFS,CFSv2,dynamical,2026-07-06,2026-11,4.106300354003906,ens_E3_004,4,monthly,1991-2020,3.4059016704559326,0.7003986835479736
CFS,CFSv2,dynamical,2026-07-06,2026-12,3.7866368293762207,ens_E3_004,5,monthly,1991-2020,2.93318510055542,0.8534517288208008
CFS,CFSv2,dynamical,2026-07-06,2027-01,3.2135448455810547,ens_E3_004,6,monthly,1991-2020,2.382187843322754,0.8313570022583008
CFS,CFSv2,dynamical,2026-07-06,2027-02,2.5773777961730957,ens_E3_004,7,monthly,1991-2020,1.6782687902450562,0.8991090059280396
CFS,CFSv2,dynamical,2026-07-06,2027-03,2.164358377456665,ens_E3_004,8,monthly,1991-2020,1.274361252784729,0.889997124671936
