source,model,model_type,init_date,target_month,lead_months,nino34_anom,member_id,temporal_resolution,anomaly_base_period
IRI,BCC_RZDM,statistical,2026-02-01,2026-06,4,0.19,mean,seasonal_3mo,varies
IRI,BCC_RZDM,statistical,2026-02-01,2026-07,5,0.31,mean,seasonal_3mo,varies
IRI,BCC_RZDM,statistical,2026-02-01,2026-08,6,0.36,mean,seasonal_3mo,varies
IRI,BCC_RZDM,statistical,2026-02-01,2026-09,7,0.42,mean,seasonal_3mo,varies
IRI,BCC_RZDM,statistical,2026-02-01,2026-10,8,0.54,mean,seasonal_3mo,varies
IRI,BCC_RZDM,statistical,2026-02-01,2026-11,9,0.68,mean,seasonal_3mo,varies
IRI,CPC MRKOV,statistical,2026-02-01,2026-03,1,-0.71,mean,seasonal_3mo,varies
IRI,CPC MRKOV,statistical,2026-02-01,2026-04,2,-0.56,mean,seasonal_3mo,varies
IRI,CPC MRKOV,statistical,2026-02-01,2026-05,3,-0.42,mean,seasonal_3mo,varies
IRI,CPC MRKOV,statistical,2026-02-01,2026-06,4,-0.3,mean,seasonal_3mo,varies
IRI,CPC MRKOV,statistical,2026-02-01,2026-07,5,-0.21,mean,seasonal_3mo,varies
IRI,CPC MRKOV,statistical,2026-02-01,2026-08,6,-0.12,mean,seasonal_3mo,varies
IRI,CPC MRKOV,statistical,2026-02-01,2026-09,7,0.0,mean,seasonal_3mo,varies
IRI,CPC MRKOV,statistical,2026-02-01,2026-10,8,0.13,mean,seasonal_3mo,varies
IRI,CPC MRKOV,statistical,2026-02-01,2026-11,9,0.27,mean,seasonal_3mo,varies
IRI,CSU CLIPR,statistical,2026-02-01,2026-03,1,-0.39,mean,seasonal_3mo,varies
IRI,CSU CLIPR,statistical,2026-02-01,2026-04,2,-0.35,mean,seasonal_3mo,varies
IRI,CSU CLIPR,statistical,2026-02-01,2026-05,3,-0.32,mean,seasonal_3mo,varies
IRI,CSU CLIPR,statistical,2026-02-01,2026-06,4,-0.28,mean,seasonal_3mo,varies
IRI,CSU CLIPR,statistical,2026-02-01,2026-07,5,-0.26,mean,seasonal_3mo,varies
IRI,CSU CLIPR,statistical,2026-02-01,2026-08,6,-0.23,mean,seasonal_3mo,varies
IRI,CSU CLIPR,statistical,2026-02-01,2026-09,7,-0.21,mean,seasonal_3mo,varies
IRI,CSU CLIPR,statistical,2026-02-01,2026-10,8,-0.2,mean,seasonal_3mo,varies
IRI,CSU CLIPR,statistical,2026-02-01,2026-11,9,-0.19,mean,seasonal_3mo,varies
IRI,NTU CODA,statistical,2026-02-01,2026-03,1,-0.38,mean,seasonal_3mo,varies
IRI,NTU CODA,statistical,2026-02-01,2026-04,2,-0.26,mean,seasonal_3mo,varies
IRI,NTU CODA,statistical,2026-02-01,2026-05,3,-0.15,mean,seasonal_3mo,varies
IRI,NTU CODA,statistical,2026-02-01,2026-06,4,0.13,mean,seasonal_3mo,varies
IRI,NTU CODA,statistical,2026-02-01,2026-07,5,0.31,mean,seasonal_3mo,varies
IRI,NTU CODA,statistical,2026-02-01,2026-08,6,0.39,mean,seasonal_3mo,varies
IRI,NTU CODA,statistical,2026-02-01,2026-09,7,0.47,mean,seasonal_3mo,varies
IRI,NTU CODA,statistical,2026-02-01,2026-10,8,0.63,mean,seasonal_3mo,varies
IRI,NTU CODA,statistical,2026-02-01,2026-11,9,0.74,mean,seasonal_3mo,varies
IRI,TONGJI-ML,statistical,2026-02-01,2026-03,1,-0.4,mean,seasonal_3mo,varies
IRI,TONGJI-ML,statistical,2026-02-01,2026-04,2,-0.24,mean,seasonal_3mo,varies
IRI,TONGJI-ML,statistical,2026-02-01,2026-05,3,0.05,mean,seasonal_3mo,varies
IRI,TONGJI-ML,statistical,2026-02-01,2026-06,4,0.33,mean,seasonal_3mo,varies
IRI,TONGJI-ML,statistical,2026-02-01,2026-07,5,0.49,mean,seasonal_3mo,varies
IRI,TONGJI-ML,statistical,2026-02-01,2026-08,6,0.63,mean,seasonal_3mo,varies
IRI,TONGJI-ML,statistical,2026-02-01,2026-09,7,0.59,mean,seasonal_3mo,varies
IRI,TONGJI-ML,statistical,2026-02-01,2026-10,8,0.61,mean,seasonal_3mo,varies
IRI,TONGJI-ML,statistical,2026-02-01,2026-11,9,0.68,mean,seasonal_3mo,varies
IRI,UCLA-TCD,statistical,2026-02-01,2026-03,1,0.1,mean,seasonal_3mo,varies
IRI,UCLA-TCD,statistical,2026-02-01,2026-04,2,0.38,mean,seasonal_3mo,varies
IRI,UCLA-TCD,statistical,2026-02-01,2026-05,3,0.64,mean,seasonal_3mo,varies
IRI,UCLA-TCD,statistical,2026-02-01,2026-06,4,0.86,mean,seasonal_3mo,varies
IRI,UCLA-TCD,statistical,2026-02-01,2026-07,5,1.02,mean,seasonal_3mo,varies
IRI,UCLA-TCD,statistical,2026-02-01,2026-08,6,1.12,mean,seasonal_3mo,varies
IRI,UCLA-TCD,statistical,2026-02-01,2026-09,7,1.16,mean,seasonal_3mo,varies
IRI,UCLA-TCD,statistical,2026-02-01,2026-10,8,1.18,mean,seasonal_3mo,varies
IRI,UCLA-TCD,statistical,2026-02-01,2026-11,9,1.17,mean,seasonal_3mo,varies
IRI,UW PSL-CSLIM,statistical,2026-02-01,2026-03,1,0.15,mean,seasonal_3mo,varies
IRI,UW PSL-CSLIM,statistical,2026-02-01,2026-04,2,0.55,mean,seasonal_3mo,varies
IRI,UW PSL-CSLIM,statistical,2026-02-01,2026-05,3,0.88,mean,seasonal_3mo,varies
IRI,UW PSL-CSLIM,statistical,2026-02-01,2026-06,4,1.14,mean,seasonal_3mo,varies
IRI,UW PSL-CSLIM,statistical,2026-02-01,2026-07,5,1.29,mean,seasonal_3mo,varies
IRI,UW PSL-CSLIM,statistical,2026-02-01,2026-08,6,1.39,mean,seasonal_3mo,varies
IRI,UW PSL-CSLIM,statistical,2026-02-01,2026-09,7,1.5,mean,seasonal_3mo,varies
IRI,UW PSL-CSLIM,statistical,2026-02-01,2026-10,8,1.63,mean,seasonal_3mo,varies
IRI,UW PSL-CSLIM,statistical,2026-02-01,2026-11,9,1.74,mean,seasonal_3mo,varies
IRI,UW PSL-LIM,statistical,2026-02-01,2026-03,1,-0.12,mean,seasonal_3mo,varies
IRI,UW PSL-LIM,statistical,2026-02-01,2026-04,2,0.11,mean,seasonal_3mo,varies
IRI,UW PSL-LIM,statistical,2026-02-01,2026-05,3,0.31,mean,seasonal_3mo,varies
IRI,UW PSL-LIM,statistical,2026-02-01,2026-06,4,0.5,mean,seasonal_3mo,varies
IRI,UW PSL-LIM,statistical,2026-02-01,2026-07,5,0.64,mean,seasonal_3mo,varies
IRI,UW PSL-LIM,statistical,2026-02-01,2026-08,6,0.73,mean,seasonal_3mo,varies
IRI,UW PSL-LIM,statistical,2026-02-01,2026-09,7,0.78,mean,seasonal_3mo,varies
IRI,UW PSL-LIM,statistical,2026-02-01,2026-10,8,0.77,mean,seasonal_3mo,varies
IRI,UW PSL-LIM,statistical,2026-02-01,2026-11,9,0.74,mean,seasonal_3mo,varies
IRI,XRO,statistical,2026-02-01,2026-03,1,-0.3,mean,seasonal_3mo,varies
IRI,XRO,statistical,2026-02-01,2026-04,2,-0.17,mean,seasonal_3mo,varies
IRI,XRO,statistical,2026-02-01,2026-05,3,-0.02,mean,seasonal_3mo,varies
IRI,XRO,statistical,2026-02-01,2026-06,4,0.14,mean,seasonal_3mo,varies
IRI,XRO,statistical,2026-02-01,2026-07,5,0.26,mean,seasonal_3mo,varies
IRI,XRO,statistical,2026-02-01,2026-08,6,0.35,mean,seasonal_3mo,varies
IRI,XRO,statistical,2026-02-01,2026-09,7,0.43,mean,seasonal_3mo,varies
IRI,XRO,statistical,2026-02-01,2026-10,8,0.54,mean,seasonal_3mo,varies
IRI,XRO,statistical,2026-02-01,2026-11,9,0.68,mean,seasonal_3mo,varies
