source,model,model_type,init_date,target_month,lead_months,nino34_anom,member_id,temporal_resolution,anomaly_base_period
IRI,AUS-ACCESS,dynamical,2026-03-01,2026-04,1,0.8,mean,seasonal_3mo,varies
IRI,AUS-ACCESS,dynamical,2026-03-01,2026-05,2,1.3,mean,seasonal_3mo,varies
IRI,AUS-ACCESS,dynamical,2026-03-01,2026-06,3,1.77,mean,seasonal_3mo,varies
IRI,AUS-ACCESS,dynamical,2026-03-01,2026-07,4,2.2,mean,seasonal_3mo,varies
IRI,AUS-RELATIVE,dynamical,2026-03-01,2026-04,1,0.47,mean,seasonal_3mo,varies
IRI,AUS-RELATIVE,dynamical,2026-03-01,2026-05,2,1.0,mean,seasonal_3mo,varies
IRI,AUS-RELATIVE,dynamical,2026-03-01,2026-06,3,1.4,mean,seasonal_3mo,varies
IRI,AUS-RELATIVE,dynamical,2026-03-01,2026-07,4,1.77,mean,seasonal_3mo,varies
IRI,BCC DIAP,unknown,2026-03-01,2026-04,1,0.12,mean,seasonal_3mo,varies
IRI,BCC DIAP,unknown,2026-03-01,2026-05,2,0.46,mean,seasonal_3mo,varies
IRI,BCC DIAP,unknown,2026-03-01,2026-06,3,0.75,mean,seasonal_3mo,varies
IRI,BCC DIAP,unknown,2026-03-01,2026-07,4,0.98,mean,seasonal_3mo,varies
IRI,BCC DIAP,unknown,2026-03-01,2026-08,5,1.2,mean,seasonal_3mo,varies
IRI,BCC DIAP,unknown,2026-03-01,2026-09,6,1.34,mean,seasonal_3mo,varies
IRI,BCC DIAP,unknown,2026-03-01,2026-10,7,1.48,mean,seasonal_3mo,varies
IRI,BCC DIAP,unknown,2026-03-01,2026-11,8,1.59,mean,seasonal_3mo,varies
IRI,BCC DIAP,unknown,2026-03-01,2026-12,9,1.74,mean,seasonal_3mo,varies
IRI,CMC CANSIP,dynamical,2026-03-01,2026-04,1,0.47,mean,seasonal_3mo,varies
IRI,CMC CANSIP,dynamical,2026-03-01,2026-05,2,0.82,mean,seasonal_3mo,varies
IRI,CMC CANSIP,dynamical,2026-03-01,2026-06,3,1.09,mean,seasonal_3mo,varies
IRI,CMC CANSIP,dynamical,2026-03-01,2026-07,4,1.25,mean,seasonal_3mo,varies
IRI,CMC CANSIP,dynamical,2026-03-01,2026-08,5,1.3,mean,seasonal_3mo,varies
IRI,CMC CANSIP,dynamical,2026-03-01,2026-09,6,1.33,mean,seasonal_3mo,varies
IRI,CMC CANSIP,dynamical,2026-03-01,2026-10,7,1.39,mean,seasonal_3mo,varies
IRI,CMC CANSIP,dynamical,2026-03-01,2026-11,8,1.47,mean,seasonal_3mo,varies
IRI,CMC CANSIP,dynamical,2026-03-01,2026-12,9,1.51,mean,seasonal_3mo,varies
IRI,COLA CCSM4,dynamical,2026-03-01,2026-04,1,0.4,mean,seasonal_3mo,varies
IRI,COLA CCSM4,dynamical,2026-03-01,2026-05,2,0.73,mean,seasonal_3mo,varies
IRI,COLA CCSM4,dynamical,2026-03-01,2026-06,3,1.07,mean,seasonal_3mo,varies
IRI,COLA CCSM4,dynamical,2026-03-01,2026-07,4,1.45,mean,seasonal_3mo,varies
IRI,COLA CCSM4,dynamical,2026-03-01,2026-08,5,1.79,mean,seasonal_3mo,varies
IRI,COLA CCSM4,dynamical,2026-03-01,2026-09,6,2.03,mean,seasonal_3mo,varies
IRI,COLA CCSM4,dynamical,2026-03-01,2026-10,7,2.17,mean,seasonal_3mo,varies
IRI,COLA CCSM4,dynamical,2026-03-01,2026-11,8,2.22,mean,seasonal_3mo,varies
IRI,COLA CCSM4,dynamical,2026-03-01,2026-12,9,2.21,mean,seasonal_3mo,varies
IRI,CS-IRI-MM,dynamical,2026-03-01,2026-04,1,0.28,mean,seasonal_3mo,varies
IRI,CS-IRI-MM,dynamical,2026-03-01,2026-05,2,0.53,mean,seasonal_3mo,varies
IRI,CS-IRI-MM,dynamical,2026-03-01,2026-06,3,0.76,mean,seasonal_3mo,varies
IRI,CS-IRI-MM,dynamical,2026-03-01,2026-07,4,1.05,mean,seasonal_3mo,varies
IRI,CS-IRI-MM,dynamical,2026-03-01,2026-08,5,1.31,mean,seasonal_3mo,varies
IRI,CS-IRI-MM,dynamical,2026-03-01,2026-09,6,1.62,mean,seasonal_3mo,varies
