date,soi,wind_wpac,wind_cpac,wind_epac
2009-01-01,1.10,2.90,1.40,-1.00
2009-02-01,1.90,4.90,2.60,0.30
2009-03-01,0.40,0.60,0.90,0.70
2009-04-01,0.80,1.70,1.20,0.80
2009-05-01,-0.10,0.50,0.10,-0.30
2009-06-01,0.10,-0.50,-1.40,-1.90
2009-07-01,0.20,-0.70,0.90,-0.30
2009-08-01,-0.20,-0.50,-1.30,-1.40
2009-09-01,0.30,-1.70,1.00,0.80
2009-10-01,-1.20,-2.20,-2.80,-2.20
2009-11-01,-0.60,1.00,-0.40,-1.40
2009-12-01,-0.70,-0.80,-2.50,-2.90
2010-01-01,-1.10,-0.90,-0.40,-0.70
2010-02-01,-1.50,-1.50,-3.00,-2.60
2010-03-01,-0.70,0.20,0.20,-1.40
2010-04-01,1.20,1.30,-0.50,-1.10
2010-05-01,0.90,3.40,1.30,-1.10
2010-06-01,0.40,2.80,0.70,-0.40
2010-07-01,1.80,4.10,1.80,-0.50
2010-08-01,1.80,4.40,2.10,-0.50
2010-09-01,2.20,5.00,1.50,-0.50
2010-10-01,1.70,3.90,4.00,1.00
2010-11-01,1.30,4.80,2.80,-0.80
2010-12-01,2.90,5.10,5.30,0.80
2011-01-01,2.30,2.60,1.60,-1.90
2011-02-01,2.70,2.10,2.30,-2.00
2011-03-01,2.50,3.80,2.60,-0.20
2011-04-01,1.90,3.50,1.80,-1.60
2011-05-01,0.40,1.50,1.50,-2.10
2011-06-01,0.20,2.10,1.50,-0.90
2011-07-01,1.00,1.80,1.50,-1.90
2011-08-01,0.40,1.90,1.30,-0.70
2011-09-01,1.00,3.50,2.90,0.70
2011-10-01,0.80,2.10,0.20,-1.50
2011-11-01,1.10,2.50,3.10,0.30
2011-12-01,2.50,5.50,3.30,-0.80
2012-01-01,1.10,2.30,2.20,-2.10
2012-02-01,0.50,4.00,1.00,-5.30
2012-03-01,0.70,2.90,2.30,-0.10
2012-04-01,-0.30,1.10,1.60,-0.80
2012-05-01,0.00,1.10,1.50,-1.40
2012-06-01,-0.40,0.90,-0.70,-3.50
2012-07-01,-0.00,1.90,0.40,-1.40
2012-08-01,-0.20,1.40,-0.50,-1.00
2012-09-01,0.20,-0.70,0.90,1.10
2012-10-01,0.30,1.40,-0.50,-0.90
2012-11-01,0.30,1.90,1.20,0.50
2012-12-01,-0.60,2.60,0.30,-0.90
2013-01-01,-0.10,-0.30,0.70,-0.20
2013-02-01,-0.20,2.50,1.50,-1.90
2013-03-01,1.50,0.90,1.10,-1.80
2013-04-01,0.20,3.50,1.50,-0.20
2013-05-01,0.80,3.10,-0.10,-0.10
2013-06-01,1.20,1.20,0.00,-0.90
2013-07-01,0.80,1.50,-0.00,-0.80
2013-08-01,0.20,1.30,-0.90,-0.90
2013-09-01,0.30,0.80,0.90,0.50
2013-10-01,-0.10,-0.30,-0.50,-0.70
2013-11-01,0.70,3.20,0.10,-0.70
2013-12-01,0.10,3.70,0.70,-0.60
2014-01-01,1.40,-0.60,0.60,-0.60
2014-02-01,0.10,-2.30,-1.10,0.60
2014-03-01,-0.90,-1.40,-0.60,-0.60
2014-04-01,0.80,-0.50,-0.10,0.00
2014-05-01,0.50,0.70,-1.10,-2.60
2014-06-01,0.20,0.50,0.60,-1.50
2014-07-01,-0.20,0.30,0.10,-0.50
2014-08-01,-0.70,0.30,-2.00,-0.80
2014-09-01,-0.70,0.20,-0.20,-0.20
2014-10-01,-0.60,0.10,-0.80,-0.70
2014-11-01,-0.90,2.00,-1.60,-2.50
2014-12-01,-0.60,2.20,-0.30,0.20
2015-01-01,-0.80,-0.50,-2.10,-0.80
2015-02-01,0.20,-1.10,-1.20,-0.70
2015-03-01,-0.70,-4.40,-0.60,0.90
2015-04-01,-0.00,-1.40,-1.60,-1.00
2015-05-01,-0.70,-2.90,-2.90,-2.30
2015-06-01,-0.60,-1.40,-1.60,-0.60
2015-07-01,-1.10,-3.60,-5.60,-3.90
2015-08-01,-1.40,-2.70,-3.20,-1.40
2015-09-01,-1.60,-3.10,-2.50,-1.90
2015-10-01,-1.70,-2.60,-5.90,-3.60
2015-11-01,-0.50,0.00,-2.90,-2.50
2015-12-01,-0.60,-0.20,-2.80,-2.80
2016-01-01,-2.20,-0.90,-5.60,-2.80
2016-02-01,-2.00,0.20,-1.30,-0.30
2016-03-01,-0.10,0.30,-0.50,-0.60
2016-04-01,-1.20,0.40,-0.50,-0.60
2016-05-01,0.40,1.70,0.20,-0.80
2016-06-01,0.60,0.00,-1.10,-1.10
2016-07-01,0.40,0.60,-0.50,-0.90
2016-08-01,0.70,0.30,0.70,0.10
2016-09-01,1.20,1.80,0.70,0.10
2016-10-01,-0.30,1.70,0.60,-0.70
2016-11-01,-0.10,2.00,0.60,-1.20
2016-12-01,0.30,1.60,-0.00,0.40
2017-01-01,0.20,1.60,0.50,-1.20
2017-02-01,-0.10,1.50,1.00,-2.60
2017-03-01,0.90,3.60,2.30,0.10
2017-04-01,-0.20,0.60,-0.20,-0.90
2017-05-01,0.30,2.40,0.10,-1.20
2017-06-01,-0.40,0.90,-1.00,-1.40
2017-07-01,0.80,2.20,0.90,-1.30
2017-08-01,0.50,1.80,0.10,-0.80
2017-09-01,0.60,2.90,0.40,-0.00
2017-10-01,0.90,1.40,0.80,-0.70
2017-11-01,0.90,1.90,2.30,0.30
2017-12-01,-0.10,1.10,1.00,-0.10
2018-01-01,1.10,3.30,2.10,0.10
2018-02-01,-0.50,-2.90,-0.70,0.20
2018-03-01,1.50,-1.90,3.40,2.10
2018-04-01,0.50,-0.70,1.70,0.70
2018-05-01,0.40,0.70,0.30,-0.30
2018-06-01,-0.10,0.40,-2.30,-1.70
2018-07-01,0.20,0.90,0.30,-0.50
2018-08-01,-0.30,-1.00,-1.60,-0.30
2018-09-01,-0.90,-2.60,-1.80,-0.90
2018-10-01,0.40,-0.60,-2.10,-3.50
2018-11-01,-0.10,-0.60,-0.70,-1.40
2018-12-01,1.00,0.40,0.90,-0.90
2019-01-01,-0.00,-2.40,-0.90,-0.90
2019-02-01,-1.40,-3.90,-1.90,-1.30
2019-03-01,-0.30,-0.60,-0.20,0.70
2019-04-01,0.10,1.70,1.20,0.10
2019-05-01,-0.40,-3.10,-1.20,-1.10
2019-06-01,-0.50,1.10,0.90,0.40
2019-07-01,-0.40,-1.10,-1.60,-1.00
2019-08-01,-0.10,-0.70,1.40,0.10
2019-09-01,-1.20,-1.80,-2.10,-1.10
2019-10-01,-0.40,0.60,-0.70,-1.50
2019-11-01,-0.80,-1.20,-0.20,-1.00
2019-12-01,-0.60,-1.20,-0.60,-2.00
2020-01-01,0.20,-2.80,-0.40,-0.10
2020-02-01,-0.10,-2.50,-0.20,0.40
2020-03-01,-0.10,0.90,2.50,1.90
2020-04-01,0.20,1.00,2.80,1.70
2020-05-01,0.40,2.00,3.00,3.10
2020-06-01,-0.40,1.10,0.40,2.00
2020-07-01,0.40,2.50,2.50,2.00
2020-08-01,1.10,1.30,1.10,0.90
2020-09-01,0.90,2.60,3.60,2.70
2020-10-01,0.50,2.40,4.20,3.80
2020-11-01,0.70,4.10,3.50,0.50
2020-12-01,1.80,4.30,4.50,-0.00
2021-01-01,1.90,4.90,4.00,-1.20
2021-02-01,1.50,1.00,3.40,2.70
2021-03-01,0.40,3.00,2.00,1.40
2021-04-01,0.30,-0.40,3.00,2.60
2021-05-01,0.50,2.10,4.40,3.30
2021-06-01,0.40,1.50,0.00,1.40
2021-07-01,1.40,2.30,3.50,3.50
2021-08-01,0.60,1.80,0.80,0.30
2021-09-01,0.80,4.10,4.00,3.30
2021-10-01,0.70,2.30,2.50,1.10
2021-11-01,1.00,5.30,3.70,1.30
2021-12-01,1.50,0.50,4.40,2.40
2022-01-01,0.50,0.20,-0.00,0.80
2022-02-01,1.10,3.60,4.20,3.60
2022-03-01,1.80,3.50,4.30,2.00
2022-04-01,1.70,2.70,3.50,1.20
2022-05-01,1.40,2.40,3.00,1.90
2022-06-01,1.70,2.60,1.00,-0.00
2022-07-01,0.80,4.50,4.30,2.70
2022-08-01,1.00,3.00,3.30,1.70
2022-09-01,1.60,3.00,2.60,2.10
2022-10-01,1.70,3.70,4.70,2.40
2022-11-01,0.30,3.10,3.30,0.80
2022-12-01,2.10,4.20,4.70,3.30
2023-01-01,1.40,3.30,3.40,2.00
2023-02-01,1.40,1.60,3.70,2.10
2023-03-01,0.20,0.40,1.60,0.40
2023-04-01,0.20,0.60,1.10,0.40
2023-05-01,-1.00,-1.00,1.10,1.10
2023-06-01,0.30,0.80,0.30,0.80
2023-07-01,-0.30,0.30,0.70,2.30
2023-08-01,-0.80,-0.60,-1.40,-0.20
2023-09-01,-1.30,0.10,-0.70,1.00
2023-10-01,-0.50,-1.50,-2.00,-2.10
2023-11-01,-0.80,-1.10,-2.90,-2.10
2023-12-01,-0.20,0.30,-2.30,-2.80
2024-01-01,0.50,1.40,-0.10,-1.20
2024-02-01,-1.40,0.20,-1.00,-1.60
2024-03-01,0.40,2.30,0.50,0.10
2024-04-01,-0.20,2.80,0.10,1.50
2024-05-01,0.50,1.20,2.40,2.60
2024-06-01,0.00,1.40,-0.20,1.10
2024-07-01,-0.70,1.70,2.10,3.00
2024-08-01,0.90,2.40,1.80,2.10
2024-09-01,-0.10,1.20,2.00,1.50
2024-10-01,0.50,2.10,2.50,1.60
2024-11-01,0.50,3.80,0.80,-1.40
2024-12-01,1.20,5.30,4.50,2.10
2025-01-01,0.20,4.20,2.70,1.10
2025-02-01,0.50,3.30,2.40,-1.40
2025-03-01,1.70,5.80,1.20,-1.70
2025-04-01,0.50,3.00,1.30,0.60
2025-05-01,0.40,2.50,2.30,2.00
2025-06-01,0.30,1.30,1.00,1.50
2025-07-01,0.60,2.20,3.00,1.70
2025-08-01,0.40,2.20,1.70,-0.40
2025-09-01,0.00,2.40,1.50,-0.50
2025-10-01,1.10,3.70,2.10,-2.00
2025-11-01,1.10,1.70,3.60,-0.40
2025-12-01,-0.00,2.90,0.40,-2.20
2026-01-01,1.10,-1.80,0.90,-0.40
2026-02-01,1.40,1.30,2.60,-0.20
2026-03-01,1.20,-2.30,1.50,1.50
2026-04-01,-0.60,-2.70,-0.30,0.00
2026-05-01,-0.90,-0.70,-1.60,0.00
2026-06-01,-1.40,-3.20,-4.00,-2.60
2026-07-01,-2.40,-4.90,-6.10,-2.60
2026-08-01,-1.10,-4.80,-6.30,-3.70
