source,model,model_type,init_date,target_month,lead_months,nino34_anom,tropical_mean_anom,roni_anom,member_id,temporal_resolution,anomaly_base_period
SINTEX-F,SINTEX-F,dynamical,2026-08-01,2026-09,1,3.7844,1.3153,2.4691,N1K1hi,monthly,1983-2015
SINTEX-F,SINTEX-F,dynamical,2026-08-01,2026-09,1,2.7549,1.0918,1.6631,N1K2hi,monthly,1983-2015
SINTEX-F,SINTEX-F,dynamical,2026-08-01,2026-09,1,3.5758,1.119,2.4568,N2K1hi,monthly,1983-2015
SINTEX-F,SINTEX-F,dynamical,2026-08-01,2026-09,1,2.4591,0.9471,1.512,N2K2hi,monthly,1983-2015
SINTEX-F,SINTEX-F,dynamical,2026-08-01,2026-09,1,3.3559,1.1853,2.1706,N3K1hi,monthly,1983-2015
SINTEX-F,SINTEX-F,dynamical,2026-08-01,2026-09,1,2.5917,0.9998,1.5919,N3K2hi,monthly,1983-2015
SINTEX-F,SINTEX-F,dynamical,2026-08-01,2026-09,1,3.6668,0.9629,2.7039,N1K1,monthly,1983-2015
SINTEX-F,SINTEX-F,dynamical,2026-08-01,2026-09,1,2.5855,0.8562,1.7293,N1K2,monthly,1983-2015
SINTEX-F,SINTEX-F,dynamical,2026-08-01,2026-09,1,3.1356,0.939,2.1966,N2K1,monthly,1983-2015
SINTEX-F,SINTEX-F,dynamical,2026-08-01,2026-09,1,2.7232,0.7982,1.925,N2K2,monthly,1983-2015
SINTEX-F,SINTEX-F,dynamical,2026-08-01,2026-09,1,2.8682,0.8171,2.0511,N3K1,monthly,1983-2015
SINTEX-F,SINTEX-F,dynamical,2026-08-01,2026-09,1,2.804,0.8429,1.9611,N3K2,monthly,1983-2015
SINTEX-F,SINTEX-F,dynamical,2026-08-01,2026-09,1,2.8488,1.0577,1.7911,N1K1hiV,monthly,1983-2015
SINTEX-F,SINTEX-F,dynamical,2026-08-01,2026-09,1,2.305,0.9011,1.4039,N1K2hiV,monthly,1983-2015
SINTEX-F,SINTEX-F,dynamical,2026-08-01,2026-09,1,2.6175,0.9876,1.6299,N2K1hiV,monthly,1983-2015
SINTEX-F,SINTEX-F,dynamical,2026-08-01,2026-09,1,2.3793,0.8939,1.4854,N2K2hiV,monthly,1983-2015
SINTEX-F,SINTEX-F,dynamical,2026-08-01,2026-09,1,2.3946,0.9048,1.4898,N3K1hiV,monthly,1983-2015
SINTEX-F,SINTEX-F,dynamical,2026-08-01,2026-09,1,2.5215,0.8503,1.6712,N3K2hiV,monthly,1983-2015
SINTEX-F,SINTEX-F,dynamical,2026-08-01,2026-09,1,3.0835,0.9562,2.1273,N1K1V,monthly,1983-2015
SINTEX-F,SINTEX-F,dynamical,2026-08-01,2026-09,1,2.5181,0.8853,1.6328,N1K2V,monthly,1983-2015
SINTEX-F,SINTEX-F,dynamical,2026-08-01,2026-09,1,2.874,0.9385,1.9355,N2K1V,monthly,1983-2015
SINTEX-F,SINTEX-F,dynamical,2026-08-01,2026-09,1,2.7974,0.8885,1.9088,N2K2V,monthly,1983-2015
SINTEX-F,SINTEX-F,dynamical,2026-08-01,2026-09,1,2.4812,0.85,1.6312,N3K1V,monthly,1983-2015
SINTEX-F,SINTEX-F,dynamical,2026-08-01,2026-09,1,2.4069,0.7983,1.6086,N3K2V,monthly,1983-2015
SINTEX-F,SINTEX-F,dynamical,2026-08-01,2026-10,2,4.4532,1.3153,3.1379,N1K1hi,monthly,1983-2015
SINTEX-F,SINTEX-F,dynamical,2026-08-01,2026-10,2,2.8994,1.0918,1.8076,N1K2hi,monthly,1983-2015
SINTEX-F,SINTEX-F,dynamical,2026-08-01,2026-10,2,3.5292,1.119,2.4102,N2K1hi,monthly,1983-2015
SINTEX-F,SINTEX-F,dynamical,2026-08-01,2026-10,2,2.3449,0.9471,1.3978,N2K2hi,monthly,1983-2015
SINTEX-F,SINTEX-F,dynamical,2026-08-01,2026-10,2,3.5047,1.1853,2.3194,N3K1hi,monthly,1983-2015
SINTEX-F,SINTEX-F,dynamical,2026-08-01,2026-10,2,2.5955,0.9998,1.5957,N3K2hi,monthly,1983-2015
SINTEX-F,SINTEX-F,dynamical,2026-08-01,2026-10,2,3.7457,0.9629,2.7828,N1K1,monthly,1983-2015
SINTEX-F,SINTEX-F,dynamical,2026-08-01,2026-10,2,2.5239,0.8562,1.6678,N1K2,monthly,1983-2015
SINTEX-F,SINTEX-F,dynamical,2026-08-01,2026-10,2,3.0364,0.939,2.0974,N2K1,monthly,1983-2015
SINTEX-F,SINTEX-F,dynamical,2026-08-01,2026-10,2,2.2626,0.7982,1.4644,N2K2,monthly,1983-2015
SINTEX-F,SINTEX-F,dynamical,2026-08-01,2026-10,2,2.9396,0.8171,2.1225,N3K1,monthly,1983-2015
SINTEX-F,SINTEX-F,dynamical,2026-08-01,2026-10,2,2.7885,0.8429,1.9456,N3K2,monthly,1983-2015
SINTEX-F,SINTEX-F,dynamical,2026-08-01,2026-10,2,2.9334,1.0577,1.8758,N1K1hiV,monthly,1983-2015
SINTEX-F,SINTEX-F,dynamical,2026-08-01,2026-10,2,2.4464,0.9011,1.5453,N1K2hiV,monthly,1983-2015
SINTEX-F,SINTEX-F,dynamical,2026-08-01,2026-10,2,2.6782,0.9876,1.6906,N2K1hiV,monthly,1983-2015
