source,model,model_type,init_date,target_month,lead_months,nino34_anom,tropical_mean_anom,roni_anom,member_id,temporal_resolution,anomaly_base_period
SINTEX-F,SINTEX-F,dynamical,2026-09-01,2026-10,1,3.7702,,,N1K1hi,monthly,1983-2015
SINTEX-F,SINTEX-F,dynamical,2026-09-01,2026-10,1,3.7134,1.2882,2.4252,N1K2hi,monthly,1983-2015
SINTEX-F,SINTEX-F,dynamical,2026-09-01,2026-10,1,3.7176,1.1299,2.5877,N2K1hi,monthly,1983-2015
SINTEX-F,SINTEX-F,dynamical,2026-09-01,2026-10,1,3.032,1.1115,1.9205,N2K2hi,monthly,1983-2015
SINTEX-F,SINTEX-F,dynamical,2026-09-01,2026-10,1,3.4683,1.0947,2.3736,N3K1hi,monthly,1983-2015
SINTEX-F,SINTEX-F,dynamical,2026-09-01,2026-10,1,3.1351,1.1475,1.9876,N3K2hi,monthly,1983-2015
SINTEX-F,SINTEX-F,dynamical,2026-09-01,2026-10,1,3.9381,1.0076,2.9305,N1K1,monthly,1983-2015
SINTEX-F,SINTEX-F,dynamical,2026-09-01,2026-10,1,3.4023,0.9546,2.4478,N1K2,monthly,1983-2015
SINTEX-F,SINTEX-F,dynamical,2026-09-01,2026-10,1,3.2952,1.0208,2.2744,N2K1,monthly,1983-2015
SINTEX-F,SINTEX-F,dynamical,2026-09-01,2026-10,1,3.0888,0.9289,2.1599,N2K2,monthly,1983-2015
SINTEX-F,SINTEX-F,dynamical,2026-09-01,2026-10,1,3.6039,0.9591,2.6448,N3K1,monthly,1983-2015
SINTEX-F,SINTEX-F,dynamical,2026-09-01,2026-10,1,3.0486,0.9976,2.051,N3K2,monthly,1983-2015
SINTEX-F,SINTEX-F,dynamical,2026-09-01,2026-10,1,3.3053,1.1567,2.1485,N1K1hiV,monthly,1983-2015
SINTEX-F,SINTEX-F,dynamical,2026-09-01,2026-10,1,3.0375,0.9631,2.0744,N1K2hiV,monthly,1983-2015
SINTEX-F,SINTEX-F,dynamical,2026-09-01,2026-10,1,2.7698,0.9933,1.7765,N2K1hiV,monthly,1983-2015
SINTEX-F,SINTEX-F,dynamical,2026-09-01,2026-10,1,2.9116,0.9509,1.9607,N2K2hiV,monthly,1983-2015
SINTEX-F,SINTEX-F,dynamical,2026-09-01,2026-10,1,3.0034,0.9856,2.0178,N3K1hiV,monthly,1983-2015
SINTEX-F,SINTEX-F,dynamical,2026-09-01,2026-10,1,2.8162,1.034,1.7822,N3K2hiV,monthly,1983-2015
SINTEX-F,SINTEX-F,dynamical,2026-09-01,2026-10,1,3.2444,0.981,2.2633,N1K1V,monthly,1983-2015
SINTEX-F,SINTEX-F,dynamical,2026-09-01,2026-10,1,2.8535,0.8915,1.9619,N1K2V,monthly,1983-2015
SINTEX-F,SINTEX-F,dynamical,2026-09-01,2026-10,1,2.9529,1.0549,1.898,N2K1V,monthly,1983-2015
SINTEX-F,SINTEX-F,dynamical,2026-09-01,2026-10,1,2.9784,0.9732,2.0053,N2K2V,monthly,1983-2015
SINTEX-F,SINTEX-F,dynamical,2026-09-01,2026-10,1,2.9915,1.0215,1.97,N3K1V,monthly,1983-2015
SINTEX-F,SINTEX-F,dynamical,2026-09-01,2026-10,1,2.9442,0.9924,1.9518,N3K2V,monthly,1983-2015
SINTEX-F,SINTEX-F,dynamical,2026-09-01,2026-11,2,4.3343,,,N1K1hi,monthly,1983-2015
SINTEX-F,SINTEX-F,dynamical,2026-09-01,2026-11,2,3.8657,1.2882,2.5775,N1K2hi,monthly,1983-2015
SINTEX-F,SINTEX-F,dynamical,2026-09-01,2026-11,2,3.979,1.1299,2.8491,N2K1hi,monthly,1983-2015
SINTEX-F,SINTEX-F,dynamical,2026-09-01,2026-11,2,3.4148,1.1115,2.3033,N2K2hi,monthly,1983-2015
SINTEX-F,SINTEX-F,dynamical,2026-09-01,2026-11,2,3.6346,1.0947,2.5399,N3K1hi,monthly,1983-2015
SINTEX-F,SINTEX-F,dynamical,2026-09-01,2026-11,2,3.049,1.1475,1.9015,N3K2hi,monthly,1983-2015
SINTEX-F,SINTEX-F,dynamical,2026-09-01,2026-11,2,4.287,1.0076,3.2794,N1K1,monthly,1983-2015
SINTEX-F,SINTEX-F,dynamical,2026-09-01,2026-11,2,3.5789,0.9546,2.6243,N1K2,monthly,1983-2015
SINTEX-F,SINTEX-F,dynamical,2026-09-01,2026-11,2,3.4788,1.0208,2.458,N2K1,monthly,1983-2015
SINTEX-F,SINTEX-F,dynamical,2026-09-01,2026-11,2,3.079,0.9289,2.1501,N2K2,monthly,1983-2015
SINTEX-F,SINTEX-F,dynamical,2026-09-01,2026-11,2,3.7156,0.9591,2.7565,N3K1,monthly,1983-2015
SINTEX-F,SINTEX-F,dynamical,2026-09-01,2026-11,2,2.9037,0.9976,1.9062,N3K2,monthly,1983-2015
SINTEX-F,SINTEX-F,dynamical,2026-09-01,2026-11,2,3.5259,1.1567,2.3692,N1K1hiV,monthly,1983-2015
SINTEX-F,SINTEX-F,dynamical,2026-09-01,2026-11,2,3.3436,0.9631,2.3804,N1K2hiV,monthly,1983-2015
SINTEX-F,SINTEX-F,dynamical,2026-09-01,2026-11,2,3.0158,0.9933,2.0225,N2K1hiV,monthly,1983-2015
SINTEX-F,SINTEX-F,dynamical,2026-09-01,2026-11,2,2.9121,0.9509,1.9612,N2K2hiV,monthly,1983-2015
SINTEX-F,SINTEX-F,dynamical,2026-09-01,2026-11,2,3.1686,0.9856,2.183,N3K1hiV,monthly,1983-2015
SINTEX-F,SINTEX-F,dynamical,2026-09-01,2026-11,2,3.1387,1.034,2.1047,N3K2hiV,monthly,1983-2015
