source,model,model_type,init_date,target_month,lead_months,nino34_anom,tropical_mean_anom,roni_anom,member_id,temporal_resolution,anomaly_base_period
SINTEX-F,SINTEX-F,dynamical,2026-06-01,2026-07,1,2.1434,0.9078,1.2356,N1K1hi,monthly,1983-2015
SINTEX-F,SINTEX-F,dynamical,2026-06-01,2026-07,1,2.2343,0.9226,1.3116,N1K2hi,monthly,1983-2015
SINTEX-F,SINTEX-F,dynamical,2026-06-01,2026-07,1,1.758,0.8246,0.9335,N2K1hi,monthly,1983-2015
SINTEX-F,SINTEX-F,dynamical,2026-06-01,2026-07,1,1.6693,0.7558,0.9135,N2K2hi,monthly,1983-2015
SINTEX-F,SINTEX-F,dynamical,2026-06-01,2026-07,1,1.5998,0.7915,0.8083,N3K1hi,monthly,1983-2015
SINTEX-F,SINTEX-F,dynamical,2026-06-01,2026-07,1,1.8801,0.7095,1.1706,N3K2hi,monthly,1983-2015
SINTEX-F,SINTEX-F,dynamical,2026-06-01,2026-07,1,1.9692,0.7174,1.2518,N1K1,monthly,1983-2015
SINTEX-F,SINTEX-F,dynamical,2026-06-01,2026-07,1,1.4719,0.5377,0.9342,N1K2,monthly,1983-2015
SINTEX-F,SINTEX-F,dynamical,2026-06-01,2026-07,1,1.9981,0.6776,1.3205,N2K1,monthly,1983-2015
SINTEX-F,SINTEX-F,dynamical,2026-06-01,2026-07,1,1.7416,0.6898,1.0519,N2K2,monthly,1983-2015
SINTEX-F,SINTEX-F,dynamical,2026-06-01,2026-07,1,1.8199,0.5203,1.2996,N3K1,monthly,1983-2015
SINTEX-F,SINTEX-F,dynamical,2026-06-01,2026-07,1,1.3161,0.4322,0.8839,N3K2,monthly,1983-2015
SINTEX-F,SINTEX-F,dynamical,2026-06-01,2026-07,1,1.6741,0.8963,0.7778,N1K1hiV,monthly,1983-2015
SINTEX-F,SINTEX-F,dynamical,2026-06-01,2026-07,1,1.8275,0.7377,1.0897,N1K2hiV,monthly,1983-2015
SINTEX-F,SINTEX-F,dynamical,2026-06-01,2026-07,1,1.6163,0.6915,0.9248,N2K1hiV,monthly,1983-2015
SINTEX-F,SINTEX-F,dynamical,2026-06-01,2026-07,1,1.6837,0.6662,1.0175,N2K2hiV,monthly,1983-2015
SINTEX-F,SINTEX-F,dynamical,2026-06-01,2026-07,1,1.8554,0.7107,1.1448,N3K1hiV,monthly,1983-2015
SINTEX-F,SINTEX-F,dynamical,2026-06-01,2026-07,1,1.659,0.6459,1.0131,N3K2hiV,monthly,1983-2015
SINTEX-F,SINTEX-F,dynamical,2026-06-01,2026-07,1,1.6269,0.6094,1.0175,N1K1V,monthly,1983-2015
SINTEX-F,SINTEX-F,dynamical,2026-06-01,2026-07,1,1.8338,0.5966,1.2372,N1K2V,monthly,1983-2015
SINTEX-F,SINTEX-F,dynamical,2026-06-01,2026-07,1,1.5699,0.6296,0.9402,N2K1V,monthly,1983-2015
SINTEX-F,SINTEX-F,dynamical,2026-06-01,2026-07,1,1.7959,0.6388,1.1571,N2K2V,monthly,1983-2015
SINTEX-F,SINTEX-F,dynamical,2026-06-01,2026-07,1,1.5477,0.6456,0.9021,N3K1V,monthly,1983-2015
SINTEX-F,SINTEX-F,dynamical,2026-06-01,2026-07,1,1.7172,0.6106,1.1067,N3K2V,monthly,1983-2015
SINTEX-F,SINTEX-F,dynamical,2026-06-01,2026-08,2,2.7374,0.9078,1.8296,N1K1hi,monthly,1983-2015
SINTEX-F,SINTEX-F,dynamical,2026-06-01,2026-08,2,2.5271,0.9226,1.6045,N1K2hi,monthly,1983-2015
SINTEX-F,SINTEX-F,dynamical,2026-06-01,2026-08,2,2.0478,0.8246,1.2232,N2K1hi,monthly,1983-2015
SINTEX-F,SINTEX-F,dynamical,2026-06-01,2026-08,2,1.9447,0.7558,1.1889,N2K2hi,monthly,1983-2015
SINTEX-F,SINTEX-F,dynamical,2026-06-01,2026-08,2,2.1754,0.7915,1.3839,N3K1hi,monthly,1983-2015
SINTEX-F,SINTEX-F,dynamical,2026-06-01,2026-08,2,2.3732,0.7095,1.6638,N3K2hi,monthly,1983-2015
SINTEX-F,SINTEX-F,dynamical,2026-06-01,2026-08,2,2.5541,0.7174,1.8368,N1K1,monthly,1983-2015
SINTEX-F,SINTEX-F,dynamical,2026-06-01,2026-08,2,1.7943,0.5377,1.2567,N1K2,monthly,1983-2015
SINTEX-F,SINTEX-F,dynamical,2026-06-01,2026-08,2,2.6939,0.6776,2.0163,N2K1,monthly,1983-2015
SINTEX-F,SINTEX-F,dynamical,2026-06-01,2026-08,2,1.9157,0.6898,1.2259,N2K2,monthly,1983-2015
SINTEX-F,SINTEX-F,dynamical,2026-06-01,2026-08,2,2.4709,0.5203,1.9506,N3K1,monthly,1983-2015
SINTEX-F,SINTEX-F,dynamical,2026-06-01,2026-08,2,1.1461,0.4322,0.7139,N3K2,monthly,1983-2015
SINTEX-F,SINTEX-F,dynamical,2026-06-01,2026-08,2,2.2047,0.8963,1.3085,N1K1hiV,monthly,1983-2015
SINTEX-F,SINTEX-F,dynamical,2026-06-01,2026-08,2,2.0754,0.7377,1.3376,N1K2hiV,monthly,1983-2015
SINTEX-F,SINTEX-F,dynamical,2026-06-01,2026-08,2,1.7516,0.6915,1.0601,N2K1hiV,monthly,1983-2015
SINTEX-F,SINTEX-F,dynamical,2026-06-01,2026-08,2,1.8976,0.6662,1.2314,N2K2hiV,monthly,1983-2015
SINTEX-F,SINTEX-F,dynamical,2026-06-01,2026-08,2,1.9791,0.7107,1.2684,N3K1hiV,monthly,1983-2015
SINTEX-F,SINTEX-F,dynamical,2026-06-01,2026-08,2,1.8417,0.6459,1.1958,N3K2hiV,monthly,1983-2015
SINTEX-F,SINTEX-F,dynamical,2026-06-01,2026-08,2,1.933,0.6094,1.3236,N1K1V,monthly,1983-2015
SINTEX-F,SINTEX-F,dynamical,2026-06-01,2026-08,2,2.0611,0.5966,1.4646,N1K2V,monthly,1983-2015
SINTEX-F,SINTEX-F,dynamical,2026-06-01,2026-08,2,1.6044,0.6296,0.9748,N2K1V,monthly,1983-2015
SINTEX-F,SINTEX-F,dynamical,2026-06-01,2026-08,2,2.1335,0.6388,1.4947,N2K2V,monthly,1983-2015
SINTEX-F,SINTEX-F,dynamical,2026-06-01,2026-08,2,1.8824,0.6456,1.2368,N3K1V,monthly,1983-2015
SINTEX-F,SINTEX-F,dynamical,2026-06-01,2026-08,2,1.9148,0.6106,1.3042,N3K2V,monthly,1983-2015
SINTEX-F,SINTEX-F,dynamical,2026-06-01,2026-09,3,2.9834,1.0661,1.9174,N1K1hi,monthly,1983-2015
SINTEX-F,SINTEX-F,dynamical,2026-06-01,2026-09,3,2.4119,1.0074,1.4045,N1K2hi,monthly,1983-2015
SINTEX-F,SINTEX-F,dynamical,2026-06-01,2026-09,3,2.1949,0.8989,1.296,N2K1hi,monthly,1983-2015
SINTEX-F,SINTEX-F,dynamical,2026-06-01,2026-09,3,1.9829,0.8985,1.0844,N2K2hi,monthly,1983-2015
SINTEX-F,SINTEX-F,dynamical,2026-06-01,2026-09,3,2.2852,0.9069,1.3783,N3K1hi,monthly,1983-2015
SINTEX-F,SINTEX-F,dynamical,2026-06-01,2026-09,3,2.3385,0.8823,1.4562,N3K2hi,monthly,1983-2015
SINTEX-F,SINTEX-F,dynamical,2026-06-01,2026-09,3,2.7615,0.844,1.9175,N1K1,monthly,1983-2015
SINTEX-F,SINTEX-F,dynamical,2026-06-01,2026-09,3,1.9837,0.7127,1.271,N1K2,monthly,1983-2015
SINTEX-F,SINTEX-F,dynamical,2026-06-01,2026-09,3,2.7441,0.8142,1.9299,N2K1,monthly,1983-2015
SINTEX-F,SINTEX-F,dynamical,2026-06-01,2026-09,3,1.7408,0.7364,1.0044,N2K2,monthly,1983-2015
SINTEX-F,SINTEX-F,dynamical,2026-06-01,2026-09,3,2.5575,0.6787,1.8789,N3K1,monthly,1983-2015
SINTEX-F,SINTEX-F,dynamical,2026-06-01,2026-09,3,1.0994,0.4728,0.6266,N3K2,monthly,1983-2015
SINTEX-F,SINTEX-F,dynamical,2026-06-01,2026-09,3,2.1712,0.9504,1.2208,N1K1hiV,monthly,1983-2015
SINTEX-F,SINTEX-F,dynamical,2026-06-01,2026-09,3,1.8552,0.7174,1.1378,N1K2hiV,monthly,1983-2015
SINTEX-F,SINTEX-F,dynamical,2026-06-01,2026-09,3,1.778,0.7532,1.0248,N2K1hiV,monthly,1983-2015
SINTEX-F,SINTEX-F,dynamical,2026-06-01,2026-09,3,1.7548,0.7675,0.9873,N2K2hiV,monthly,1983-2015
SINTEX-F,SINTEX-F,dynamical,2026-06-01,2026-09,3,2.1694,0.7947,1.3747,N3K1hiV,monthly,1983-2015
SINTEX-F,SINTEX-F,dynamical,2026-06-01,2026-09,3,2.1408,0.8054,1.3354,N3K2hiV,monthly,1983-2015
SINTEX-F,SINTEX-F,dynamical,2026-06-01,2026-09,3,1.8718,0.7195,1.1523,N1K1V,monthly,1983-2015
SINTEX-F,SINTEX-F,dynamical,2026-06-01,2026-09,3,1.9776,0.6512,1.3264,N1K2V,monthly,1983-2015
SINTEX-F,SINTEX-F,dynamical,2026-06-01,2026-09,3,1.3791,0.5642,0.8149,N2K1V,monthly,1983-2015
SINTEX-F,SINTEX-F,dynamical,2026-06-01,2026-09,3,2.0867,0.7461,1.3406,N2K2V,monthly,1983-2015
SINTEX-F,SINTEX-F,dynamical,2026-06-01,2026-09,3,2.0054,0.7384,1.2669,N3K1V,monthly,1983-2015
SINTEX-F,SINTEX-F,dynamical,2026-06-01,2026-09,3,2.0875,0.6695,1.418,N3K2V,monthly,1983-2015
SINTEX-F,SINTEX-F,dynamical,2026-06-01,2026-10,4,3.2032,1.0661,2.1371,N1K1hi,monthly,1983-2015
SINTEX-F,SINTEX-F,dynamical,2026-06-01,2026-10,4,2.3845,1.0074,1.3771,N1K2hi,monthly,1983-2015
