date,t2m_mean,t2m_p5,t2m_p25,t2m_p50,t2m_p75,t2m_p95,init_date,n_members
2026-08-14,16.92645231564328,16.861858725422007,16.905088776991825,16.934282774828166,16.947468201078884,16.980695385150728,2026-08-14,50
2026-08-15,16.839472947333352,16.76977998750024,16.799932432370852,16.84564956150454,16.87050477790435,16.909370757377673,2026-08-14,50
2026-08-16,16.80218178354338,16.71526981050037,16.767801711891835,16.810199813136116,16.835136067786323,16.87028470418239,2026-08-14,50
2026-08-17,16.751300928740296,16.65070229748935,16.724083012204822,16.757897560139924,16.780460303849285,16.815365077155406,2026-08-14,50
2026-08-18,16.718867852074307,16.636672810561993,16.688983839917217,16.70794323713821,16.753268330105215,16.79596577615093,2026-08-14,50
2026-08-19,16.728388710216638,16.6192003548888,16.69391709067645,16.72220166280561,16.77735062084314,16.83594394688491,2026-08-14,50
2026-08-20,16.736230376516673,16.611043513595718,16.69684639855416,16.728010068759176,16.78681166350363,16.847345175956924,2026-08-14,50
2026-08-21,16.704015457611177,16.559755590066832,16.644549222524674,16.709316345052628,16.749742052542274,16.85065944672924,2026-08-14,50
2026-08-22,16.689306065521627,16.519763899847412,16.62458428852636,16.700012338995926,16.75526699642853,16.838115743565783,2026-08-14,50
2026-08-23,16.671952957453595,16.52015193714238,16.599929647916916,16.67442300056968,16.740492836585858,16.81076031379115,2026-08-14,50
2026-08-24,16.649002948078813,16.493621124512103,16.5997925586422,16.655922024769946,16.712154522351724,16.792822674159893,2026-08-14,50
2026-08-25,16.64029362559161,16.474055258973184,16.564761622616338,16.66136789201697,16.71080975981759,16.7705054377051,2026-08-14,50
2026-08-26,16.616050085242517,16.467057205151317,16.531592047110436,16.614436922291716,16.689311968953373,16.759448921909478,2026-08-14,50
2026-08-27,16.57608064560212,16.41600965697806,16.487789671510647,16.586779386316003,16.650319309831545,16.72709455193538,2026-08-14,50
2026-08-28,16.54031832750096,16.3667994100033,16.46256497346101,16.53794121576806,16.625423790127684,16.707288925011632,2026-08-14,50
2026-08-29,16.53291922054637,16.35273433485547,16.477842472720596,16.53760318536238,16.609360811928134,16.660889847566484,2026-08-14,50
2026-08-30,16.51544465736737,16.353127869416756,16.44990384043986,16.524804606714355,16.59094733809593,16.6582939336028,2026-08-14,50
2026-08-31,16.494264173788526,16.34576720078292,16.429859439391176,16.488240491265508,16.550851184704115,16.673635818537235,2026-08-14,50
2026-09-01,16.465981029242727,16.276137709999684,16.3993109927502,16.461120191175205,16.55027988401426,16.652520884335324,2026-08-14,50
2026-09-02,16.441951017615576,16.18631371923413,16.359734811347053,16.440493596630105,16.530607965121032,16.659988941435767,2026-08-14,50
2026-09-03,16.401396676988586,16.18105508709412,16.305323807054833,16.392215512964093,16.481673569179165,16.643523946263006,2026-08-14,50
2026-09-04,16.382583651577402,16.14766844654092,16.266958195812787,16.38542441939512,16.48680986956881,16.640913860316303,2026-08-14,50
2026-09-05,16.37099749056041,16.165762135530315,16.23449579013785,16.36159005068545,16.475453731047,16.618286356017407,2026-08-14,50
2026-09-06,16.361045948472846,16.108023043046497,16.26004920538023,16.398963573845162,16.463614939267956,16.580548395594853,2026-08-14,50
2026-09-07,16.35520581199137,16.13163979678694,16.24018726130631,16.373387299370485,16.459477298346492,16.569200435678578,2026-08-14,50
2026-09-08,16.339121316736197,16.13359211552352,16.237250620798534,16.363753385546673,16.411267372258067,16.57938796690913,2026-08-14,50
2026-09-09,16.32238962940495,16.073411004284505,16.209123442067266,16.332052353098234,16.4295725658672,16.562062170404268,2026-08-14,50
2026-09-10,16.302727261381946,16.045293352652703,16.204749766535475,16.30415911612019,16.408976926507222,16.5553194484599,2026-08-14,50
2026-09-11,16.283926230397,16.016188115802205,16.213460137583954,16.284922599738284,16.385289001489046,16.480353146752147,2026-08-14,50
2026-09-12,16.272122349936087,16.049594346709817,16.160218900038466,16.282432244838887,16.36268180997854,16.534172275701504,2026-08-14,50
2026-09-13,16.241528991802195,16.046616312000403,16.13871669731436,16.272239353184336,16.32994679068826,16.4202603025432,2026-08-14,50
2026-09-14,16.212203923221175,16.00363185101026,16.108475828546396,16.23348963028446,16.301936408212498,16.39166134480601,2026-08-14,50
2026-09-15,16.20196223748508,15.959629316446367,16.10685816511285,16.211734757777855,16.283169157809184,16.376980101775448,2026-08-14,50
2026-09-16,16.178455156637295,15.924677476378818,16.10100816190092,16.158888377055067,16.287603444276364,16.38659407349443,2026-08-14,50
2026-09-17,16.140618030383106,15.884617477622456,16.066668536467134,16.144490942764634,16.23645745003556,16.36906424087188,2026-08-14,50
2026-09-18,16.105146573548367,15.89049237331939,16.02795556507993,16.115780560109442,16.191026136381538,16.326626633720892,2026-08-14,50
2026-09-19,16.095132240779474,15.86995945382163,16.018831293926766,16.093902822780443,16.204434117488237,16.272905584678192,2026-08-14,50
2026-09-20,16.059390360797444,15.786870040282698,15.971399239850337,16.052930233445117,16.179521636409582,16.255119583143873,2026-08-14,50
2026-09-21,16.024594717745522,15.775423807710897,15.928627197407053,16.042207342230842,16.132168013435685,16.237320575752992,2026-08-14,50
2026-09-22,16.002180466825873,15.760468241370257,15.894362335442967,16.01178834435101,16.117023217801005,16.218848484202407,2026-08-14,50
2026-09-23,15.984360968163067,15.756603473582885,15.88456017426696,15.955708286725875,16.0867643609806,16.241151171488255,2026-08-14,50
2026-09-24,15.956044250987857,15.722880833192566,15.85993305535888,15.94449482937073,16.057319207789156,16.20467100898121,2026-08-14,50
2026-09-25,15.928224691735393,15.737269199183771,15.833200697588929,15.940113722725261,15.985580968964886,16.14248497501473,2026-08-14,50
2026-09-26,15.9030056607645,15.691430101975065,15.820645829765013,15.883053612549677,16.00762284374556,16.11096796453606,2026-08-14,50
2026-09-27,15.865837376514605,15.651313006146726,15.775583664159159,15.861505992655413,15.96493562902974,16.119319738610546,2026-08-14,50
