date,t2m_mean,t2m_p5,t2m_p25,t2m_p50,t2m_p75,t2m_p95,init_date,n_members
2026-08-03,16.74678697285615,16.68105017897101,16.71058026276204,16.750394421502882,16.781195872358342,16.814789337918867,2026-08-03,50
2026-08-04,16.73605297799975,16.664480111691987,16.698842780389924,16.73253021887415,16.77421045351528,16.8163078965648,2026-08-03,50
2026-08-05,16.761531181515064,16.697801546660475,16.726765423463,16.752122474015387,16.800067809388167,16.84629478648101,2026-08-03,50
2026-08-06,16.841385495616752,16.751124455139255,16.80301396447866,16.840432073187745,16.878140108303487,16.935891704524394,2026-08-03,50
2026-08-07,16.83776837636663,16.752481748420657,16.800028533425763,16.831650093948625,16.88341458606517,16.938734948792835,2026-08-03,50
2026-08-08,16.81224196181273,16.72023566650426,16.7670205779172,16.812017081089294,16.853860310103997,16.926813007522224,2026-08-03,50
2026-08-09,16.779819255875925,16.650528225596343,16.72652203681735,16.770396286887195,16.831603429717692,16.920996870238113,2026-08-03,50
2026-08-10,16.768343649682773,16.58876000708565,16.67888271744648,16.782612355597358,16.84365933160675,16.93210927528174,2026-08-03,50
2026-08-11,16.75352462713005,16.586253201674577,16.691516566970144,16.778137742940068,16.81843611529653,16.89676846915633,2026-08-03,50
2026-08-12,16.7509380391219,16.588998592996383,16.694087302376865,16.76819670230479,16.804187332521686,16.869857693643638,2026-08-03,50
2026-08-13,16.741204774626997,16.58111135372632,16.67020327627448,16.742820058412143,16.8066045752451,16.906246748336212,2026-08-03,50
2026-08-14,16.730940824767202,16.545719308004877,16.63528046231424,16.739977822721258,16.82341496005963,16.88682172914045,2026-08-03,50
2026-08-15,16.707865406687834,16.48077905375767,16.62910503417478,16.712604890860142,16.803434178900634,16.851535130734625,2026-08-03,50
2026-08-16,16.69386102850724,16.505198092053053,16.591635861338496,16.700578468255657,16.79939112008703,16.873034374391015,2026-08-03,50
2026-08-17,16.6706322166536,16.493148971512667,16.58006235160203,16.680533029364778,16.75372718891483,16.84877652976492,2026-08-03,50
2026-08-18,16.66699271873767,16.502151998416483,16.595231626819043,16.66626408824696,16.74364690423884,16.817943171681467,2026-08-03,50
2026-08-19,16.660827510591645,16.448623907400016,16.600030892574622,16.671731605506068,16.74767115881567,16.835173342303264,2026-08-03,50
2026-08-20,16.651966558532205,16.447291699182134,16.583261633227636,16.66067672550609,16.72069605385252,16.84108160676313,2026-08-03,50
2026-08-21,16.648827493075974,16.45558350646432,16.587267716575916,16.654490563514134,16.72945681219988,16.82676410242582,2026-08-03,50
2026-08-22,16.632595650084866,16.47013849050599,16.529917984159017,16.65133750580678,16.718434870676703,16.78624537360684,2026-08-03,50
2026-08-23,16.61725538728221,16.390022250679305,16.528640409389755,16.62829358557714,16.713632201366593,16.804441562190608,2026-08-03,50
2026-08-24,16.60897335167036,16.375108817558633,16.514108862285674,16.631842891603938,16.702196914727857,16.790326218937114,2026-08-03,50
2026-08-25,16.605236628544716,16.381311491178156,16.538448249986242,16.61279206458373,16.694127317190535,16.782236987104206,2026-08-03,50
2026-08-26,16.57664268378867,16.391956898790834,16.50008892958242,16.569731315446358,16.64772319317712,16.799995935416124,2026-08-03,50
2026-08-27,16.557708896058326,16.3434293601787,16.47408880297895,16.540441511363248,16.64374972729535,16.78587855512728,2026-08-03,50
2026-08-28,16.534011111922222,16.334666700023785,16.451648926656425,16.525319394640054,16.62528642432283,16.761892898576004,2026-08-03,50
2026-08-29,16.520071816400993,16.30983137399731,16.41838986261161,16.51932298655953,16.63755293515504,16.736845319211515,2026-08-03,50
2026-08-30,16.512731389281452,16.281343982273356,16.404693885615544,16.52803641684356,16.632467872315353,16.711350206652774,2026-08-03,50
2026-08-31,16.4920435420714,16.309169109453634,16.41773849456002,16.48759093622219,16.564419068358752,16.667552560318757,2026-08-03,50
2026-09-01,16.4580050807786,16.273138651480117,16.376376216034252,16.462957113842982,16.527171339662154,16.64355757814295,2026-08-03,50
2026-09-02,16.42786009293645,16.259701475019728,16.32583937497357,16.414627395689415,16.517467888929406,16.652240408424536,2026-08-03,50
2026-09-03,16.40375049303385,16.230470849640838,16.31862239621269,16.387790382455055,16.492347779261262,16.595864300702154,2026-08-03,50
2026-09-04,16.36910476425844,16.193564077814116,16.288377470122803,16.38021638514747,16.463657862214426,16.54458310783888,2026-08-03,50
2026-09-05,16.344920611137763,16.17467419125702,16.24489597114713,16.339003670303164,16.430813159658356,16.54446796262219,2026-08-03,50
2026-09-06,16.318451545015474,16.144670284667367,16.216534789404168,16.30994817365684,16.396779279657185,16.52867125956338,2026-08-03,50
2026-09-07,16.293951118914563,16.11959900643737,16.180854048682303,16.27935825977284,16.398760448413555,16.512889861356197,2026-08-03,50
2026-09-08,16.279492284476245,16.048696728894843,16.170654915080647,16.285432988585836,16.37104852857737,16.49751960301317,2026-08-03,50
2026-09-09,16.271046137829345,16.09329040377767,16.16252034913063,16.237348423780553,16.36755526546054,16.4808011897866,2026-08-03,50
2026-09-10,16.257745175793005,16.061532643908357,16.157101582826137,16.22507252646764,16.37753945956335,16.487203242578328,2026-08-03,50
2026-09-11,16.235891356887507,16.015276067453307,16.128736810164163,16.209848472100816,16.376665926656333,16.423499716480215,2026-08-03,50
2026-09-12,16.21837201591542,16.0187020703688,16.090400488142844,16.2023957783263,16.3353038062367,16.442309153894914,2026-08-03,50
2026-09-13,16.198334566540183,15.971413816812065,16.11091740787795,16.192517249892205,16.3189974597617,16.410681336864126,2026-08-03,50
2026-09-14,16.18219902996774,15.98875591255154,16.0979236307754,16.16902580697964,16.26711293602921,16.404877897704225,2026-08-03,50
2026-09-15,16.16227570599489,16.012646743910132,16.061438031023883,16.164154751257833,16.206461986828717,16.39274214881451,2026-08-03,50
2026-09-16,16.130899253506314,15.922309167083874,16.036636996636865,16.13344302030346,16.216162795756677,16.357447673584833,2026-08-03,50
