date,t2m_mean,t2m_p5,t2m_p25,t2m_p50,t2m_p75,t2m_p95,init_date,n_members
2026-08-29,16.65006350298009,16.566879840984658,16.61769739660552,16.64209506052569,16.69603910630077,16.730114756057446,2026-08-29,50
2026-08-30,16.602469540697843,16.530235654798034,16.564547768465907,16.60132838825829,16.632089667262576,16.680728862328973,2026-08-29,50
2026-08-31,16.556471706498805,16.45942151398545,16.513623257003992,16.566380757099132,16.59797542071864,16.63836576084799,2026-08-29,50
2026-09-01,16.54887029260813,16.4524781864253,16.517598740792188,16.55049573105208,16.58671914885945,16.641491330778067,2026-08-29,50
2026-09-02,16.534730778485283,16.413735062981004,16.484399194339286,16.544522511317737,16.58114355250215,16.629927920813724,2026-08-29,50
2026-09-03,16.557986897576146,16.419211216101562,16.49730639877209,16.55391906978477,16.62278232605823,16.67287767969779,2026-08-29,50
2026-09-04,16.524528354679596,16.351743209884017,16.475983677897432,16.539430548992847,16.585679676653605,16.65259651308667,2026-08-29,50
2026-09-05,16.44196430515063,16.285334541555393,16.387908710621844,16.454355394893586,16.497907256219555,16.56987999377146,2026-08-29,50
2026-09-06,16.363234908934913,16.19319424791915,16.311527195807514,16.37628254460617,16.435258354951706,16.498414846173464,2026-08-29,50
2026-09-07,16.30622084560895,16.120574361073487,16.261820357328073,16.32684090292248,16.373760076568345,16.42865674463182,2026-08-29,50
2026-09-08,16.265901271641244,16.107931848314976,16.194125326077234,16.260283134602943,16.336677582295486,16.422659911668017,2026-08-29,50
2026-09-09,16.245877863967163,16.106447049271445,16.183975519718988,16.241401789363184,16.310577124829443,16.380134267015936,2026-08-29,50
2026-09-10,16.235871441851152,16.105990757096393,16.179106001579868,16.237674544691426,16.28390480797879,16.351098952229712,2026-08-29,50
2026-09-11,16.21969414440316,16.073042913403725,16.151432768822772,16.227204240142783,16.28849044854619,16.37904521028813,2026-08-29,50
2026-09-12,16.205387215937503,16.053498290338155,16.146277770903332,16.204600377370802,16.2691164955845,16.36244058687476,2026-08-29,50
2026-09-13,16.183491553532036,16.003179646629505,16.116910818612702,16.19226516559673,16.25130997083577,16.365632415303224,2026-08-29,50
2026-09-14,16.16204833284288,15.952430639331581,16.077583337388507,16.13644392434979,16.259321544047218,16.40950778520858,2026-08-29,50
2026-09-15,16.14102076134801,15.952761072427094,16.05321453784233,16.127290315860215,16.212669060816904,16.372355291931036,2026-08-29,50
2026-09-16,16.13822928272852,15.912347296495394,16.047578046859424,16.134972309434566,16.23143010570205,16.38108655657243,2026-08-29,50
2026-09-17,16.117451889718474,15.919761497755745,16.00435700720133,16.103321243111793,16.215985301273573,16.338622545344386,2026-08-29,50
2026-09-18,16.092591205709105,15.89335717178731,15.991858907410194,16.07798374076522,16.186142408208674,16.298936190848643,2026-08-29,50
2026-09-19,16.070175337831426,15.85604084313792,15.973292648476285,16.05913336586498,16.143527198819385,16.303232273515725,2026-08-29,50
2026-09-20,16.055988228081432,15.870962665932698,15.962077690064596,16.054056718057073,16.149053340700377,16.253949011723225,2026-08-29,50
2026-09-21,16.045921079210974,15.86338131077289,15.961128492920029,16.021181496414407,16.14477537837532,16.2654714578569,2026-08-29,50
2026-09-22,16.03138453472994,15.801263661565162,15.945957850296821,16.027896474906406,16.133007986596663,16.261421786906702,2026-08-29,50
2026-09-23,16.01878778891931,15.740348166371351,15.907494519454895,16.028379062452967,16.125083126640888,16.24195067208331,2026-08-29,50
